asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B00NLLUP4G,1800 Bed Sheets,Queen,Gray,3215.24,4476.75,-1261.5100000000002,1457,1606,83,115,0.05696636925188744,0.07160647571606475,-0.014640106464177315,True
B00RKHWJ1O,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,White,3018.5999999999995,3266.2200000000003,-247.6200000000008,535,521,168,182,0.31401869158878504,0.3493282149712092,-0.03530952338242416,True
B08RZCYC5X,1800 Bed Sheets,King,Golden Ivory,2964.07,5112.57,-2148.4999999999995,1681,2190,71,119,0.042236763831052945,0.054337899543379,-0.012101135712326051,True
B0CNRZBCFQ,1800 Bed Sheets,Queen,Sky Blue,2796.2999999999997,3675.64,-879.3400000000001,1253,1502,70,92,0.055865921787709494,0.06125166444740346,-0.005385742659693965,True
B08RZDH679,1800 Bed Sheets,King,Sage,2620.3100000000004,4553.959999999999,-1933.6499999999987,983,3332,61,106,0.06205493387589013,0.03181272509003601,0.030242208785854117,True
B01DN0AW8I,1800 Bed Sheets,King,Spa Mint,2578.2000000000003,3350.8,-772.5999999999999,1131,1793,60,78,0.05305039787798409,0.04350250976017847,0.009547888117805617,True
B01DN0AQN4,1800 Bed Sheets,King,Blue Hydrangea,2360.77,3565.6499999999996,-1204.8799999999997,898,1311,56,85,0.062360801781737196,0.06483600305110603,-0.002475201269368829,True
B0822XQ9DZ,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,White,2232.63,2806.38,-573.75,724,974,43,54,0.05939226519337017,0.055441478439425054,0.0039507867539451125,True
B00NQDGBTC,1800 Bed Sheets,King,Beige,2190.61,4037.46,-1846.85,570,817,51,95,0.08947368421052632,0.11627906976744186,-0.026805385556915542,True
B07R5VP98P,1800 Bed Sheets,Queen,Pinstripe Gray,2155.1800000000003,2876.2400000000002,-721.06,788,1002,54,72,0.06852791878172589,0.0718562874251497,-0.0033283686434238124,True
B00O35DNS4,1800 Bed Sheets,California King,White,2153.16,2964.42,-811.2600000000002,632,809,48,66,0.0759493670886076,0.0815822002472188,-0.005632833158611197,True
B0BTZ24S9W,1800 Bed Sheet Set 6 PIECE,King,White,2088.74,2193.68,-104.94000000000005,320,321,42,44,0.13125,0.13707165109034267,-0.005821651090342661,False
B00WAIH1FW,1800 Bed Sheets,Queen,Black,2077.64,2237.52,-159.8800000000001,440,518,52,56,0.11818181818181818,0.10810810810810811,0.010073710073710065,True
B0DGQSDWFD,1800 Bed Sheets,Queen,Mineral Gray,2037.6699999999996,3635.67,-1598.0000000000005,1246,1717,51,91,0.040930979133226325,0.0529994175888177,-0.012068438455591378,True
B01DN0AOW2,1800 Bed Sheets,Queen,Spa Mint,2036.87,3355.88,-1319.0100000000002,1717,2306,53,85,0.030867792661619105,0.03686036426712923,-0.005992571605510123,True
B00NLNDP1Y,1800 Bed Sheets,Queen,Aqua,1869.7900000000002,2676.39,-806.5999999999997,1167,1492,47,67,0.04027420736932305,0.044906166219839144,-0.004631958850516094,True
B00NQDGCW8,1800 Bed Sheets,King,Gray,1845.13,3089.54,-1244.4099999999999,799,1118,43,72,0.05381727158948686,0.06440071556350627,-0.010583443974019405,True
B0BTZ5QFD7,1800 Bed Sheet Set 6 PIECE,Twin,White,1816.6,643.21,1173.3899999999999,129,101,55,17,0.4263565891472868,0.16831683168316833,0.25803975746411845,False
B00RKHX3E6,1800 Pillowcase Set 2 pc,Set of 2 King Size,White,1792.32,2231.0,-438.68000000000006,284,266,100,125,0.352112676056338,0.4699248120300752,-0.11781213597373719,False
B0BMW9MMY9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Golden Ivory,1766.98,3014.26,-1247.2800000000002,535,701,34,58,0.06355140186915888,0.08273894436519258,-0.019187542496033702,True
B00SUF39K0,1800 Bed Sheets,Full,Light Gray,1742.8200000000002,2581.2,-838.3799999999997,418,519,46,68,0.11004784688995216,0.13102119460500963,-0.020973347715057475,True
B0112XPNDW,1800 Bed Sheets,Queen,Tan,1677.94,2437.37,-759.4299999999998,537,727,42,61,0.0782122905027933,0.08390646492434663,-0.00569417442155333,True
B07BKMXCYF,1800 Bed Sheets,Queen,Spa Blue,1677.9399999999998,2836.27,-1158.3300000000002,1188,1526,43,71,0.0361952861952862,0.04652686762778506,-0.010331581432498863,True
B0822X9LJN,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Light Gray,1611.0700000000002,2494.56,-883.4899999999998,471,640,31,49,0.06581740976645435,0.0765625,-0.010745090233545654,True
B00O35DD2U,1800 Bed Sheets,Full,Navy Blue,1609.15,454.88,1154.27,104,102,43,12,0.41346153846153844,0.11764705882352941,0.295814479638009,False
B00ZSGWAHC,1800 Bed Sheets,Queen,Striped White,1597.2,1918.56,-321.3599999999999,725,901,40,48,0.05517241379310345,0.05327413984461709,0.0018982739484863578,True
B0CNRZDPG2,1800 Bed Sheets,Queen,Hazy Lilac,1597.2,1837.82,-240.6199999999999,879,1150,40,46,0.04550625711035267,0.04,0.005506257110352672,True
B01DN0ALM0,1800 Bed Sheets,Queen,Emerald Green,1597.2,2076.84,-479.6400000000001,774,997,40,52,0.05167958656330749,0.05215646940822467,-0.00047688284491718275,True
B0112XNCS0,1800 Bed Sheets,King,Tan,1588.17,3005.3199999999997,-1417.1499999999996,452,643,37,71,0.08185840707964602,0.1104199066874028,-0.02856149960775678,True
B08RZCP48J,1800 Bed Sheets,Full,Golden Ivory,1518.04,1518.04,0.0,457,539,40,40,0.087527352297593,0.07421150278293136,0.013315849514661637,True
B08RZF62QM,1800 Bed Sheets,Full,Blush Pink,1516.52,2541.71,-1025.19,561,747,40,67,0.07130124777183601,0.08969210174029452,-0.018390853968458507,True
B0822W82LP,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blue Hydrangea,1504.6299999999999,1922.8899999999999,-418.26,401,586,29,37,0.07231920199501247,0.06313993174061433,0.009179270254398145,True
B07BKP98B7,1800 Bed Sheets,King,Spa Blue,1503.9499999999998,2491.3999999999996,-987.4499999999998,818,1304,35,58,0.042787286063569685,0.04447852760736196,-0.0016912415437922781,True
B01CYLCQEK,1800 Bed Sheets,Queen,Paisley Gray,1478.89,2077.64,-598.7499999999998,1231,1481,37,52,0.030056864337936636,0.035111411208642807,-0.00505454687070617,True
B0822XGGJ6,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Light Gray,1449.13,2347.5899999999997,-898.4599999999996,438,590,29,48,0.06621004566210045,0.08135593220338982,-0.015145886541289372,True
B0822WWZJQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,White,1393.1699999999998,944.37,448.79999999999984,394,425,31,21,0.07868020304568528,0.04941176470588235,0.02926843833980293,False
B0CNRXJ7ZB,1800 Bed Sheets,King,Sky Blue,1374.1800000000003,2620.3099999999995,-1246.1299999999992,657,1018,32,61,0.0487062404870624,0.05992141453831041,-0.011215174051248007,True
B0822Y7786,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,White,1333.13,1562.98,-229.8499999999999,433,568,29,34,0.06697459584295612,0.05985915492957746,0.007115440913378658,True
B0DGQPSZVY,1800 Bed Sheets,King,Mineral Gray,1332.07,2748.36,-1416.2900000000002,854,1383,31,64,0.03629976580796253,0.046276211135213303,-0.009976445327250776,True
B00WAIH2TM,1800 Bed Sheets,Queen,Lavender,1278.24,1717.1100000000001,-438.8700000000001,958,1218,32,43,0.033402922755741124,0.035303776683087026,-0.0019008539273459024,True
B0822WT3R6,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Gray,1247.2800000000002,1559.1000000000001,-311.81999999999994,312,458,24,30,0.07692307692307693,0.06550218340611354,0.01142089351696339,False
B0822WXPVG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Blue,1247.28,1559.1000000000001,-311.82000000000016,368,546,24,30,0.06521739130434782,0.054945054945054944,0.01027233635929288,True
B00NLNDO6K,1800 Bed Sheets,Queen,Navy Blue,1236.6699999999998,1518.06,-281.3900000000001,277,354,31,38,0.11191335740072202,0.10734463276836158,0.004568724632360438,False
B00NQDGHDC,1800 Bed Sheets,King,Aqua,1203.16,1418.0100000000002,-214.85000000000014,632,958,29,33,0.04588607594936709,0.03444676409185804,0.01143931185750905,True
B0BMW72PRP,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Sage,1199.28,1948.83,-749.55,324,596,24,39,0.07407407407407407,0.06543624161073826,0.008637832463335812,True
B0822X1KV9,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Beige,1199.28,1448.1299999999999,-248.8499999999999,305,411,24,29,0.07868852459016394,0.0705596107055961,0.008128913884567837,False
B08RZDCWPX,1800 Bed Sheets,Queen,Teal,1199.1000000000001,1637.17,-438.06999999999994,701,1005,30,41,0.042796005706134094,0.04079601990049751,0.001999985805636581,True
B0BMW6K3FD,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Sage,1194.27,1611.07,-416.79999999999995,524,789,23,31,0.04389312977099236,0.03929024081115336,0.004602888959839006,True
B0822WBGD9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Beige,1194.27,1922.89,-728.6200000000001,440,540,23,37,0.05227272727272727,0.06851851851851852,-0.01624579124579125,True
B08RZBT9K8,1800 Bed Sheets,King,Teal,1192.96,1203.1599999999999,-10.199999999999818,412,599,28,28,0.06796116504854369,0.04674457429048414,0.021216590758059546,True
B08V8V7VZF,1800 Bed Sheets,RV / Short Queen,White,1188.98,349.7,839.28,782,468,34,10,0.043478260869565216,0.021367521367521368,0.022110739502043848,True
B079YXK5SN,1800 Duvet Cover Set,Queen,White,1186.1799999999998,734.3699999999999,451.80999999999995,1235,195,34,21,0.027530364372469637,0.1076923076923077,-0.08016194331983806,True
B00O384OYI,1800 Bed Sheets,Full,Gray,1177.0699999999997,1139.1,37.9699999999998,279,414,31,30,0.1111111111111111,0.07246376811594203,0.03864734299516907,False
B00NQDGDYA,1800 Bed Sheets,King,Navy Blue,1158.4700000000003,900.6500000000001,257.82000000000016,193,250,27,21,0.13989637305699482,0.084,0.05589637305699481,False
B0CLY99SL5,1800 Bed Sheets,Full,Ivory,1135.3000000000002,1936.47,-801.1699999999998,560,696,30,51,0.05357142857142857,0.07327586206896551,-0.019704433497536943,True
B0822X3C9M,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,White,1120.6499999999999,899.4,221.2499999999999,213,229,25,20,0.11737089201877934,0.08733624454148471,0.030034647477294632,False
B08RZDLLP7,1800 Bed Sheets,King,Blush Pink,1117.22,1674.1099999999997,-556.8899999999996,694,978,26,39,0.037463976945244955,0.03987730061349693,-0.0024133236682519765,True
B00NQDGK3O,1800 Bed Sheets,King,Brown,1115.4999999999998,1503.95,-388.4500000000003,333,446,26,35,0.07807807807807808,0.07847533632286996,-0.00039725824479187877,False
B07RBZ1MYN,1800 Bed Sheets,King,Pinstripe Gray,1113.78,2715.8,-1602.0200000000002,441,722,26,68,0.05895691609977324,0.09418282548476455,-0.0352259093849913,True
B0822WVF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Gray,1099.3400000000001,1399.1599999999999,-299.8199999999997,287,368,22,28,0.07665505226480836,0.07608695652173914,0.0005680957430692218,False
B08CZZ4SYJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Mint,1088.87,1870.92,-782.0500000000002,512,768,21,36,0.041015625,0.046875,-0.005859375,True
B0CNRZ4Y1C,1800 Bed Sheets,Queen,Blue Nova,1078.39,1758.6799999999998,-680.2899999999997,651,894,27,44,0.041474654377880185,0.049217002237136466,-0.007742347859256281,True
B07RC2W7Q8,1800 Bed Sheets,Queen,Laced Sky Blue,1077.5900000000001,1758.68,-681.0899999999999,541,692,27,44,0.04990757855822551,0.06358381502890173,-0.013676236470676222,True
B07R5VPFDK,1800 Bed Sheets,King,Laced Sky Blue,1074.25,2320.38,-1246.13,386,595,25,54,0.06476683937823834,0.0907563025210084,-0.025989463142770064,True
B01CYLCRO4,1800 Bed Sheets,King,Paisley Gray,1071.67,2662.42,-1590.75,470,789,25,62,0.05319148936170213,0.07858048162230671,-0.025388992260604586,True
B01ES3MMYG,1800 Fitted Sheet,King,White,1054.56,461.37,593.1899999999999,80,85,48,21,0.6,0.24705882352941178,0.3529411764705882,False
B0BMWCNGW8,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Golden Ivory,1049.3700000000001,1747.9500000000003,-698.5800000000002,414,613,21,35,0.050724637681159424,0.057096247960848286,-0.006371610279688862,True
B0822YG3V8,1800 Pillowcase Set 4 pc,Standard,White,1048.18,780.84,267.34000000000003,88,104,40,29,0.45454545454545453,0.27884615384615385,0.17569930069930068,False
B0BTZ4KPTZ,1800 Bed Sheet Set 6 PIECE,Full,White,1044.39,773.94,270.45000000000005,74,69,27,20,0.36486486486486486,0.2898550724637681,0.07500979240109673,False
B0CNRWYNDF,1800 Bed Sheets,Queen,Terracotta,1038.42,839.3699999999999,199.05000000000018,414,542,26,21,0.06280193236714976,0.03874538745387454,0.02405654491327522,True
B00NLNDRUI,1800 Bed Sheets,Queen,Brown,1037.62,1757.88,-720.2600000000002,281,393,26,44,0.09252669039145907,0.11195928753180662,-0.01943259714034755,False
B0CNRZQ14K,1800 Bed Sheets,King,Hazy Lilac,1031.28,1976.6200000000001,-945.3400000000001,516,813,24,46,0.046511627906976744,0.056580565805658053,-0.01006893789868131,True
B01DN0ASH8,1800 Bed Sheets,King,Emerald Green,1029.56,1760.91,-731.3500000000001,484,751,24,41,0.049586776859504134,0.05459387483355526,-0.0050070979740511265,True
B08RZD3PN6,1800 Bed Sheets,Full,Sage,1025.19,1670.6799999999998,-645.4899999999998,295,455,27,44,0.09152542372881356,0.0967032967032967,-0.005177872974483147,False
B08BZY7QCJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Tan,987.43,1870.9199999999998,-883.4899999999999,363,481,19,36,0.05234159779614325,0.07484407484407485,-0.022502477047931596,False
B00ZSGVJE2,1800 Bed Sheets,King,Striped White,943.62,2190.6099999999997,-1246.9899999999998,860,1418,22,51,0.02558139534883721,0.03596614950634697,-0.010384754157509758,True
B0CLY98MH3,1800 Bed Sheets,Queen,Burgundy,918.5099999999999,799.4,119.1099999999999,141,234,23,20,0.16312056737588654,0.08547008547008547,0.07765048190580107,False
B01DN0AEXQ,1800 Bed Sheets,Full,Spa Mint,873.31,1063.16,-189.85000000000014,352,486,23,28,0.06534090909090909,0.05761316872427984,0.007727740366629252,False
B01DN0A9IQ,1800 Bed Sheets,Full,Blue Hydrangea,871.79,1556.77,-684.98,329,435,23,41,0.06990881458966565,0.09425287356321839,-0.02434405897355274,False
B0CNRXVPC8,1800 Bed Sheets,King,Blue Nova,859.4,2061.7,-1202.2999999999997,380,601,20,48,0.05263157894736842,0.07986688851913477,-0.027235309571766356,True
B08BZWJ6QK,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Tan,849.49,599.64,249.85000000000002,197,273,17,12,0.08629441624365482,0.04395604395604396,0.04233837228761086,False
B0822WHPQZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blue Hydrangea,848.4900000000001,1599.0400000000002,-750.5500000000001,356,483,17,32,0.047752808988764044,0.06625258799171843,-0.018499779002954388,False
B08RZDW2H2,1800 Bed Sheets,Twin,Blush Pink,841.3800000000001,1258.2199999999998,-416.8399999999997,219,271,24,36,0.1095890410958904,0.13284132841328414,-0.023252287317393733,False
B013FJJOCM,1800 Bed Sheets,Queen,Royal Blue,840.97,758.63,82.34000000000003,391,556,21,19,0.05370843989769821,0.0341726618705036,0.01953577802719461,True
B01DN0AKSK,1800 Bed Sheets,Queen,Coral,838.57,599.55,239.0200000000001,498,681,21,15,0.04216867469879518,0.022026431718061675,0.020142242980733503,True
B016P42X2W,1800 Bed Sheets,Twin XL,Light Gray,804.3100000000001,944.19,-139.88,362,372,23,27,0.06353591160220995,0.07258064516129033,-0.009044733559080378,False
B08V92PDJ4,1800 Bed Sheets,RV / Short Queen,Gray,803.6099999999999,594.49,209.1199999999999,136,91,23,17,0.16911764705882354,0.18681318681318682,-0.017695539754363276,False
B0CLYCRY99,1800 Bed Sheets,Twin,Ivory,802.2099999999999,594.49,207.7199999999999,185,260,23,18,0.12432432432432433,0.06923076923076923,0.0550935550935551,False
B0BMWCRXGG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blush Pink,778.51,363.79,414.71999999999997,275,384,15,7,0.05454545454545454,0.018229166666666668,0.03631628787878788,False
B00NLNDSZW,1800 Bed Sheets,Queen,Purple,756.23,759.4300000000001,-3.2000000000000455,350,408,19,19,0.054285714285714284,0.04656862745098039,0.007717086834733891,False
B0BMWBX14R,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blush Pink,749.5500000000001,1449.13,-699.58,285,442,15,29,0.05263157894736842,0.06561085972850679,-0.012979280781138372,False
B08CZXP1GF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Mint,749.55,1448.13,-698.5800000000002,366,553,15,29,0.040983606557377046,0.05244122965641953,-0.011457623099042483,True
B07GQ38TP8,1800 Duvet Cover Set,King,White,738.66,517.5799999999999,221.08000000000004,333,236,21,14,0.06306306306306306,0.059322033898305086,0.003741029164757971,False
B01DN0AX4G,1800 Bed Sheets,King,Yellow,730.49,901.5099999999999,-171.01999999999987,417,609,17,21,0.0407673860911271,0.034482758620689655,0.006284627470437447,True
B0DGQRH24Q,1800 Bed Sheets,Full,Mineral Gray,720.67,1252.25,-531.58,267,384,19,33,0.07116104868913857,0.0859375,-0.01477645131086143,False
B01DN0APS0,1800 Bed Sheets,Queen,Yellow,719.46,1558.0300000000002,-838.5700000000002,766,981,18,39,0.02349869451697128,0.039755351681957186,-0.016256657164985908,True
B0BMW8JKMX,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Pinstripe Gray,699.5799999999999,1249.25,-549.6700000000001,234,439,14,25,0.05982905982905983,0.05694760820045558,0.002881451628604252,False
B08V8T4J6N,1800 Bed Sheets,RV / Short Queen,Beige,699.4,209.82,489.58,125,96,20,6,0.16,0.0625,0.0975,False
B08BZYCY47,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Aqua,694.1300000000001,899.4599999999999,-205.3299999999998,245,393,14,18,0.05714285714285714,0.04580152671755725,0.01134133042529989,False
B0CNS16FHR,1800 Bed Sheets,Full,Sky Blue,682.6999999999999,987.22,-304.5200000000001,312,375,18,26,0.057692307692307696,0.06933333333333333,-0.011641025641025635,False
B08CZZZVYR,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Paisley Gray,674.5699999999999,1403.19,-728.6200000000001,414,592,13,27,0.03140096618357488,0.04560810810810811,-0.014207141924533227,True
B00SUF34LO,1800 Bed Sheets,Twin,Light Gray,664.4300000000001,1425.3700000000001,-760.94,154,193,19,41,0.12337662337662338,0.21243523316062177,-0.08905860978399839,False
B01ES3L33W,1800 Fitted Sheet,Queen,White,659.01,539.19,119.81999999999994,145,163,33,27,0.22758620689655173,0.1656441717791411,0.06194203511741064,False
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,649.61,1298.2199999999998,-648.6099999999998,285,486,13,26,0.0456140350877193,0.053497942386831275,-0.007883907299111974,False
B00O35DFRI,1800 Bed Sheets,Full,Aqua,644.7300000000002,1025.19,-380.4599999999998,253,399,17,27,0.06719367588932806,0.06766917293233082,-0.0004754970430027594,False
B00ZSGVRE4,1800 Bed Sheets,King,Striped Gray/Silver,644.55,816.43,-171.88,223,432,15,19,0.06726457399103139,0.04398148148148148,0.023283092509549908,False
B0822YMKR5,1800 Bedskirt,King,White,643.16,1056.62,-413.4599999999999,504,494,28,46,0.05555555555555555,0.0931174089068826,-0.03756185335132704,True
B0CNRYFVFL,1800 Bed Sheets,Queen,Pistachio,639.5199999999999,719.46,-79.94000000000017,588,822,16,18,0.027210884353741496,0.021897810218978103,0.005313074134763392,True
B0822XZ52Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Light Gray,629.5800000000002,539.6400000000001,89.94000000000005,99,140,14,12,0.1414141414141414,0.08571428571428572,0.055699855699855694,False
B01FWBWTGO,1800 Ultrasonic Coverlet,King,Spa Blue,604.6700000000001,604.6700000000001,0.0,670,659,11,11,0.016417910447761194,0.01669195751138088,-0.0002740470636196854,True
B00WAIH49U,1800 Bed Sheets,King,Black,601.5799999999999,1031.28,-429.70000000000005,167,257,14,24,0.08383233532934131,0.0933852140077821,-0.00955287867844079,False
B0DGQR5Q2K,1800 Bed Sheets,King,Charcoal,600.72,687.52,-86.79999999999995,81,165,14,16,0.1728395061728395,0.09696969696969697,0.07586980920314253,False
B0822ZZJLL,1800 Bedskirt,Queen,White,587.16,692.01,-104.85000000000002,367,294,28,33,0.07629427792915532,0.11224489795918367,-0.03595062003002836,False
B0BMW6QWW7,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Golden Ivory,571.6700000000001,623.6400000000001,-51.97000000000003,143,183,11,12,0.07692307692307693,0.06557377049180328,0.011349306431273645,False
B0CNRXLLCS,1800 Bed Sheets,Full,Blue Nova,569.5500000000001,872.55,-302.9999999999999,178,228,15,23,0.08426966292134831,0.10087719298245613,-0.016607530061107822,False
B013FJJQPM,1800 Bed Sheets,King,Royal Blue,558.61,1074.25,-515.64,221,345,13,25,0.058823529411764705,0.07246376811594203,-0.013640238704177327,False
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,549.67,699.58,-149.91000000000008,288,405,11,14,0.03819444444444445,0.0345679012345679,0.0036265432098765496,False
B0822YLBZP,1800 Bedskirt,Twin XL,White,539.1899999999999,339.49,199.69999999999993,178,161,27,17,0.15168539325842698,0.10559006211180125,0.04609533114662573,False
B0112XOOZ0,1800 Bed Sheets,Full,Tan,530.8199999999999,378.94,151.87999999999994,109,233,14,10,0.12844036697247707,0.04291845493562232,0.08552191203685475,False
B08RZCL98X,1800 Bed Sheets,Twin XL,Blush Pink,524.55,699.4,-174.85000000000002,371,285,15,20,0.04043126684636118,0.07017543859649122,-0.02974417175013004,False
B0822W4BT5,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Light Gray,519.7,415.76,103.94000000000005,124,180,10,8,0.08064516129032258,0.044444444444444446,0.03620071684587813,False
B0BMW6NBFV,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Laced Sky Blue,519.7,1299.25,-779.55,332,474,10,25,0.030120481927710843,0.052742616033755275,-0.022622134106044432,False
B00WAIH5ZI,1800 Bed Sheets,King,Lavender,515.6400000000001,1074.25,-558.6099999999999,460,826,12,25,0.02608695652173913,0.03026634382566586,-0.004179387303926731,True
B0CNRZ5KZH,1800 Bed Sheets,King,Terracotta,515.64,902.37,-386.73,271,411,12,21,0.04428044280442804,0.051094890510948905,-0.006814447706520864,False
B00NQDGJ8A,1800 Bed Sheets,King,Gold,515.64,644.55,-128.90999999999997,129,222,12,15,0.09302325581395349,0.06756756756756757,0.025455688246385916,False
B01DN0ARJM,1800 Bed Sheets,King,Coral,512.24,898.9699999999999,-386.7299999999999,257,427,12,21,0.04669260700389105,0.04918032786885246,-0.002487720864961407,False
B0CYCRHZR1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,White,502.61,559.7,-57.09000000000003,100,97,9,10,0.09,0.10309278350515463,-0.013092783505154637,False
B0822WFPWY,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Navy Blue,499.7,799.52,-299.82,129,183,10,16,0.07751937984496124,0.08743169398907104,-0.009912314144109799,False
B0822Z3PLW,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Gray,494.67,629.5799999999999,-134.9099999999999,85,80,11,14,0.12941176470588237,0.175,-0.045588235294117624,False
B00O35DPN2,1800 Bed Sheets,California King,Gray,494.67,629.58,-134.91000000000003,153,169,11,14,0.0718954248366013,0.08284023668639054,-0.010944811849789238,False
B0CLYD6CZX,1800 Bed Sheets,California King,Ivory,494.66999999999996,989.3399999999999,-494.66999999999996,260,332,11,22,0.04230769230769231,0.06626506024096386,-0.02395736793327155,False
B00O35DBNG,1800 Bed Sheets,Full,Beige,493.61,947.73,-454.12,142,206,13,25,0.09154929577464789,0.12135922330097088,-0.029809927526322985,False
B07R8X7VXT,1800 Bed Sheets,Full,Pinstripe Gray,493.60999999999996,1061.6399999999999,-568.03,550,520,13,28,0.023636363636363636,0.05384615384615385,-0.030209790209790213,True
