asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B0BTZ5HKPM,1800 Bed Sheet Set 6 PIECE,King,Beige,211.88,476.73,-264.85,158,167,4,9,0.02531645569620253,0.05389221556886228,-0.028575759872659746,False
B0CNRYK9MC,1800 Bed Sheets,Twin,Blue Nova,209.82,279.76,-69.94,81,97,6,8,0.07407407407407407,0.08247422680412371,-0.00840015273004964,False
B07R8ZV5RP,1800 Bed Sheets,Twin,Laced Sky Blue,209.82,34.97,174.85,59,98,6,1,0.1016949152542373,0.01020408163265306,0.09149083362158424,False
B0DGQQD2WB,1800 Bed Sheets,Twin,Charcoal,209.82,69.94,139.88,17,24,6,2,0.35294117647058826,0.08333333333333333,0.26960784313725494,False
B016P4329A,1800 Bed Sheets,Twin XL,Tan,209.82,69.94,139.88,40,37,6,2,0.15,0.05405405405405406,0.09594594594594594,False
B07RBZ25P3,1800 Bed Sheets,Twin XL,Laced Sky Blue,209.82,138.48000000000002,71.33999999999997,112,115,6,4,0.05357142857142857,0.034782608695652174,0.018788819875776394,False
B07MS7NX3D,1800 Duvet Cover Set,Queen,Light Gray,209.82,0.0,209.82,133,45,6,0,0.045112781954887216,0.0,0.045112781954887216,False
B0CNRXT6D9,1800 Bed Sheets,Twin,Sky Blue,209.82,559.52,-349.7,109,149,6,16,0.05504587155963303,0.10738255033557047,-0.05233667877593744,False
B01DN0A1PM,1800 Bed Sheets,Twin,Spa Mint,209.82,454.61,-244.79000000000002,124,165,6,13,0.04838709677419355,0.07878787878787878,-0.030400782013685235,False
B016P42LGU,1800 Bed Sheets,Twin XL,Aqua,209.82,139.88,69.94,117,133,6,4,0.05128205128205128,0.03007518796992481,0.02120686331212647,False
B01DN09ZIG,1800 Bed Sheets,Twin,Emerald Green,209.82,209.82,0.0,69,91,6,6,0.08695652173913043,0.06593406593406594,0.021022455805064497,False
B0CNRXLFGH,1800 Bed Sheets,RV / Short Queen,Sky Blue,209.82,174.85,34.97,92,81,6,5,0.06521739130434782,0.06172839506172839,0.0034889962426194326,False
B08V91TK7Q,1800 Bed Sheets,RV / Short Queen,Spa Blue,209.12,34.97,174.15,110,72,6,1,0.05454545454545454,0.013888888888888888,0.040656565656565655,False
B0CNRVZBRR,1800 Bed Sheets,Twin XL,Hazy Lilac,209.12,104.91,104.21000000000001,89,80,6,3,0.06741573033707865,0.0375,0.02991573033707865,False
B08CZZKK5S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Coral,207.88,51.97,155.91,25,47,4,1,0.16,0.02127659574468085,0.13872340425531915,False
B0BMWB3CKD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Sage,207.88,363.79,-155.91000000000003,84,179,4,7,0.047619047619047616,0.03910614525139665,0.008512902367650968,False
B08C1C46DQ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Aqua,206.84,1039.4,-832.5600000000001,268,391,4,20,0.014925373134328358,0.05115089514066496,-0.0362255220063366,False
B08BZY1R1R,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Lavender,205.38,1143.3400000000001,-937.9600000000002,191,291,5,22,0.02617801047120419,0.07560137457044673,-0.04942336409924254,False
B0822WJHV4,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Royal Blue,199.88,299.82,-99.94,86,146,4,6,0.046511627906976744,0.0410958904109589,0.005415737496017842,False
B0822XRHJV,1800 Bedskirt,Twin XL,Navy Blue,199.7,119.82,79.88,39,26,10,6,0.2564102564102564,0.23076923076923078,0.025641025641025605,False
B07J3SN523,Cotton Flannel Sheet Set 180GSM,King,White,197.91,0.0,197.91,23,15,3,0,0.13043478260869565,0.0,0.13043478260869565,False
B0BMBFH19B,1800 Pillowcase Set 2 pc,Set of 12 Standard Size,White,197.88,148.91,48.97,92,43,4,3,0.043478260869565216,0.06976744186046512,-0.0262891809908999,False
B00O35DMNU,1800 Bed Sheets,Full,Brick Red,189.85,113.91,75.94,48,82,5,3,0.10416666666666667,0.036585365853658534,0.06758130081300814,False
B0BTZ92PKT,1800 Bed Sheet Set 6 PIECE,Twin XL,Blush Pink,189.85,265.78999999999996,-75.93999999999997,150,130,5,7,0.03333333333333333,0.05384615384615385,-0.020512820512820516,False
B01ETTDTSM,1800 Flat Sheet,Queen,White,189.7,246.60999999999999,-56.91,40,52,10,13,0.25,0.25,0.0,False
B0822YRCDP,1800 Pillowcase Set 4 pc,Standard,Gray,187.92000000000002,162.0,25.920000000000016,24,22,7,6,0.2916666666666667,0.2727272727272727,0.018939393939393978,False
B0CLYD3B2D,1800 Bed Sheets,Split King,Ivory,185.43,375.76,-190.32999999999998,106,179,4,8,0.03773584905660377,0.0446927374301676,-0.006956888373563827,False
B08CZZMK9Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Mint,183.88,137.91,45.97,91,138,4,3,0.04395604395604396,0.021739130434782608,0.02221691352126135,False
B0BMW7ZJ2R,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Sage,183.88,183.88,0.0,100,159,5,4,0.05,0.025157232704402517,0.024842767295597486,False
B0823123JL,1800 Bedskirt,Cal King,Navy Blue,183.76,45.94,137.82,25,23,8,2,0.32,0.08695652173913043,0.23304347826086957,False
B081K6V8GD,Cotton Flannel Sheet Set 160GSM,California King,Sage,182.91,60.97,121.94,5,9,3,1,0.6,0.1111111111111111,0.4888888888888889,False
B07R6TBBCQ,1800 Bed Sheets,California King,Laced Sky Blue,179.88,449.7,-269.82,81,122,4,10,0.04938271604938271,0.08196721311475409,-0.03258449706537138,False
B0CNRX2YJB,1800 Bed Sheets,California King,Terracotta,179.88,44.97,134.91,35,71,4,1,0.11428571428571428,0.014084507042253521,0.10020120724346077,False
B01CYLCUAK,1800 Bed Sheets,California King,Paisley Gray,179.88,359.76,-179.88,54,126,4,8,0.07407407407407407,0.06349206349206349,0.010582010582010581,False
B00O35DTJM,1800 Bed Sheets,California King,Aqua,179.88,179.88,0.0,74,114,4,4,0.05405405405405406,0.03508771929824561,0.018966334755808445,False
B08CZYSHDW,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Paisley Gray,179.88,0.0,179.88,41,43,4,0,0.0975609756097561,0.0,0.0975609756097561,False
B08RZDNSMT,1800 Bed Sheets,California King,Teal,179.88,314.78999999999996,-134.90999999999997,56,81,4,7,0.07142857142857142,0.08641975308641975,-0.014991181657848324,False
B00O35DOT2,1800 Bed Sheets,California King,Beige,179.88,449.7,-269.82,75,117,4,10,0.05333333333333334,0.08547008547008547,-0.032136752136752135,False
B0822XJFYY,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Blue Hydrangea,179.88,404.73,-224.85000000000002,71,87,4,9,0.056338028169014086,0.10344827586206896,-0.04711024769305488,False
B0CNRZBB6D,1800 Bed Sheets,California King,Sky Blue,179.88,134.91,44.97,66,108,4,3,0.06060606060606061,0.027777777777777776,0.03282828282828283,False
B01DN0B6A6,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Coral,179.7,125.42999999999999,54.269999999999996,39,33,10,7,0.2564102564102564,0.21212121212121213,0.04428904428904426,False
B08TRN118H,1800 Pillowcase Set 2 pc,Set of 2 King Size,Golden Ivory,179.33999999999997,251.57999999999998,-72.24000000000001,41,30,10,14,0.24390243902439024,0.4666666666666667,-0.22276422764227644,False
B00O35DQMC,1800 Bed Sheets,California King,Navy Blue,178.07999999999998,179.88,-1.8000000000000114,102,38,4,4,0.0392156862745098,0.10526315789473684,-0.06604747162022703,False
B01N6H21GR,Cotton Flannel Sheet Set 160GSM,King,White,176.91,176.91,0.0,53,50,3,3,0.05660377358490566,0.06,-0.003396226415094336,False
B0BTZ59997,1800 Bed Sheet Set 6 PIECE,Queen,Blue Hydrangea,175.88,131.03,44.849999999999994,67,68,4,3,0.05970149253731343,0.04411764705882353,0.0155838454784899,False
B0BTZ45457,1800 Bed Sheet Set 6 PIECE,Queen,Golden Ivory,175.88,615.5799999999999,-439.69999999999993,59,68,4,15,0.06779661016949153,0.22058823529411764,-0.15279162512462613,False
B0BTZ4CFWV,1800 Bed Sheet Set 6 PIECE,Queen,Light Gray,175.88,390.86,-214.98000000000002,55,53,4,9,0.07272727272727272,0.16981132075471697,-0.09708404802744425,False
B0BTZ3NBBQ,1800 Bed Sheet Set 6 PIECE,Queen,Purple,175.88,131.91,43.97,21,37,4,3,0.19047619047619047,0.08108108108108109,0.10939510939510938,False
B0D7JBM5Z1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Golden Ivory,175.73,58.97,116.75999999999999,26,29,3,1,0.11538461538461539,0.034482758620689655,0.08090185676392574,False
B0DGQRFYH8,1800 Bed Sheets,Twin,Mineral Gray,174.85,139.88,34.97,92,132,5,4,0.05434782608695652,0.030303030303030304,0.024044795783926216,False
B08V8T981S,1800 Bed Sheets,RV / Short Queen,Black,174.85,174.85,0.0,57,55,5,5,0.08771929824561403,0.09090909090909091,-0.0031897926634768814,False
B01CYLCGFO,1800 Bed Sheets,Twin XL,Paisley Gray,174.85,174.85,0.0,67,134,5,5,0.07462686567164178,0.03731343283582089,0.03731343283582089,False
B0DGQR27PJ,1800 Bed Sheets,Twin XL,Oxford Stripe Blue Nova,174.85,174.85,0.0,59,78,5,5,0.0847457627118644,0.0641025641025641,0.020643198609300306,False
B08V8ZRKR3,1800 Bed Sheets,RV / Short Queen,Blue Hydrangea,174.85,69.94,104.91,95,66,5,2,0.05263157894736842,0.030303030303030304,0.022328548644338114,False
B0CNRYPY8G,1800 Bed Sheets,RV / Short Queen,Hazy Lilac,174.85,174.85,0.0,78,63,5,5,0.0641025641025641,0.07936507936507936,-0.015262515262515264,False
B0CNRYNKYC,1800 Bed Sheets,Twin XL,Blue Nova,174.85,209.82,-34.97,108,135,5,6,0.046296296296296294,0.044444444444444446,0.0018518518518518476,False
B01CYLCDCU,1800 Bed Sheets,Twin,Paisley Gray,174.15,174.85,-0.6999999999999886,41,85,5,5,0.12195121951219512,0.058823529411764705,0.06312769010043041,False
B0B2Q3FF48,1800 Bedskirt,Queen,Golden Ivory,167.76,146.79,20.97,88,79,8,7,0.09090909090909091,0.08860759493670886,0.0023014959723820505,False
B0BMCH8Q2F,1800 Pillowcase Set 2 pc,Set of 12 King Size,White,164.91,108.84,56.06999999999999,22,34,3,2,0.13636363636363635,0.058823529411764705,0.07754010695187165,False
B0BTZ6WFS3,1800 Bed Sheet Set 6 PIECE,Split King,White,164.91,0.0,164.91,35,28,3,0,0.08571428571428572,0.0,0.08571428571428572,False
B099SBTBPD,1800 Duvet Cover Set,Full,White,164.85,65.94,98.91,59,36,5,2,0.0847457627118644,0.05555555555555555,0.02919020715630885,False
B0822TXPDR,1800 Pillow Shams 2 piece,King,Blue Hydrangea,164.67,134.73,29.939999999999998,80,69,11,9,0.1375,0.13043478260869565,0.0070652173913043625,False
B076PH3HVF,1800 Ultrasonic Coverlet,King,Navy,163.81,326.52,-162.70999999999998,264,268,3,6,0.011363636363636364,0.022388059701492536,-0.011024423337856172,False
B014MVUANE,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Black,161.73,53.91,107.82,23,17,9,3,0.391304347826087,0.17647058823529413,0.21483375959079284,False
B00RKHWU2W,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Aqua,161.73,0.0,161.73,37,11,9,0,0.24324324324324326,0.0,0.24324324324324326,False
B0CNRYVY46,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sky Blue,161.73,143.76,17.97,35,35,9,8,0.2571428571428571,0.22857142857142856,0.028571428571428553,False
B0CNWG3MCK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Ivory,161.73,197.67,-35.94,49,46,9,11,0.1836734693877551,0.2391304347826087,-0.05545696539485359,False
B01LZP8460,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Paisley Gray,161.73,179.7,-17.97,93,147,9,10,0.0967741935483871,0.06802721088435375,0.028746982664033346,False
B0822Y8J89,1800 Bedskirt,Twin XL,Beige,159.76,139.79,19.97,37,40,8,7,0.21621621621621623,0.175,0.04121621621621624,False
B08TRQYGNT,1800 Fitted Sheet,Queen,Blush Pink,159.76,39.94,119.82,24,17,8,2,0.3333333333333333,0.11764705882352941,0.2156862745098039,False
B0BTZ6R86Q,1800 Bed Sheet Set 6 PIECE,King,Light Gray,158.91,211.88,-52.97,63,49,3,4,0.047619047619047616,0.08163265306122448,-0.03401360544217687,False
B0BTZ7F43V,1800 Bed Sheet Set 6 PIECE,King,Yellow,158.91,0.0,158.91,17,26,3,0,0.17647058823529413,0.0,0.17647058823529413,False
B0BTZ5SZVY,1800 Bed Sheet Set 6 PIECE,King,Sage,158.91,264.85,-105.94000000000003,81,108,3,5,0.037037037037037035,0.046296296296296294,-0.009259259259259259,False
B0BTZ51FTP,1800 Bed Sheet Set 6 PIECE,King,Gray,157.85,105.94,51.91,27,41,3,2,0.1111111111111111,0.04878048780487805,0.062330623306233054,False
B07X5T8LSS,Cotton Flannel Sheet Set 160GSM,Queen,Pink,155.91,0.0,155.91,14,5,3,0,0.21428571428571427,0.0,0.21428571428571427,False
B0822YSF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blue Hydrangea,155.91,935.46,-779.5500000000001,96,138,3,18,0.03125,0.13043478260869565,-0.09918478260869565,False
B08CZY4RXL,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Purple,155.91,571.6700000000001,-415.7600000000001,86,129,3,11,0.03488372093023256,0.08527131782945736,-0.050387596899224806,False
B08BZX7GB9,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Brown,155.91,155.91,0.0,45,58,3,3,0.06666666666666667,0.05172413793103448,0.014942528735632184,False
B0822WHDSY,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Spa Blue,155.91,207.88,-51.97,92,145,3,4,0.03260869565217391,0.027586206896551724,0.005022488755622188,False
B0822XMHH5,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brick Red,155.91,623.64,-467.73,111,151,3,12,0.02702702702702703,0.07947019867549669,-0.052443171648469664,False
B08BZX1V5H,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Emerald Green,155.91,51.97,103.94,57,71,3,1,0.05263157894736842,0.014084507042253521,0.038547071905114895,False
B01NCLP7SY,Cotton Flannel Sheet Set 160GSM,Queen,Sage,155.91,310.78,-154.86999999999998,72,87,3,6,0.041666666666666664,0.06896551724137931,-0.027298850574712645,False
B08CZYZSGG,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Paisley Gray,155.91,467.73,-311.82000000000005,98,160,3,9,0.030612244897959183,0.05625,-0.02563775510204082,False
B0DGQNQFFX,1800 Bed Sheets,Full,Charcoal,151.88,151.88,0.0,27,53,4,4,0.14814814814814814,0.07547169811320754,0.0726764500349406,False
B01DN0AAO4,1800 Bed Sheets,Full,Coral,151.88,151.12,0.7599999999999909,117,195,4,4,0.03418803418803419,0.020512820512820513,0.013675213675213679,False
B0CNRYWWWY,1800 Bed Sheets,Full,Terracotta,151.88,189.85,-37.97,99,133,4,5,0.04040404040404041,0.03759398496240601,0.0028100554416343945,False
B00O35DIC0,1800 Bed Sheets,Full,Brown,151.88,417.66999999999996,-265.78999999999996,158,206,4,11,0.02531645569620253,0.05339805825242718,-0.02808160255622465,False
B00O35DHNA,1800 Bed Sheets,Full,Gold,151.12,265.78999999999996,-114.66999999999996,45,63,4,7,0.08888888888888889,0.1111111111111111,-0.022222222222222213,False
B08CZY1XL7,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Coral,149.91,449.72999999999996,-299.81999999999994,116,162,3,9,0.02586206896551724,0.05555555555555555,-0.02969348659003831,False
B0822X42YC,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Light Gray,149.91,349.78999999999996,-199.87999999999997,57,89,3,7,0.05263157894736842,0.07865168539325842,-0.026020106445890007,False
B0822XLS97,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Blue Hydrangea,149.91,149.91,0.0,49,85,3,3,0.061224489795918366,0.03529411764705882,0.025930372148859543,False
B08BZWY862,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Lavender,149.91,248.85,-98.94,32,76,3,5,0.09375,0.06578947368421052,0.027960526315789477,False
B0822WT7JY,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Spa Blue,149.91,199.88,-49.97,45,85,3,4,0.06666666666666667,0.047058823529411764,0.0196078431372549,False
B0CYCRBWJS,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,White,148.91,399.76,-250.85,89,77,3,8,0.033707865168539325,0.1038961038961039,-0.07018823872756458,False
B0CYCPL4PN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Light Gray,148.91,149.91,-1.0,28,22,3,3,0.10714285714285714,0.13636363636363635,-0.029220779220779217,False
B08CJ7YZ2D,1800 Ultrasonic Coverlet,Twin,Spa Blue,143.91,95.94,47.97,81,73,3,2,0.037037037037037035,0.0273972602739726,0.009639776763064434,False
B00RKHX5CQ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Beige,143.76,233.25,-89.49000000000001,31,28,8,13,0.25806451612903225,0.4642857142857143,-0.20622119815668205,False
B08TRP773N,1800 Pillowcase Set 2 pc,Set of 2 King Size,Sage,143.76,89.49,54.269999999999996,37,20,8,5,0.21621621621621623,0.25,-0.03378378378378377,False
B0CNRXX5TK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blue Nova,143.76,89.85,53.91,31,26,8,5,0.25806451612903225,0.19230769230769232,0.06575682382133993,False
B00RKHX6VQ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Gray,143.76,251.22,-107.46000000000001,44,37,8,14,0.18181818181818182,0.3783783783783784,-0.19656019656019658,False
B01ETTDYPK,1800 Flat Sheet,Twin,White,143.73000000000002,63.879999999999995,79.85000000000002,26,16,9,4,0.34615384615384615,0.25,0.09615384615384615,False
B01MT8NMIM,1800 Bed Sheets,Split King,Aqua,140.91,140.91,0.0,75,113,3,3,0.04,0.02654867256637168,0.01345132743362832,False
B01MS6XZ05,1800 Bed Sheets,Split King,Light Gray,140.91,187.88,-46.97,78,111,3,4,0.038461538461538464,0.036036036036036036,0.002425502425502428,False
B07WZP4C59,Cotton Flannel Sheet Set 180GSM,California King,Navy,139.94,69.97,69.97,6,4,2,1,0.3333333333333333,0.25,0.08333333333333331,False
B00ZSGV3E8,1800 Bed Sheets,Twin,Striped White,139.88,384.66999999999996,-244.78999999999996,50,71,4,11,0.08,0.15492957746478872,-0.07492957746478872,False
B08V91NK5W,1800 Bed Sheets,RV / Short Queen,Navy Blue,139.88,34.97,104.91,49,43,4,1,0.08163265306122448,0.023255813953488372,0.05837683910773611,False
B00WAIGUKO,1800 Bed Sheets,Twin,Black,139.88,139.88,0.0,27,51,4,4,0.14814814814814814,0.0784313725490196,0.06971677559912853,False
B08RZC21CJ,1800 Bed Sheets,Twin XL,Golden Ivory,139.88,349.0,-209.12,235,181,4,10,0.01702127659574468,0.055248618784530384,-0.03822734218878571,False
B0CNRX7KCV,1800 Bed Sheets,Twin,Hazy Lilac,139.88,174.85,-34.97,78,88,4,5,0.05128205128205128,0.056818181818181816,-0.005536130536130536,False
B0CLYFB8ST,1800 Bed Sheets,Twin XL,Taupe,139.88,34.97,104.91,37,34,4,1,0.10810810810810811,0.029411764705882353,0.07869634340222575,False
B016P433QC,1800 Bed Sheets,Twin XL,Royal Blue,139.88,314.73,-174.85000000000002,70,83,4,9,0.05714285714285714,0.10843373493975904,-0.0512908777969019,False
B01DN0A2F6,1800 Bed Sheets,Twin,Yellow,139.88,174.85,-34.97,77,120,4,5,0.05194805194805195,0.041666666666666664,0.010281385281385287,False
B01ES3LRNS,1800 Fitted Sheet,Queen,Light Gray,139.79,19.97,119.82,28,26,7,1,0.25,0.038461538461538464,0.21153846153846154,False
B0CNRYSD6P,1800 Bed Sheets,RV / Short Queen,Poppy Orange,139.18,0.0,139.18,30,31,4,0,0.13333333333333333,0.0,0.13333333333333333,False
B0112XNQYU,1800 Bed Sheets,Twin,Tan,139.18,104.91,34.27000000000001,36,47,4,3,0.1111111111111111,0.06382978723404255,0.04728132387706856,False
B08BZW8FG5,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Aqua,137.91,45.97,91.94,62,100,3,1,0.04838709677419355,0.01,0.038387096774193545,False
B0822WMBHV,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Gray,137.91,274.9,-136.98999999999998,75,108,3,6,0.04,0.05555555555555555,-0.015555555555555552,False
B0BMW9NHP1,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Blush Pink,137.91,459.69999999999993,-321.78999999999996,101,156,4,10,0.039603960396039604,0.0641025641025641,-0.024498603706524492,False
B0822ZK6VY,1800 Bedskirt,King,Blue Hydrangea,137.82,137.82,0.0,91,74,6,6,0.06593406593406594,0.08108108108108109,-0.01514701514701515,False
B0822VSKCD,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Beige,136.99,91.94,45.05000000000001,50,78,3,2,0.06,0.02564102564102564,0.03435897435897436,False
B08CZZQMFC,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Paisley Gray,136.99,45.97,91.02000000000001,79,108,3,1,0.0379746835443038,0.009259259259259259,0.02871542428504454,False
B08BZX45CN,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Tan,136.99,183.88,-46.889999999999986,43,80,3,4,0.06976744186046512,0.05,0.019767441860465113,False
B0112XOJJQ,1800 Bed Sheets,California King,Tan,134.91,359.76,-224.85,67,117,3,8,0.04477611940298507,0.06837606837606838,-0.02359994897308331,False
B01DN0B0GG,1800 Bed Sheets,California King,Emerald Green,134.91,89.94,44.97,52,82,3,2,0.057692307692307696,0.024390243902439025,0.03330206378986867,False
B00O35D014,1800 Bed Sheets,California King,Purple,134.91,44.97,89.94,27,47,3,1,0.1111111111111111,0.02127659574468085,0.08983451536643025,False
B08RZDLTVV,1800 Bed Sheets,California King,Blush Pink,134.91,268.91999999999996,-134.00999999999996,77,96,3,6,0.03896103896103896,0.0625,-0.02353896103896104,False
B08BZY2D1D,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Aqua,134.91,89.94,44.97,49,57,3,2,0.061224489795918366,0.03508771929824561,0.026136770497672754,False
B0822WYDZD,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Light Gray,134.91,223.95,-89.03999999999999,38,56,3,5,0.07894736842105263,0.08928571428571429,-0.01033834586466166,False
B0822WKWYQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Gray,134.91,134.91,0.0,23,40,3,3,0.13043478260869565,0.075,0.05543478260869565,False
B0822W7ZMZ,1800 Pillow Shams 2 piece,Standard,White,134.73,42.980000000000004,91.74999999999999,28,24,9,3,0.32142857142857145,0.125,0.19642857142857145,False
B08BZZ4MJY,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Lavender,134.01,134.91,-0.9000000000000057,31,31,3,3,0.0967741935483871,0.0967741935483871,0.0,False
B08CZYNG76,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Spa Mint,134.01,134.91,-0.9000000000000057,65,88,3,3,0.046153846153846156,0.03409090909090909,0.012062937062937068,False
B08CZXP1GG,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Paisley Gray,134.01,224.85,-90.84,41,52,3,5,0.07317073170731707,0.09615384615384616,-0.02298311444652909,False
B0CYCQ8YLN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,White,133.11,44.97,88.14000000000001,27,21,3,1,0.1111111111111111,0.047619047619047616,0.06349206349206349,False
B01ES3MHXC,1800 Fitted Sheet,Twin XL,White,132.79,0.0,132.79,41,32,7,0,0.17073170731707318,0.0,0.17073170731707318,False
B0BTZ4Z8X4,1800 Bed Sheet Set 6 PIECE,Queen,Navy Blue,131.91,131.91,0.0,19,26,3,3,0.15789473684210525,0.11538461538461539,0.04251012145748986,False
B01N6H22Z5,Cotton Flannel Sheet Set 160GSM,Twin XL,Gray,131.91,131.91,0.0,38,40,3,3,0.07894736842105263,0.075,0.00394736842105263,False
B08NPR4NG7,400TC Cotton Sheet Set,Full,Gray,129.94,0.0,129.94,3,3,2,0,0.6666666666666666,0.0,0.6666666666666666,False
B01DN0BH0K,1800 Pillowcase Set 2 pc,Set of 2 King Size,Spa Mint,125.78999999999999,89.85,35.94,45,41,7,5,0.15555555555555556,0.12195121951219512,0.03360433604336044,False
B0CNWFHGRS,1800 Pillowcase Set 2 pc,Set of 2 King Size,Ivory,125.78999999999999,143.76,-17.97,33,24,7,9,0.21212121212121213,0.375,-0.16287878787878787,False
B00RKHWP8G,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Navy Blue,125.78999999999999,125.78999999999999,0.0,28,29,7,7,0.25,0.2413793103448276,0.008620689655172403,False
B00RKHXIQO,1800 Pillowcase Set 2 pc,Set of 2 King Size,Brown,125.78999999999999,53.91,71.88,31,10,7,3,0.22580645161290322,0.3,-0.07419354838709677,False
B0CNRVZVMG,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Hazy Lilac,125.78999999999999,71.88,53.91,41,27,7,4,0.17073170731707318,0.14814814814814814,0.022583559168925044,False
B07YYLQFGB,Cotton Flannel Sheet Set 160GSM,California King,Blue,121.94,0.0,121.94,10,12,2,0,0.2,0.0,0.2,False
B01MU0UYAQ,Cotton Flannel Sheet Set 160GSM,California King,Burgundy,121.94,0.0,121.94,7,4,2,0,0.2857142857142857,0.0,0.2857142857142857,False
B0DGQQ52Z7,1800 Bed Sheets,Queen,Oxford Stripe Hazy Lilac,119.91,279.78999999999996,-159.87999999999997,188,300,3,7,0.015957446808510637,0.023333333333333334,-0.007375886524822697,False
B0CYCQM958,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Lavender,117.94,0.0,117.94,19,28,2,0,0.10526315789473684,0.0,0.10526315789473684,False
B0D7J6FGW4,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Beige,117.94,176.91,-58.97,32,31,2,3,0.0625,0.0967741935483871,-0.034274193548387094,False
B0CYCRZYN3,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Sage,117.94,0.0,117.94,24,20,2,0,0.08333333333333333,0.0,0.08333333333333333,False
B0CYCS32SP,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Spa Blue,117.94,117.94,0.0,37,33,2,2,0.05405405405405406,0.06060606060606061,-0.006552006552006551,False
B0CYCQXH5L,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Black,117.94,0.0,117.94,13,9,2,0,0.15384615384615385,0.0,0.15384615384615385,False
B01MXYFPYY,Cotton Flannel Sheet Set 160GSM,King,Navy,117.94,0.0,117.94,8,7,2,0,0.25,0.0,0.25,False
B0CYCQ7NHL,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blush Pink,117.94,58.97,58.97,15,29,2,1,0.13333333333333333,0.034482758620689655,0.09885057471264368,False
B01NCM49W6,Cotton Flannel Sheet Set 160GSM,King,Sage,117.94,117.94,0.0,20,19,2,2,0.1,0.10526315789473684,-0.005263157894736831,False
B0CYCQXPNV,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Hazy Lilac,117.94,58.97,58.97,17,4,2,1,0.11764705882352941,0.25,-0.1323529411764706,False
B0CYCQQ89M,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blue Nova,117.94,58.97,58.97,23,23,2,1,0.08695652173913043,0.043478260869565216,0.043478260869565216,False
B0822Y5XHB,1800 Bedskirt,King,Gray,114.85,114.85,0.0,25,24,5,5,0.2,0.20833333333333334,-0.008333333333333331,False
