br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_current_units,br_current_conversion,br_current_days,br_current_rows,br_negative_rows,ao_current_gross_item_sales,ao_current_item_promo_discount,ao_current_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_current_orders,ao_current_units,current_tracked_keywords
445688.6000000011,560041.449999996,174562,11824,0.0677352459298129,7,7686,0,445624.92000000016,5724.690000000001,439900.2300000002,6763.879999999996,8794,11823,123
