asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B0BTZ6S4QR,1800 Bed Sheet Set 6 PIECE,King,Brown,42.77,104.88,-62.10999999999999,68,17,1,2,0.014705882352941176,0.11764705882352941,-0.10294117647058823,False
B097YW32RM,Cotton Flannel Sheet Set 180GSM,Full,Ivory,42.37,0.0,42.37,5,2,1,0,0.2,0.0,0.2,False
B0BTZ7F43V,1800 Bed Sheet Set 6 PIECE,King,Yellow,42.37,158.91,-116.53999999999999,61,17,1,3,0.01639344262295082,0.17647058823529413,-0.16007714561234332,False
B07X4WRZVN,Cotton Flannel Sheet Set 180GSM,Full,Light Gray Plaid,42.37,52.97,-10.600000000000001,7,3,1,1,0.14285714285714285,0.3333333333333333,-0.19047619047619047,False
B0BTZ8LHTX,1800 Bed Sheet Set 6 PIECE,Split King,Black,41.88,0.0,41.88,22,1,1,0,0.045454545454545456,0.0,0.045454545454545456,False
B0BTZ5KZ8G,1800 Bed Sheet Set 6 PIECE,Split King,Gray,41.88,0.0,41.88,14,8,1,0,0.07142857142857142,0.0,0.07142857142857142,False
B01N2U4RXO,Cotton Flannel Sheet Set 160GSM,Queen,Blue/Gray Snowflakes,41.57,0.0,41.57,15,11,1,0,0.06666666666666667,0.0,0.06666666666666667,False
B08BZVYQ99,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Emerald Green,40.35,0.0,40.35,192,25,1,0,0.005208333333333333,0.0,0.005208333333333333,False
B07X2SKX7B,Cotton Flannel Sheet Set 160GSM,Full,Light Blue Plaid,39.97,0.0,39.97,9,5,1,0,0.1111111111111111,0.0,0.1111111111111111,False
B07X2SPGN7,Cotton Flannel Sheet Set 180GSM,Twin XL,Navy,39.97,0.0,39.97,22,0,1,0,0.045454545454545456,,,False
B0CYCR9GW5,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Brown,39.97,99.94,-59.97,37,14,1,2,0.02702702702702703,0.14285714285714285,-0.11583011583011582,False
B08NPRYQZJ,400TC Cotton Sheet Set,Twin,Light Gray,39.97,49.97,-10.0,12,2,1,1,0.08333333333333333,0.5,-0.4166666666666667,False
B01NGWLXLE,Cotton Flannel Sheet Set 160GSM,Full,Blue,39.97,0.0,39.97,33,6,1,0,0.030303030303030304,0.0,0.030303030303030304,False
B0822YT8ZZ,1800 Bedskirt,Full,Navy Blue,39.94,19.97,19.97,29,19,2,1,0.06896551724137931,0.05263157894736842,0.01633393829401089,False
B0822Z1N5D,1800 Bedskirt,King,Black,39.04,22.97,16.07,36,20,2,1,0.05555555555555555,0.05,0.00555555555555555,False
B010LB05D4,1800 Pillowcase Set 2 pc,Set of 2 King Size,Striped Light Blue,38.42,0.0,38.42,17,8,3,0,0.17647058823529413,0.0,0.17647058823529413,False
B08CHNZBHQ,1800 Ultrasonic Coverlet,Twin,Beige,38.37,47.97,-9.600000000000001,230,132,1,1,0.004347826086956522,0.007575757575757576,-0.003227931488801054,False
B08D115YXL,"1800 Fitted Sheet 21"" Deep",Queen,Tan,38.34,0.0,38.34,41,13,2,0,0.04878048780487805,0.0,0.04878048780487805,False
B08D114CF3,"1800 Fitted Sheet 21"" Deep",Queen,Coral,38.34,0.0,38.34,90,5,2,0,0.022222222222222223,0.0,0.022222222222222223,False
B0CYCQ4MC5,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Blue Hydrangea,38.22,0.0,38.22,46,8,1,0,0.021739130434782608,0.0,0.021739130434782608,False
B0CYCRQ87P,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Spa Blue,38.22,0.0,38.22,61,11,1,0,0.01639344262295082,0.0,0.01639344262295082,False
B0CYCPVH5D,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Lavender,38.22,44.97,-6.75,35,7,1,1,0.02857142857142857,0.14285714285714285,-0.11428571428571428,False
B0822X1F1C,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Spa Blue,38.22,89.94,-51.72,278,60,1,2,0.0035971223021582736,0.03333333333333333,-0.02973621103117506,False
B0CYCQ94HT,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Black,38.22,44.97,-6.75,14,5,1,1,0.07142857142857142,0.2,-0.1285714285714286,False
B0BTZ6Q4ZS,1800 Bed Sheet Set 6 PIECE,Twin,Brick Red,37.97,0.0,37.97,8,4,1,0,0.125,0.0,0.125,False
B00O35D0YQ,1800 Bed Sheets,California King,Brick Red,37.97,0.0,37.97,81,21,1,0,0.012345679012345678,0.0,0.012345679012345678,False
B0CNRX854V,1800 Bed Sheets,California King,Poppy Orange,37.97,44.07,-6.100000000000001,137,19,1,1,0.0072992700729927005,0.05263157894736842,-0.04533230887437572,False
B01ES3LXCI,1800 Fitted Sheet,Twin,Royal Blue,37.94,0.0,37.94,14,6,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B01ES3MK1Q,1800 Fitted Sheet,Twin XL,Beige,37.94,18.97,18.97,21,5,2,1,0.09523809523809523,0.2,-0.10476190476190478,False
B01ES3OLKY,1800 Fitted Sheet,California King,Black,37.34,43.94,-6.599999999999994,9,7,2,2,0.2222222222222222,0.2857142857142857,-0.06349206349206349,False
B01ES3MYUS,1800 Fitted Sheet,King,Aqua,37.34,43.94,-6.599999999999994,33,4,2,2,0.06060606060606061,0.5,-0.4393939393939394,False
B01ES3P3YW,1800 Fitted Sheet,California King,Spa Mint,37.34,0.0,37.34,67,14,2,0,0.029850746268656716,0.0,0.029850746268656716,False
B01ETTG970,1800 Flat Sheet,King,Brick Red,36.94,0.0,36.94,11,3,2,0,0.18181818181818182,0.0,0.18181818181818182,False
B01ETTG7S6,1800 Flat Sheet,King,Purple,36.94,19.97,16.97,13,1,2,1,0.15384615384615385,1.0,-0.8461538461538461,False
B01ES3LPWG,1800 Fitted Sheet,Queen,Brick Red,36.94,59.91,-22.97,21,12,2,3,0.09523809523809523,0.25,-0.15476190476190477,False
B09NC6DWPT,Mattress Pads Waterproof,"California King 21""",White,36.36,45.46,-9.100000000000001,25,5,2,2,0.08,0.4,-0.32,False
B0CYCR7QZZ,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Hazy Lilac,35.97,0.0,35.97,47,11,1,0,0.02127659574468085,0.0,0.02127659574468085,False
B0D7J4XVRX,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Spa Mint,35.97,44.97,-9.0,48,17,1,1,0.020833333333333332,0.058823529411764705,-0.037990196078431376,False
B01N9HT70M,Cotton Flannel Sheet Set 160GSM,Twin XL,Navy,35.17,87.94,-52.769999999999996,14,12,1,2,0.07142857142857142,0.16666666666666666,-0.09523809523809523,False
B07YYLQ8SD,Cotton Flannel Sheet Set 160GSM,Twin,White,35.17,0.0,35.17,16,3,1,0,0.0625,0.0,0.0625,False
B08D137JFR,"1800 Fitted Sheet 21"" Deep",Twin XL,Lavender,35.14,109.85,-74.71,25,8,2,5,0.08,0.625,-0.545,False
B08CZZSPDY,"1800 Fitted Sheet 21"" Deep",Full,Spa Mint,35.14,0.0,35.14,34,11,2,0,0.058823529411764705,0.0,0.058823529411764705,False
B01ES3O5RI,1800 Fitted Sheet,Full,Aqua,35.09,37.94,-2.8499999999999943,14,9,2,2,0.14285714285714285,0.2222222222222222,-0.07936507936507936,False
B08TRT7MXS,1800 Flat Sheet,Queen,Teal,35.09,18.97,16.120000000000005,15,4,2,1,0.13333333333333333,0.25,-0.11666666666666667,False
B096MX1T2H,Duvet Cover Set Faux Fur,King,Faux Fur - Black,34.98,0.0,34.98,9,5,1,0,0.1111111111111111,0.0,0.1111111111111111,False
B08L3ZBPQ3,Silk Pillowcase,"King 20"" X 36""",Light Green,34.82,0.0,34.82,19,3,1,0,0.05263157894736842,0.0,0.05263157894736842,False
B01ETTH802,1800 Flat Sheet,California King,Beige,33.94,59.91,-25.97,19,10,2,3,0.10526315789473684,0.3,-0.19473684210526315,False
B01ETTHAAA,1800 Flat Sheet,California King,Gray,33.94,0.0,33.94,19,4,2,0,0.10526315789473684,0.0,0.10526315789473684,False
B0822ZFNGJ,1800 Bedskirt,Twin XL,Light Gray,33.94,59.91,-25.97,40,18,2,3,0.05,0.16666666666666666,-0.11666666666666665,False
B01ETTHEGU,1800 Flat Sheet,California King,Navy Blue,33.94,0.0,33.94,13,3,2,0,0.15384615384615385,0.0,0.15384615384615385,False
B08TRSXLRN,1800 Flat Sheet,California King,Golden Ivory,33.94,19.97,13.969999999999999,20,12,2,1,0.1,0.08333333333333333,0.016666666666666677,False
B01ES3LWJC,1800 Fitted Sheet,Queen,Black,33.94,79.88,-45.94,26,11,2,4,0.07692307692307693,0.36363636363636365,-0.2867132867132867,False
B01ETTIHJS,1800 Flat Sheet,California King,Blue Hydrangea,33.94,19.97,13.969999999999999,13,9,2,1,0.15384615384615385,0.1111111111111111,0.04273504273504275,False
B01ETTGC04,1800 Flat Sheet,King,Black,33.94,39.94,-6.0,15,12,2,2,0.13333333333333333,0.16666666666666666,-0.033333333333333326,False
B0BTZ2ZK8K,1800 Bed Sheet Set 6 PIECE,Full,Sage,33.12,77.16,-44.04,240,13,1,2,0.004166666666666667,0.15384615384615385,-0.14967948717948718,False
B0BTZ3TJ85,1800 Bed Sheet Set 6 PIECE,Full,Yellow,33.12,0.0,33.12,25,9,1,0,0.04,0.0,0.04,False
B0BTZ5W5H8,1800 Bed Sheet Set 6 PIECE,Full,Black,33.12,38.97,-5.850000000000001,14,5,1,1,0.07142857142857142,0.2,-0.1285714285714286,False
B0BTZ6993F,1800 Bed Sheet Set 6 PIECE,Twin,Yellow,32.27,0.0,32.27,26,5,1,0,0.038461538461538464,0.0,0.038461538461538464,False
B0BTZ6B7XR,1800 Bed Sheet Set 6 PIECE,Twin XL,Spa Blue,32.27,0.0,32.27,46,11,1,0,0.021739130434782608,0.0,0.021739130434782608,False
B01ES3OTME,1800 Fitted Sheet,Full,Emerald Green,32.24,0.0,32.24,14,4,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B01ES3LOBI,1800 Fitted Sheet,Twin,Purple,32.24,0.0,32.24,5,2,2,0,0.4,0.0,0.4,False
B0892NS1YD,1800 Fitted Sheet,Full,Spa Blue,32.24,18.97,13.270000000000003,22,8,2,1,0.09090909090909091,0.125,-0.03409090909090909,False
B01ES3MYOY,1800 Fitted Sheet,Twin XL,Brown,32.24,0.0,32.24,11,3,2,0,0.18181818181818182,0.0,0.18181818181818182,False
B08TRPK4KV,1800 Fitted Sheet,Full,Teal,32.24,0.0,32.24,9,3,2,0,0.2222222222222222,0.0,0.2222222222222222,False
B01ES3MCM8,1800 Fitted Sheet,Twin,Pink,32.24,18.97,13.270000000000003,30,15,2,1,0.06666666666666667,0.06666666666666667,0.0,False
B01ES3NWXQ,1800 Fitted Sheet,Full,Beige,32.24,0.0,32.24,15,7,2,0,0.13333333333333333,0.0,0.13333333333333333,False
B0B9ZV7Z4J,Faux Leather Pillow Cover,18x18 Throw 2 Pack,Brown,31.94,19.97,11.970000000000002,12,8,2,1,0.16666666666666666,0.125,0.04166666666666666,False
B0892NX26C,1800 Flat Sheet,Full,Spa Blue,30.54,0.0,30.54,26,9,2,0,0.07692307692307693,0.0,0.07692307692307693,False
B01ETTHKJG,1800 Flat Sheet,Full,Beige,30.54,0.0,30.54,18,5,2,0,0.1111111111111111,0.0,0.1111111111111111,False
B0822XFQ7J,1800 Pillowcase Set 2 pc,Set of 2 King Size,Chevron Gray,30.54,0.0,30.54,22,21,2,0,0.09090909090909091,0.0,0.09090909090909091,False
B01ETTIRC0,1800 Flat Sheet,Full,Coral,30.54,35.94,-5.399999999999999,28,14,2,2,0.07142857142857142,0.14285714285714285,-0.07142857142857142,False
B010LAZSLY,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Striped Beige,30.54,0.0,30.54,19,11,2,0,0.10526315789473684,0.0,0.10526315789473684,False
B0BTZ4Q11V,1800 Bed Sheet Set 6 PIECE,Twin,Coral,30.37,37.97,-7.599999999999998,15,6,1,1,0.06666666666666667,0.16666666666666666,-0.09999999999999999,False
B07MS7QWTG,1800 Duvet Cover Set,King,Black,29.57,0.0,29.57,46,22,1,0,0.021739130434782608,0.0,0.021739130434782608,False
B01ETTF3NQ,1800 Flat Sheet,Twin,Emerald Green,29.54,0.0,29.54,14,5,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B08TRSQYPJ,1800 Flat Sheet,Twin,Golden Ivory,29.54,15.97,13.569999999999999,30,17,2,1,0.06666666666666667,0.058823529411764705,0.00784313725490196,False
B0892N55VZ,1800 Fitted Sheet,Twin,Spa Blue,29.08,0.0,29.08,14,9,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B01ETTFUGQ,1800 Flat Sheet,Twin XL,Aqua,28.84,0.0,28.84,17,3,2,0,0.11764705882352941,0.0,0.11764705882352941,False
B01ETTI9UA,1800 Flat Sheet,Full,Light Gray,28.74,0.0,28.74,13,0,2,0,0.15384615384615385,,,False
B08V8ZVGQ6,1800 Bed Sheets,RV / Short Queen,Brick Red,27.97,69.94,-41.97,57,38,1,2,0.017543859649122806,0.05263157894736842,-0.03508771929824561,False
B0BTZ64KB1,1800 Bed Sheet Set 6 PIECE,Twin,Spa Blue,27.43,0.0,27.43,31,10,1,0,0.03225806451612903,0.0,0.03225806451612903,False
B01ETTE95O,1800 Flat Sheet,Twin,Aqua,27.14,0.0,27.14,27,12,2,1,0.07407407407407407,0.08333333333333333,-0.009259259259259259,False
B0822TWJ26,1800 Pillow Shams 2 piece,King,Gray,26.94,0.0,26.94,14,14,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B099SF56G7,1800 Duvet Cover Set,Full,Black,26.37,0.0,26.37,15,12,1,0,0.06666666666666667,0.0,0.06666666666666667,False
B0822WG5HJ,"1800 Fitted Sheet 21"" Deep",California King,Navy Blue,25.97,0.0,25.97,8,5,1,0,0.125,0.0,0.125,False
B08L6QYT3L,1800 Pillowcase Set 2 pc,1 Pillowcase Body,Black,25.44,29.94,-4.5,10,11,2,2,0.2,0.18181818181818182,0.018181818181818188,False
B0822W9Z31,1800 Pillow Shams 2 piece,King,Black,23.94,0.0,23.94,8,3,2,0,0.25,0.0,0.25,False
B07YYC3R65,Silk Pillowcase,"Throw 18"" X 18""",Gold,23.77,0.0,23.77,6,3,1,0,0.16666666666666666,0.0,0.16666666666666666,False
B0822YRN5P,1800 Pillowcase Set 4 pc,King,Beige,22.95,0.0,22.95,14,5,1,0,0.07142857142857142,0.0,0.07142857142857142,False
B0822XGM2X,1800 Pillowcase Set 4 pc,Standard,Black,22.95,54.0,-31.05,18,7,1,2,0.05555555555555555,0.2857142857142857,-0.23015873015873015,False
B01ES3OIJ8,1800 Fitted Sheet,California King,Brick Red,21.97,21.97,0.0,5,2,1,1,0.2,0.5,-0.3,False
B08CZYFXCC,"1800 Fitted Sheet 21"" Deep",Full,Emerald Green,21.97,0.0,21.97,22,4,1,0,0.045454545454545456,0.0,0.045454545454545456,False
B01ES3N6IW,1800 Fitted Sheet,King,Purple,21.97,43.94,-21.97,18,8,1,2,0.05555555555555555,0.25,-0.19444444444444445,False
B08L429KSS,Silk Pillowcase,"King 20"" X 36""",Lilac,20.89,0.0,20.89,17,10,1,0,0.058823529411764705,0.0,0.058823529411764705,False
B0822V9KTM,"1800 Fitted Sheet 21"" Deep",California King,Light Gray,20.77,0.0,20.77,12,7,1,0,0.08333333333333333,0.0,0.08333333333333333,False
B08D12G8VL,"1800 Fitted Sheet 21"" Deep",King,Coral,20.77,0.0,20.77,32,10,1,0,0.03125,0.0,0.03125,False
B0822YSQQG,1800 Bedskirt,Full,Blue Hydrangea,19.97,0.0,19.97,20,10,1,0,0.05,0.0,0.05,False
B0822ZKZSY,1800 Bedskirt,Full,Gray,19.97,0.0,19.97,15,7,1,0,0.06666666666666667,0.0,0.06666666666666667,False
B01ETTFS0E,1800 Flat Sheet,King,Navy Blue,19.97,0.0,19.97,13,10,1,0,0.07692307692307693,0.0,0.07692307692307693,False
B0823115FS,1800 Bedskirt,Full,Light Gray,19.97,59.91,-39.94,18,21,1,3,0.05555555555555555,0.14285714285714285,-0.0873015873015873,False
B08D11YSHS,"1800 Fitted Sheet 21"" Deep",Queen,Emerald Green,19.17,0.0,19.17,30,8,1,0,0.03333333333333333,0.0,0.03333333333333333,False
B01ES3LH2Y,1800 Fitted Sheet,Twin,Aqua,18.97,18.97,0.0,9,5,1,1,0.1111111111111111,0.2,-0.0888888888888889,False
B01ES3ORXU,1800 Fitted Sheet,Full,Coral,18.97,0.0,18.97,14,4,1,0,0.07142857142857142,0.0,0.07142857142857142,False
B01ES3OLY0,1800 Fitted Sheet,Full,Royal Blue,18.97,0.0,18.97,20,11,1,0,0.05,0.0,0.05,False
B01ES3O4BK,1800 Fitted Sheet,California King,Gray,18.67,0.0,18.67,10,3,1,0,0.1,0.0,0.1,False
B01ES3OAJQ,1800 Fitted Sheet,California King,Aqua,18.67,21.97,-3.299999999999997,7,6,1,1,0.14285714285714285,0.16666666666666666,-0.023809523809523808,False
B01ES3N0M4,1800 Fitted Sheet,King,Violet,18.67,0.0,18.67,19,4,1,0,0.05263157894736842,0.0,0.05263157894736842,False
B01ES3O5V4,1800 Fitted Sheet,California King,Navy Blue,18.67,0.0,18.67,5,2,1,0,0.2,0.0,0.2,False
B01ES3OK9G,1800 Fitted Sheet,California King,Light Gray,18.67,0.0,18.67,21,3,1,0,0.047619047619047616,0.0,0.047619047619047616,False
B01ES3OMTY,1800 Fitted Sheet,California King,Lavender,18.67,0.0,18.67,9,4,1,0,0.1111111111111111,0.0,0.1111111111111111,False
B01ES3OYHY,1800 Fitted Sheet,California King,Emerald Green,18.67,0.0,18.67,5,6,1,0,0.2,0.0,0.2,False
B07YYCT5BS,Silk Pillowcase,"Standard 20"" X 26""","Black, White Piping",18.48,0.0,18.48,18,3,1,0,0.05555555555555555,0.0,0.05555555555555555,False
B08D11SYZG,"1800 Fitted Sheet 21"" Deep",Twin XL,Spa Mint,17.57,0.0,17.57,38,10,1,0,0.02631578947368421,0.0,0.02631578947368421,False
B0822T5GM8,"1800 Fitted Sheet 21"" Deep",Full,Light Gray,17.57,0.0,17.57,33,7,1,0,0.030303030303030304,0.0,0.030303030303030304,False
B01ETTIJO6,1800 Flat Sheet,California King,Coral,16.97,0.0,16.97,26,5,1,0,0.038461538461538464,0.0,0.038461538461538464,False
B01ETTHW7G,1800 Flat Sheet,California King,Purple,16.97,0.0,16.97,7,4,1,0,0.14285714285714285,0.0,0.14285714285714285,False
B0822YWR51,1800 Bedskirt,Full,Black,16.97,0.0,16.97,9,2,1,0,0.1111111111111111,0.0,0.1111111111111111,False
B01ETTGPYC,1800 Flat Sheet,King,Coral,16.97,0.0,16.97,24,5,1,0,0.041666666666666664,0.0,0.041666666666666664,False
B0822Z48C9,1800 Bedskirt,Full,Royal Blue,16.97,19.97,-3.0,14,5,1,1,0.07142857142857142,0.2,-0.1285714285714286,False
B01ETTG60A,1800 Flat Sheet,King,Brown,16.97,0.0,16.97,16,5,1,0,0.0625,0.0,0.0625,False
B0822YLVJG,1800 Bedskirt,Twin,Blue Hydrangea,16.97,19.97,-3.0,25,10,1,1,0.04,0.1,-0.060000000000000005,False
B01ETTI5CC,1800 Flat Sheet,California King,Lavender,16.97,59.91,-42.94,20,11,1,3,0.05,0.2727272727272727,-0.22272727272727272,False
B01ETTHM8K,1800 Flat Sheet,California King,Aqua,16.97,39.94,-22.97,10,4,1,2,0.1,0.5,-0.4,False
B0892NN6XL,1800 Flat Sheet,California King,Spa Blue,16.97,59.91,-42.94,16,4,1,3,0.0625,0.75,-0.6875,False
B0822YHVQ4,1800 Bedskirt,Twin XL,Royal Blue,16.97,0.0,16.97,10,6,1,0,0.1,0.0,0.1,False
B01ETTILRG,1800 Flat Sheet,California King,Emerald Green,16.97,0.0,16.97,12,4,1,0,0.08333333333333333,0.0,0.08333333333333333,False
B0822Y134L,1800 Bedskirt,Twin,Brick Red,16.97,0.0,16.97,7,6,1,0,0.14285714285714285,0.0,0.14285714285714285,False
B0822YQTX5,1800 Bedskirt,Queen,Gray,16.77,20.97,-4.199999999999999,29,23,1,1,0.034482758620689655,0.043478260869565216,-0.008995502248875561,False
B08TRRBZSQ,1800 Fitted Sheet,Twin,Blush Pink,16.12,18.97,-2.849999999999998,24,6,1,1,0.041666666666666664,0.16666666666666666,-0.125,False
B01ETTEEWW,1800 Flat Sheet,Queen,Light Gray,16.12,37.94,-21.819999999999997,19,11,1,2,0.05263157894736842,0.18181818181818182,-0.1291866028708134,False
B01ES3N61Y,1800 Fitted Sheet,Twin XL,Black,16.12,0.0,16.12,33,1,1,0,0.030303030303030304,0.0,0.030303030303030304,False
B01ETTDZY0,1800 Flat Sheet,Queen,Aqua,16.12,18.97,-2.849999999999998,23,7,1,1,0.043478260869565216,0.14285714285714285,-0.09937888198757763,False
B01ES3OAN2,1800 Fitted Sheet,Full,Brown,16.12,37.94,-21.819999999999997,9,4,1,2,0.1111111111111111,0.5,-0.3888888888888889,False
B01ETTEBI4,1800 Flat Sheet,Queen,Purple,16.12,37.94,-21.819999999999997,30,9,1,2,0.03333333333333333,0.2222222222222222,-0.18888888888888888,False
B01ETTF6I8,1800 Flat Sheet,Queen,Emerald Green,16.12,18.97,-2.849999999999998,16,4,1,1,0.0625,0.25,-0.1875,False
B08TRRBKDT,1800 Flat Sheet,Queen,Golden Ivory,16.12,0.0,16.12,24,10,1,0,0.041666666666666664,0.0,0.041666666666666664,False
B01ETTFFJI,1800 Flat Sheet,Queen,Spa Mint,16.12,0.0,16.12,50,19,1,0,0.02,0.0,0.02,False
B01ES3N0BA,1800 Fitted Sheet,Twin XL,Purple,16.12,0.0,16.12,7,5,1,0,0.14285714285714285,0.0,0.14285714285714285,False
B08TRRY8RX,1800 Fitted Sheet,Twin XL,Dark Taupe,16.12,0.0,16.12,25,2,1,0,0.04,0.0,0.04,False
B08TRP9PWX,1800 Fitted Sheet,Twin XL,Sage,16.12,0.0,16.12,58,15,1,0,0.017241379310344827,0.0,0.017241379310344827,False
B01ES3O7HG,1800 Fitted Sheet,Full,Violet,16.12,18.97,-2.849999999999998,17,5,1,1,0.058823529411764705,0.2,-0.1411764705882353,False
B01ES3NISA,1800 Fitted Sheet,Twin XL,Coral,16.12,18.97,-2.849999999999998,9,7,1,1,0.1111111111111111,0.14285714285714285,-0.031746031746031744,False
B01ES3NGTQ,1800 Fitted Sheet,Twin XL,Blue Hydrangea,16.12,37.94,-21.819999999999997,20,13,1,2,0.05,0.15384615384615385,-0.10384615384615385,False
B0892NDBPD,1800 Flat Sheet,Queen,Spa Blue,16.12,0.0,16.12,18,6,1,0,0.05555555555555555,0.0,0.05555555555555555,False
B08TRTB2DF,1800 Flat Sheet,Twin,Sage,15.97,31.94,-15.97,13,5,1,2,0.07692307692307693,0.4,-0.3230769230769231,False
B0CNRX7KDJ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Terracotta,15.27,17.97,-2.6999999999999993,15,7,1,1,0.06666666666666667,0.14285714285714285,-0.07619047619047618,False
B010LAZW6K,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Striped Light Blue,15.27,35.94,-20.669999999999998,21,14,1,2,0.047619047619047616,0.14285714285714285,-0.09523809523809523,False
B01DN0BGAG,1800 Pillowcase Set 2 pc,Set of 2 King Size,Pink,15.27,0.0,15.27,19,7,1,0,0.05263157894736842,0.0,0.05263157894736842,False
B01ETTIP72,1800 Flat Sheet,Full,Blue Hydrangea,15.27,17.97,-2.6999999999999993,16,13,1,1,0.0625,0.07692307692307693,-0.014423076923076927,False
B08TRT459D,1800 Flat Sheet,Twin XL,Teal,14.42,0.0,14.42,11,2,1,0,0.09090909090909091,0.0,0.09090909090909091,False
B08TRR3MVX,1800 Flat Sheet,Twin XL,Blush Pink,14.42,33.94,-19.519999999999996,34,4,1,2,0.029411764705882353,0.5,-0.47058823529411764,False
B01ETTEBIO,1800 Flat Sheet,Twin,Violet,13.57,15.97,-2.4000000000000004,92,36,1,1,0.010869565217391304,0.027777777777777776,-0.016908212560386472,False
B01ETTEJIQ,1800 Flat Sheet,Twin,Brick Red,12.77,0.0,12.77,12,8,1,0,0.08333333333333333,0.0,0.08333333333333333,False
B08L6RD8TT,1800 Pillowcase Set 2 pc,1 Pillowcase Body,Brick Red,12.72,0.0,12.72,15,4,1,0,0.06666666666666667,0.0,0.06666666666666667,False
B0822VYWK3,1800 Pillow Shams 2 piece,Standard,Royal Blue,11.97,29.94,-17.97,22,19,1,2,0.045454545454545456,0.10526315789473684,-0.05980861244019138,False
B0822W17N1,1800 Pillow Shams 2 piece,Standard,Black,11.97,0.0,11.97,3,5,1,0,0.3333333333333333,0.0,0.3333333333333333,False
B0B9YRWFGJ,Faux Leather Pillow Cover,18x18 Throw 1 Pack,Brown,11.97,0.0,11.97,3,1,1,0,0.3333333333333333,0.0,0.3333333333333333,False
B01ES3LD14,1800 Fitted Sheet,Twin,Mocha,9.48,0.0,9.48,12,9,1,0,0.08333333333333333,0.0,0.08333333333333333,False
B0DTKQH91T,Unmapped,,,0.0,0.0,0.0,1,0,0,0,0.0,,,False
B0CJ9W1W39,Bundles,Queen,Gray,0.0,0.0,0.0,0,1,0,0,,0.0,,False
B09QLD2G1T,Bundles,King,Spa Blue/Dark Gray,0.0,0.0,0.0,0,1,0,0,,0.0,,False
B0822VYT3Z,1800 Pillow Shams 2 piece,Standard,Beige,0.0,0.0,0.0,2,0,0,0,0.0,,,False
B08D111DYP,"1800 Fitted Sheet 21"" Deep",Twin XL,Brown,0.0,0.0,0.0,14,4,0,0,0.0,0.0,0.0,False
B0BNP4G464,Bundles,Queen,Colorful,0.0,0.0,0.0,1,0,0,0,0.0,,,False
B0BNPBJP92,Bundles,California King,Colorful,0.0,0.0,0.0,1,0,0,0,0.0,,,False
B08NPRB59K,400TC Cotton Sheet Set,Twin XL,Ivory,0.0,0.0,0.0,1,4,0,0,0.0,0.0,0.0,False
B08TRSP8L3,1800 Fitted Sheet,Twin,Sage,0.0,18.97,-18.97,29,11,0,1,0.0,0.09090909090909091,-0.09090909090909091,False
B0822YDZBM,1800 Pillowcase Set 4 pc,King,Brick Red,0.0,27.0,-27.0,4,2,0,1,0.0,0.5,-0.5,False
B07YYCMGJH,Silk Pillowcase,"Body 20"" X 54""",Dark Gray,0.0,0.0,0.0,20,3,0,0,0.0,0.0,0.0,False
B09PBTQ3ML,Bundles,BUNDLE,Light Gray,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,False
B08NPRBV33,400TC Cotton Sheet Set,King,Ivory,0.0,0.0,0.0,13,4,0,0,0.0,0.0,0.0,False
B0BTZ4QXLJ,1800 Bed Sheet Set 6 PIECE,California King,Navy Blue,0.0,0.0,0.0,11,4,0,0,0.0,0.0,0.0,False
B0822YMRLF,1800 Bedskirt,Twin,Gray,0.0,0.0,0.0,11,7,0,0,0.0,0.0,0.0,False
B07WZP1HM4,Cotton Flannel Sheet Set 160GSM,Twin,Pink,0.0,43.97,-43.97,8,1,0,1,0.0,1.0,-1.0,False
B0DGQTCZ9Q,1800 Bed Sheets,Split King,Charcoal,0.0,46.97,-46.97,30,14,0,1,0.0,0.07142857142857142,-0.07142857142857142,False
B0BTZ6CSJQ,1800 Bed Sheet Set 6 PIECE,California King,Light Gray,0.0,0.0,0.0,13,7,0,0,0.0,0.0,0.0,False
B0DN22LDSC,Bundles,Queen,White,0.0,0.0,0.0,15,5,0,0,0.0,0.0,0.0,False
B01ETTHPUA,1800 Flat Sheet,California King,Violet,0.0,0.0,0.0,9,7,0,0,0.0,0.0,0.0,False
