asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B0822Y1V11,1800 Pillowcase Set 4 pc,King,White,875.51,447.56,427.95,106,41,37,17,0.3490566037735849,0.4146341463414634,-0.06557754256787851,False
B01DN0B5JS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blue Hydrangea,873.03,341.06999999999994,531.96,202,61,59,19,0.29207920792079206,0.3114754098360656,-0.019396201915273525,False
B00O35DTJM,1800 Bed Sheets,California King,Aqua,863.31,179.88,683.43,571,74,23,4,0.040280210157618214,0.05405405405405406,-0.013773843896435843,True
B00WAIH9IQ,1800 Bed Sheets,California King,Lavender,856.31,44.97,811.3399999999999,369,51,23,1,0.06233062330623306,0.0196078431372549,0.04272278016897816,False
B08V93R9LN,1800 Bed Sheets,RV / Short Queen,Light Gray,853.13,489.58000000000004,363.54999999999995,347,171,29,14,0.08357348703170028,0.08187134502923976,0.0017021420024605216,False
B00O35D05A,1800 Bed Sheets,Twin,Navy Blue,853.1000000000001,104.91,748.1900000000002,151,40,30,3,0.1986754966887417,0.075,0.12367549668874171,False
B0BMBFH19B,1800 Pillowcase Set 2 pc,Set of 12 Standard Size,White,828.4000000000001,197.88,630.5200000000001,824,92,20,4,0.024271844660194174,0.043478260869565216,-0.019206416209371042,True
B08CZZMK9Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Mint,827.3400000000001,183.88,643.4600000000002,613,91,22,4,0.03588907014681892,0.04395604395604396,-0.00806697380922504,True
B0CNRYJF31,1800 Bed Sheets,Twin,Pistachio,811.1600000000001,69.94,741.22,793,57,28,2,0.03530895334174023,0.03508771929824561,0.00022123404349461834,True
B0822WFM2M,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Gray,809.4,99.94,709.46,224,34,20,2,0.08928571428571429,0.058823529411764705,0.030462184873949583,False
B08CZYNG76,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Spa Mint,809.3399999999999,134.01,675.3299999999999,436,65,22,3,0.05045871559633028,0.046153846153846156,0.004304869442484122,False
B0CYCRBWJS,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,White,806.9999999999999,148.91,658.0899999999999,279,89,20,3,0.07168458781362007,0.033707865168539325,0.03797672264508074,False
B00O35DIC0,1800 Bed Sheets,Full,Brown,804.82,151.88,652.94,309,158,26,4,0.08414239482200647,0.02531645569620253,0.058825939125803944,False
B0DGQPRB4N,1800 Bed Sheets,King,Oxford Stripe Hazy Lilac,803.51,85.94,717.5699999999999,744,132,23,2,0.030913978494623656,0.015151515151515152,0.015762463343108504,True
B0822WL4Z5,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Blue Hydrangea,790.27,44.97,745.3,1245,43,21,1,0.016867469879518072,0.023255813953488372,-0.006388344073970299,True
B08BZW8FG5,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Aqua,788.73,137.91,650.82,413,62,21,3,0.05084745762711865,0.04838709677419355,0.0024603608529251003,False
B07M5MCW2R,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Blue,776.9999999999999,287.52,489.4799999999999,278,84,50,16,0.17985611510791366,0.19047619047619047,-0.010620075368276805,False
B07BKTVFBX,1800 Bed Sheets,Twin,Spa Blue,769.19,244.79,524.4000000000001,678,89,27,7,0.03982300884955752,0.07865168539325842,-0.0388286765437009,True
B07R922JQZ,1800 Bed Sheets,California King,Pinstripe Gray,764.37,44.97,719.4,411,52,21,1,0.051094890510948905,0.019230769230769232,0.03186412128017967,False
B0BMWD2HRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blush Pink,764.12,103.94,660.1800000000001,634,69,18,2,0.028391167192429023,0.028985507246376812,-0.0005943400539477894,True
B0CNRX5LHJ,1800 Bed Sheets,Split King,Hazy Lilac,754.0999999999999,46.97,707.1299999999999,307,35,20,1,0.06514657980456026,0.02857142857142857,0.036575151233131695,False
B0CNWG3MCK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Ivory,750.03,161.73,588.3,150,49,49,9,0.32666666666666666,0.1836734693877551,0.14299319727891155,False
B01DN0AAO4,1800 Bed Sheets,Full,Coral,745.8199999999999,151.88,593.9399999999999,567,117,24,4,0.042328042328042326,0.03418803418803419,0.008140008140008134,True
B01DN0BACU,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Mint,743.76,341.43,402.33,212,68,48,19,0.22641509433962265,0.27941176470588236,-0.05299667036625971,False
B0DGQRFYH8,1800 Bed Sheets,Twin,Mineral Gray,741.22,174.85,566.37,1011,92,26,5,0.025717111770524232,0.05434782608695652,-0.028630714316432288,True
B0BMW7914Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Golden Ivory,737.4000000000001,89.94,647.46,408,94,20,2,0.049019607843137254,0.02127659574468085,0.027743012098456404,False
B0BTZ4CFWV,1800 Bed Sheet Set 6 PIECE,Queen,Light Gray,729.8299999999999,175.88,553.9499999999999,195,55,19,4,0.09743589743589744,0.07272727272727272,0.024708624708624713,False
B01CYLCUAK,1800 Bed Sheets,California King,Paisley Gray,728.4000000000001,179.88,548.5200000000001,284,54,20,4,0.07042253521126761,0.07407407407407407,-0.003651538862806461,False
B016P42YS0,1800 Bed Sheets,Twin XL,Black,727.22,104.91,622.3100000000001,137,29,26,3,0.1897810218978102,0.10344827586206896,0.08633274603574125,False
B016P42CLE,1800 Bed Sheets,Twin XL,Beige,727.22,278.36,448.86,202,59,26,8,0.12871287128712872,0.13559322033898305,-0.006880349051854334,False
B08V92PDJ4,1800 Bed Sheets,RV / Short Queen,Gray,713.28,803.61,-90.33000000000004,246,136,24,23,0.0975609756097561,0.16911764705882354,-0.07155667144906744,False
B01DN0A4DQ,1800 Bed Sheets,Twin XL,Emerald Green,713.25,34.97,678.28,317,66,25,1,0.07886435331230283,0.015151515151515152,0.06371283816078768,False
B08CZYZCPM,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Purple,698.63,0.0,698.63,154,27,19,0,0.12337662337662338,0.0,0.12337662337662338,False
B0822WX2RK,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Navy Blue,692.4300000000001,44.97,647.46,61,18,22,1,0.36065573770491804,0.05555555555555555,0.3051001821493625,False
B08RZDLTVV,1800 Bed Sheets,California King,Blush Pink,692.4300000000001,134.91,557.5200000000001,451,77,19,3,0.04212860310421286,0.03896103896103896,0.003167564143173901,False
B08V8T4J6N,1800 Bed Sheets,RV / Short Queen,Beige,687.6500000000001,699.4,-11.749999999999886,311,125,23,20,0.07395498392282958,0.16,-0.08604501607717042,False
B01DN09ZIG,1800 Bed Sheets,Twin,Emerald Green,685.28,209.82,475.46,534,69,24,6,0.0449438202247191,0.08695652173913043,-0.04201270151441133,True
B07R6TBBCQ,1800 Bed Sheets,California King,Laced Sky Blue,683.4300000000001,179.88,503.55000000000007,264,81,20,4,0.07575757575757576,0.04938271604938271,0.026374859708193046,False
B0822X5BGN,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Navy Blue,676.3,51.97,624.3299999999999,250,35,16,1,0.064,0.02857142857142857,0.035428571428571434,False
B0DGQRDFJP,1800 Bed Sheets,Full,Oxford Stripe Blue Nova,675.77,226.3,449.46999999999997,365,97,21,6,0.057534246575342465,0.061855670103092786,-0.0043214235277503205,False
B0BTZ36NJC,1800 Bed Sheet Set 6 PIECE,Queen,Gray,674.5,87.94,586.56,148,33,19,2,0.12837837837837837,0.06060606060606061,0.06777231777231776,False
B0BTZ4Z8X4,1800 Bed Sheet Set 6 PIECE,Queen,Navy Blue,672.8800000000001,131.91,540.9700000000001,88,19,18,3,0.20454545454545456,0.15789473684210525,0.046650717703349304,False
B00ZSGV3E8,1800 Bed Sheets,Twin,Striped White,664.31,139.88,524.43,265,50,23,4,0.08679245283018867,0.08,0.006792452830188672,False
B01MY7SCEE,1800 Bed Sheets,Split King,Gray,660.16,46.97,613.1899999999999,309,132,18,1,0.05825242718446602,0.007575757575757576,0.050676669608708445,False
B01ETTFKIE,1800 Flat Sheet,King,White,653.8,259.61,394.18999999999994,201,76,40,13,0.19900497512437812,0.17105263157894737,0.027952343545430747,False
B08BZYDJCT,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Lavender,643.25,44.97,598.28,258,35,17,1,0.06589147286821706,0.02857142857142857,0.03732004429678849,False
B01ES3NVCI,1800 Fitted Sheet,Full,White,642.93,246.60999999999999,396.31999999999994,111,32,39,13,0.35135135135135137,0.40625,-0.05489864864864863,False
B0BTZ6R86Q,1800 Bed Sheet Set 6 PIECE,King,Light Gray,638.23,158.91,479.32000000000005,190,63,14,3,0.07368421052631578,0.047619047619047616,0.026065162907268166,False
B0BTZ6DDNN,1800 Bed Sheet Set 6 PIECE,Queen,Sage,636.6899999999999,87.94,548.75,225,33,18,2,0.08,0.06060606060606061,0.019393939393939394,False
B0BTZ74CPX,1800 Bed Sheet Set 6 PIECE,Twin,Blue Hydrangea,636.25,37.97,598.28,32,12,19,1,0.59375,0.08333333333333333,0.5104166666666666,False
B01LZP8460,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Paisley Gray,635.58,161.73,473.85,294,93,42,9,0.14285714285714285,0.0967741935483871,0.046082949308755755,False
B08BZX45CN,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Tan,634.2900000000001,136.99,497.30000000000007,235,43,17,3,0.07234042553191489,0.06976744186046512,0.0025729836714497717,False
B0BTZ5HKPM,1800 Bed Sheet Set 6 PIECE,King,Beige,629.3800000000001,211.88,417.5000000000001,496,158,14,4,0.028225806451612902,0.02531645569620253,0.002909350755410371,False
B08BZY2D1D,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Aqua,625.9300000000001,134.91,491.0200000000001,292,49,17,3,0.05821917808219178,0.061224489795918366,-0.0030053117137265883,False
B08RZDBH97,1800 Bed Sheets,Split King,Teal,624.09,93.94,530.1500000000001,281,47,17,2,0.060498220640569395,0.0425531914893617,0.017945029151207693,False
B0BMW8G18Z,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Blush Pink,611.49,89.94,521.55,345,43,17,2,0.04927536231884058,0.046511627906976744,0.0027637344118638385,False
B0DGQRP22Y,1800 Bed Sheets,Split King,Mineral Gray,609.8199999999999,93.94,515.8799999999999,443,54,16,2,0.03611738148984198,0.037037037037037035,-0.0009196555471950515,False
B016P4329A,1800 Bed Sheets,Twin XL,Tan,607.6700000000001,209.82,397.8500000000001,135,40,21,6,0.15555555555555556,0.15,0.005555555555555564,False
B01DG599TS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Tan,606.9,233.25,373.65,90,43,38,13,0.4222222222222222,0.3023255813953488,0.1198966408268734,False
B08TRRF39C,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sage,596.43,305.13,291.29999999999995,191,81,39,17,0.20418848167539266,0.20987654320987653,-0.005688061534483868,False
B01DN0A2F6,1800 Bed Sheets,Twin,Yellow,594.0500000000001,139.88,454.1700000000001,785,77,20,4,0.025477707006369428,0.05194805194805195,-0.026470344941682523,True
B08BZVYMKN,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Emerald Green,593.5200000000001,0.0,593.5200000000001,152,23,16,0,0.10526315789473684,0.0,0.10526315789473684,False
B08BZX1V5H,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Emerald Green,587.44,155.91,431.5300000000001,343,57,14,3,0.04081632653061224,0.05263157894736842,-0.011815252416756176,False
B0BTZ759RC,1800 Bed Sheet Set 6 PIECE,King,Spa Blue,585.26,105.94,479.32,380,83,13,2,0.034210526315789476,0.024096385542168676,0.0101141407736208,False
B0DGQQYPRL,1800 Bed Sheets,Full,Oxford Stripe Sage,577.03,75.94,501.09,373,103,19,2,0.05093833780160858,0.019417475728155338,0.03152086207345324,False
B0CNRX7KCV,1800 Bed Sheets,Twin,Hazy Lilac,573.4,139.88,433.52,854,78,20,4,0.0234192037470726,0.05128205128205128,-0.02786284753497868,True
B0CNRYVY46,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sky Blue,573.09,161.73,411.36,102,35,37,9,0.3627450980392157,0.2571428571428571,0.10560224089635856,False
B08BZX7GB9,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Brown,571.61,155.91,415.70000000000005,193,45,13,3,0.06735751295336788,0.06666666666666667,0.0006908462867012133,False
B0D7F2C7W1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Spa Mint,567.84,235.88,331.96000000000004,100,29,11,4,0.11,0.13793103448275862,-0.027931034482758618,False
B0822WGD4S,"1800 Fitted Sheet 21"" Deep",King,White,565.99,285.66999999999996,280.32000000000005,153,64,27,11,0.17647058823529413,0.171875,0.004595588235294129,False
B0822XTZ9H,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Royal Blue,556.8,45.97,510.8299999999999,192,30,15,1,0.078125,0.03333333333333333,0.04479166666666667,False
B01DN0B0GG,1800 Bed Sheets,California King,Emerald Green,548.55,134.91,413.64,306,52,15,3,0.049019607843137254,0.057692307692307696,-0.008672699849170441,False
B0DGQNQFFX,1800 Bed Sheets,Full,Charcoal,539.09,151.88,387.21000000000004,155,27,17,4,0.10967741935483871,0.14814814814814814,-0.03847072879330943,False
B016P42UWA,1800 Bed Sheets,Twin XL,Brick Red,538.46,34.97,503.49,222,46,18,1,0.08108108108108109,0.021739130434782608,0.05934195064629848,False
B016P433QC,1800 Bed Sheets,Twin XL,Royal Blue,538.43,139.88,398.54999999999995,335,70,19,4,0.056716417910447764,0.05714285714285714,-0.00042643923240937714,False
B014MVUI36,1800 Pillowcase Set 2 pc,Set of 2 King Size,Light Gray,533.5799999999999,215.64,317.93999999999994,114,39,34,12,0.2982456140350877,0.3076923076923077,-0.009446693657220007,False
B0CLY95T5V,1800 Bed Sheets,Full,Burgundy,531.49,37.97,493.52,189,48,17,1,0.08994708994708994,0.020833333333333332,0.06911375661375661,False
B01DN0BC0A,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blue Hydrangea,530.91,251.57999999999998,279.33,120,32,33,14,0.275,0.4375,-0.16249999999999998,False
B08TRN118H,1800 Pillowcase Set 2 pc,Set of 2 King Size,Golden Ivory,526.9200000000001,179.33999999999997,347.5800000000001,111,41,34,10,0.3063063063063063,0.24390243902439024,0.06240386728191605,False
B00ZSGVXS4,1800 Bed Sheets,Full,Striped Gray/Silver,525.79,227.82,297.96999999999997,689,88,17,6,0.02467343976777939,0.06818181818181818,-0.04350837841403879,True
B08BZWY862,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Lavender,519.61,149.91,369.70000000000005,276,32,13,3,0.04710144927536232,0.09375,-0.04664855072463768,False
B01ES3L50S,1800 Fitted Sheet,Twin,White,512.96,18.97,493.99,157,38,33,1,0.21019108280254778,0.02631578947368421,0.18387529332886357,False
B0112XOJJQ,1800 Bed Sheets,California King,Tan,512.58,134.91,377.6700000000001,231,67,14,3,0.06060606060606061,0.04477611940298507,0.015829941203075536,False
B00WAIGUKO,1800 Bed Sheets,Twin,Black,510.46000000000004,139.88,370.58000000000004,177,27,18,4,0.1016949152542373,0.14814814814814814,-0.046453232893910845,False
B07R8ZV5RP,1800 Bed Sheets,Twin,Laced Sky Blue,510.46000000000004,209.82,300.64000000000004,251,59,18,6,0.07171314741035857,0.1016949152542373,-0.029981767843878723,False
B0BTZ59997,1800 Bed Sheet Set 6 PIECE,Queen,Blue Hydrangea,510.45000000000005,175.88,334.57000000000005,189,67,13,4,0.06878306878306878,0.05970149253731343,0.009081576245755348,False
B0822YLBZP,1800 Bedskirt,Twin XL,White,510.13,539.19,-29.06000000000006,317,178,29,27,0.0914826498422713,0.15168539325842698,-0.06020274341615568,False
B08BZVPSCB,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Tan,508.34000000000003,44.97,463.37,162,23,14,1,0.08641975308641975,0.043478260869565216,0.04294149221685453,False
B0BMW99MVD,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Golden Ivory,508.34000000000003,0.0,508.34000000000003,247,39,14,0,0.05668016194331984,0.0,0.05668016194331984,False
B0BMWBCR3Y,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Pinstripe Gray,500.26,45.97,454.28999999999996,345,72,13,1,0.03768115942028986,0.013888888888888888,0.02379227053140097,False
B01ETTDTSM,1800 Flat Sheet,Queen,White,499.72,189.7,310.02000000000004,147,40,31,10,0.2108843537414966,0.25,-0.03911564625850339,False
B07MMZ7VNL,1800 Pillowcase Set 2 pc,Set of 2 King Size,Spa Blue,499.44000000000005,53.91,445.5300000000001,94,38,32,3,0.3404255319148936,0.07894736842105263,0.261478163493841,False
B00RKHWL1M,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Beige,499.43999999999994,287.52,211.91999999999996,143,50,32,16,0.22377622377622378,0.32,-0.09622377622377623,False
B0BTZ6J8CY,1800 Bed Sheet Set 6 PIECE,Queen,Spa Blue,499.00999999999993,87.94,411.06999999999994,148,46,13,2,0.08783783783783784,0.043478260869565216,0.044359576968272627,False
B08CZZKK5S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Coral,498.84,207.88,290.96,177,25,12,4,0.06779661016949153,0.16,-0.09220338983050848,False
B0CNRX2YJB,1800 Bed Sheets,California King,Terracotta,494.60999999999996,179.88,314.72999999999996,221,35,13,4,0.058823529411764705,0.11428571428571428,-0.05546218487394958,False
B0BMWBZ188,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Laced Sky Blue,488.1,0.0,488.1,235,51,15,0,0.06382978723404255,0.0,0.06382978723404255,False
B00O35CXRQ,1800 Bed Sheets,California King,Gold,485.64,224.85,260.78999999999996,170,55,12,5,0.07058823529411765,0.09090909090909091,-0.020320855614973266,False
B07RBZ25P3,1800 Bed Sheets,Twin XL,Laced Sky Blue,482.49,209.82,272.67,369,112,17,6,0.04607046070460705,0.05357142857142857,-0.0075009678668215216,False
B07R6T8YGK,1800 Bed Sheets,Twin XL,Chevron Gray,482.48999999999995,0.0,482.48999999999995,1433,289,17,0,0.011863224005582694,0.0,0.011863224005582694,True
B00RKHX6VQ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Gray,481.46999999999997,143.76,337.71,95,44,31,8,0.3263157894736842,0.18181818181818182,0.1444976076555024,False
B0BTZ81ZZK,1800 Bed Sheet Set 6 PIECE,Queen,Aqua,478.44000000000005,43.97,434.47,97,21,13,1,0.13402061855670103,0.047619047619047616,0.08640157093765341,False
B08V8ZRKR3,1800 Bed Sheets,RV / Short Queen,Blue Hydrangea,461.52,174.85,286.66999999999996,196,95,16,5,0.08163265306122448,0.05263157894736842,0.029001074113856065,False
B0BMW8H5KQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Sage,458.64000000000004,0.0,458.64000000000004,238,38,12,0,0.05042016806722689,0.0,0.05042016806722689,False
B0822WYDZD,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Light Gray,458.64,134.91,323.73,279,38,12,3,0.043010752688172046,0.07894736842105263,-0.03593661573288058,False
B0BTZ5BY6R,1800 Bed Sheet Set 6 PIECE,Twin XL,Light Gray,457.48,37.97,419.51,84,20,14,1,0.16666666666666666,0.05,0.11666666666666665,False
B07YYLSXJV,Cotton Flannel Sheet Set 160GSM,Twin XL,White,457.21000000000004,43.97,413.24,50,11,13,1,0.26,0.09090909090909091,0.1690909090909091,False
B00WAIH7V0,1800 Bed Sheets,California King,Black,455.64,0.0,455.64,83,26,12,0,0.14457831325301204,0.0,0.14457831325301204,False
B01DN0A3P0,1800 Bed Sheets,Twin XL,Coral,454.54999999999995,104.91,349.64,199,52,15,3,0.07537688442211055,0.057692307692307696,0.01768457672980285,False
B0112XNQYU,1800 Bed Sheets,Twin,Tan,454.54999999999995,139.18,315.36999999999995,135,36,15,4,0.1111111111111111,0.1111111111111111,0.0,False
B0822WKWYQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Gray,451.34,134.91,316.42999999999995,171,23,12,3,0.07017543859649122,0.13043478260869565,-0.060259344012204424,False
B0BTZ51FTP,1800 Bed Sheet Set 6 PIECE,King,Gray,450.20000000000005,157.85,292.35,102,27,10,3,0.09803921568627451,0.1111111111111111,-0.013071895424836596,False
B0822YGP85,1800 Pillowcase Set 4 pc,Standard,Light Gray,435.78000000000003,216.0,219.78000000000003,75,26,19,8,0.25333333333333335,0.3076923076923077,-0.054358974358974355,False
B0BTZ5617G,1800 Bed Sheet Set 6 PIECE,Queen,Blush Pink,434.47,43.97,390.5,153,30,12,1,0.0784313725490196,0.03333333333333333,0.045098039215686274,False
B0CNRXLFGH,1800 Bed Sheets,RV / Short Queen,Sky Blue,433.55,209.82,223.73000000000002,238,92,15,6,0.06302521008403361,0.06521739130434782,-0.0021921812203142127,False
B08RZFDKF9,1800 Bed Sheets,Split King,Blush Pink,432.84000000000003,46.97,385.87,364,38,13,1,0.03571428571428571,0.02631578947368421,0.009398496240601503,False
B08CZXP1GG,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Paisley Gray,431.64,134.01,297.63,230,41,12,3,0.05217391304347826,0.07317073170731707,-0.02099681866383881,False
B08RZC9FZ7,1800 Bed Sheets,Twin XL,Teal,430.19000000000005,34.97,395.22,288,66,15,1,0.052083333333333336,0.015151515151515152,0.036931818181818184,False
B0BTZ6RFZL,1800 Bed Sheet Set 6 PIECE,King,Navy Blue,429.03000000000003,105.94,323.09000000000003,102,29,9,2,0.08823529411764706,0.06896551724137931,0.019269776876267755,False
B0BTZ5SZVY,1800 Bed Sheet Set 6 PIECE,King,Sage,427.70000000000005,158.91,268.7900000000001,362,81,10,3,0.027624309392265192,0.037037037037037035,-0.009412727644771843,False
B0D7J69H6B,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Beige,424.7,49.97,374.73,119,32,10,1,0.08403361344537816,0.03125,0.05278361344537816,False
B01ETTFH14,1800 Flat Sheet,Twin XL,White,423.28000000000003,0.0,423.28000000000003,29,6,29,0,1.0,0.0,1.0,False
B08CZYQC9Y,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Purple,419.59999999999997,0.0,419.59999999999997,180,27,10,0,0.05555555555555555,0.0,0.05555555555555555,False
B0822XYVZ7,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Royal Blue,415.7,51.97,363.73,198,28,10,1,0.050505050505050504,0.03571428571428571,0.014790764790764792,False
B01DN0B4OO,1800 Bed Sheets,California King,Yellow,405.66999999999996,89.94,315.72999999999996,326,55,11,2,0.03374233128834356,0.03636363636363636,-0.002621305075292804,False
B01N6H21GR,Cotton Flannel Sheet Set 160GSM,King,White,400.96,176.91,224.04999999999998,87,53,8,3,0.09195402298850575,0.05660377358490566,0.035350249403600084,False
B08BZXC2VF,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Aqua,398.63,0.0,398.63,189,26,10,0,0.05291005291005291,0.0,0.05291005291005291,False
B01DN0A8L4,1800 Bed Sheets,Twin XL,Yellow,398.58000000000004,69.94,328.64000000000004,312,70,14,2,0.04487179487179487,0.02857142857142857,0.0163003663003663,False
B0DGQR6JZW,1800 Bed Sheets,Twin XL,Charcoal,398.5799999999999,34.97,363.6099999999999,108,25,14,1,0.12962962962962962,0.04,0.08962962962962961,False
B01ES3MHXC,1800 Fitted Sheet,Twin XL,White,398.28,132.79,265.49,129,41,24,7,0.18604651162790697,0.17073170731707318,0.01531480431083379,False
B08CZZQMFC,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Paisley Gray,397.6,136.99,260.61,341,79,10,3,0.02932551319648094,0.0379746835443038,-0.008649170347822858,False
B00O35D014,1800 Bed Sheets,California King,Purple,396.77,134.91,261.86,358,27,11,3,0.030726256983240222,0.1111111111111111,-0.08038485412787089,False
B01MR5L532,1800 Bed Sheets,Split King,Lavender,396.77,46.97,349.79999999999995,270,43,11,1,0.040740740740740744,0.023255813953488372,0.017484926787252372,False
B076PH3HVF,1800 Ultrasonic Coverlet,King,Navy,395.73,163.81,231.92000000000002,472,264,9,3,0.019067796610169493,0.011363636363636364,0.007704160246533129,False
B0CNRYWWWY,1800 Bed Sheets,Full,Terracotta,394.81,151.88,242.93,445,99,14,4,0.03146067415730337,0.04040404040404041,-0.008943366246737035,False
B0CNS1M85H,1800 Bed Sheets,Split King,Blue Nova,393.4,46.97,346.42999999999995,230,29,10,1,0.043478260869565216,0.034482758620689655,0.008995502248875561,False
B082311F9Z,1800 Bedskirt,Queen,Navy Blue,393.11999999999995,419.4,-26.28000000000003,142,117,21,20,0.14788732394366197,0.17094017094017094,-0.023052846996508974,False
B0822VSKCD,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Beige,390.7,136.99,253.70999999999998,275,50,10,3,0.03636363636363636,0.06,-0.023636363636363636,False
B0BTZ61X6H,1800 Bed Sheet Set 6 PIECE,Twin XL,Navy Blue,387.24,75.18,312.06,41,11,12,2,0.2926829268292683,0.18181818181818182,0.11086474501108645,False
B08TRPW85X,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Teal,384.45000000000005,71.52,312.93000000000006,90,32,25,4,0.2777777777777778,0.125,0.1527777777777778,False
B00RKHWWTI,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Gold,382.68,233.60999999999999,149.07000000000002,101,57,24,13,0.2376237623762376,0.22807017543859648,0.009553586937641134,False
B01ETTH5H8,1800 Flat Sheet,California King,White,376.34000000000003,99.85,276.49,92,25,22,5,0.2391304347826087,0.2,0.03913043478260869,False
B0CNRXX5TK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blue Nova,374.58,143.76,230.82,94,31,24,8,0.2553191489361702,0.25806451612903225,-0.002745367192862058,False
B0BTZ5891D,1800 Bed Sheet Set 6 PIECE,King,Blue Hydrangea,372.76,264.85,107.90999999999997,147,48,8,5,0.05442176870748299,0.10416666666666667,-0.04974489795918368,False
B0CNWFHGRS,1800 Pillowcase Set 2 pc,Set of 2 King Size,Ivory,371.88,125.78999999999999,246.09,78,33,24,7,0.3076923076923077,0.21212121212121213,0.09557109557109558,False
B0CLYCNW79,1800 Bed Sheets,California King,Burgundy,369.6,89.94,279.66,75,18,10,2,0.13333333333333333,0.1111111111111111,0.022222222222222227,False
B0822WHWRZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Blue,368.75,45.97,322.78,367,56,10,1,0.027247956403269755,0.017857142857142856,0.009390813546126899,False
B0822W2CT7,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Royal Blue,368.7,44.97,323.73,143,28,10,1,0.06993006993006994,0.03571428571428571,0.03421578421578422,False
B0822Y48HH,1800 Bedskirt,Queen,Beige,362.7,293.58000000000004,69.11999999999995,532,302,20,14,0.03759398496240601,0.046357615894039736,-0.008763630931633723,True
B0BMCH8Q2F,1800 Pillowcase Set 2 pc,Set of 12 King Size,White,361.6600000000001,164.91,196.75000000000009,70,22,8,3,0.11428571428571428,0.13636363636363635,-0.02207792207792207,False
B0BTZ5QZ4J,1800 Bed Sheet Set 6 PIECE,Twin XL,Blue Hydrangea,360.6700000000001,0.0,360.6700000000001,63,20,11,0,0.1746031746031746,0.0,0.1746031746031746,False
B00O35DQMC,1800 Bed Sheets,California King,Navy Blue,359.7,178.07999999999998,181.62,97,102,10,4,0.10309278350515463,0.0392156862745098,0.06387709723064483,False
B08CZYST4Y,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Purple,359.7,0.0,359.7,96,17,10,0,0.10416666666666667,0.0,0.10416666666666667,False
