br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_current_units,br_current_conversion,br_current_days,br_current_rows,br_negative_rows,ao_current_gross_item_sales,ao_current_item_promo_discount,ao_current_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_current_orders,ao_current_units,current_tracked_keywords
1897066.8900000004,445022.1500000019,1123237,58262,0.0518697300747749,7,8533,0,1913335.7599999988,14411.859999999991,1898923.8999999987,14391.56,46982.0,58555.0,119
