br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_prior_sessions,br_current_units,br_prior_units,br_current_conversion,br_prior_conversion,ao_current_gross_item_sales,ao_prior_gross_item_sales,ao_current_item_promo_discount,ao_prior_item_promo_discount,ao_current_net_item_sales,ao_prior_net_item_sales
417764.5900000016,412837.65999999444,166822,152478,11072,10984,0.06637014302669912,0.07203662167656974,424651.02999999956,405184.7299999996,10656.489999999998,6579.949999999997,413994.5399999996,398604.77999999956
