asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,sales_delta,sales_wow
B01MY7UN7F,1800 Bed Sheets,Split King,Navy Blue,140.91,93.94,23,18,3,2,0.13043478260869565,0.1111111111111111,0.019323671497584544,46.97,0.5
B0DGQPGP7Q,1800 Bed Sheets,Split King,Oxford Stripe Sage,140.91,93.94,180,34,3,2,0.016666666666666666,0.058823529411764705,-0.04215686274509804,46.97,0.5
B0DGQPY788,1800 Bed Sheets,Split King,Oxford Stripe Hazy Lilac,140.91,46.97,36,27,3,1,0.08333333333333333,0.037037037037037035,0.046296296296296294,93.94,2.0
B08RZDBH97,1800 Bed Sheets,Split King,Teal,140.91,187.88,62,44,3,4,0.04838709677419355,0.09090909090909091,-0.042521994134897365,-46.97,-0.25
B01MR5L532,1800 Bed Sheets,Split King,Lavender,140.91,46.97,47,39,3,1,0.06382978723404255,0.02564102564102564,0.03818876159301691,93.94,2.0
B013FJJH1A,1800 Bed Sheets,Twin,Royal Blue,139.88,209.82,46,55,4,6,0.08695652173913043,0.10909090909090909,-0.022134387351778653,-69.94,-0.3333333333333333
B08RZC9FZ7,1800 Bed Sheets,Twin XL,Teal,139.88,244.79,50,60,4,7,0.08,0.11666666666666667,-0.03666666666666667,-104.91,-0.42857142857142855
B09SQF6K5D,1800 Duvet Cover Set,Queen,Sage,139.88,0.0,25,24,4,0,0.16,0.0,0.16,139.88,
B00O35D74Y,1800 Bed Sheets,Twin,Brown,139.88,34.97,35,30,4,1,0.11428571428571428,0.03333333333333333,0.08095238095238094,104.91,3.0
B07R6T8YGK,1800 Bed Sheets,Twin XL,Chevron Gray,139.88,209.82,314,287,4,6,0.012738853503184714,0.020905923344947737,-0.008167069841763023,-69.94,-0.3333333333333333
B01ES3L7FG,1800 Fitted Sheet,Queen,Gray,139.79,79.88,32,27,7,4,0.21875,0.14814814814814814,0.07060185185185186,59.91,0.75
B082311FB2,1800 Bedskirt,Twin XL,Black,139.79,119.82,76,67,7,6,0.09210526315789473,0.08955223880597014,0.0025530243519245877,19.97,0.16666666666666666
B0822XCWY1,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Navy Blue,137.91,45.97,32,27,3,1,0.09375,0.037037037037037035,0.056712962962962965,91.94,2.0
B0822XTZ9H,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Royal Blue,137.91,137.91,34,30,3,3,0.08823529411764706,0.1,-0.011764705882352941,0.0,0.0
B0822WHWRZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Blue,137.91,45.97,54,54,3,1,0.05555555555555555,0.018518518518518517,0.037037037037037035,91.94,2.0
B0822YSV5P,1800 Bedskirt,King,Navy Blue,137.82,68.91,91,84,6,3,0.06593406593406594,0.03571428571428571,0.030219780219780223,68.91,1.0
B0CNRVWHB1,1800 Bed Sheets,California King,Hazy Lilac,134.91,0.0,57,33,3,0,0.05263157894736842,0.0,0.05263157894736842,134.91,
B013FJJSSW,1800 Bed Sheets,California King,Royal Blue,134.91,89.94,32,20,3,2,0.09375,0.1,-0.0062500000000000056,44.97,0.5
B01DN0AYFY,1800 Bed Sheets,California King,Blue Hydrangea,134.91,44.97,70,64,3,1,0.04285714285714286,0.015625,0.027232142857142858,89.94,2.0
B0822W2CT7,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Royal Blue,134.91,44.97,24,23,3,1,0.125,0.043478260869565216,0.08152173913043478,89.94,2.0
B08RZDLTVV,1800 Bed Sheets,California King,Blush Pink,134.91,44.97,61,60,3,1,0.04918032786885246,0.016666666666666666,0.032513661202185795,89.94,2.0
B0822X1F1C,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Spa Blue,134.91,179.88,43,58,3,4,0.06976744186046512,0.06896551724137931,0.0008019246190858059,-44.97,-0.25
B0CYCR1VRD,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Sage,134.91,0.0,23,10,3,0,0.13043478260869565,0.0,0.13043478260869565,134.91,
B08BZY2D1D,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Aqua,134.91,89.94,45,62,3,2,0.06666666666666667,0.03225806451612903,0.034408602150537634,44.97,0.5
B08BZYDJCT,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Lavender,134.91,179.88,46,45,3,4,0.06521739130434782,0.08888888888888889,-0.023671497584541068,-44.97,-0.25
B00O35DOT2,1800 Bed Sheets,California King,Beige,134.91,134.91,63,60,3,3,0.047619047619047616,0.05,-0.0023809523809523864,0.0,0.0
B08BZX8G3H,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Brown,134.91,89.94,15,17,3,2,0.2,0.11764705882352941,0.0823529411764706,44.97,0.5
B00ZSGW4FK,1800 Bed Sheets,California King,Striped White,134.91,404.73,148,152,3,9,0.02027027027027027,0.05921052631578947,-0.0389402560455192,-269.82000000000005,-0.6666666666666667
B0CNRZBB6D,1800 Bed Sheets,California King,Sky Blue,134.01,179.88,58,63,3,4,0.05172413793103448,0.06349206349206349,-0.011767925561029006,-45.870000000000005,-0.2550033355570381
B0822WFM2P,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Black,134.01,134.91,34,29,3,3,0.08823529411764706,0.10344827586206896,-0.0152129817444219,-0.9000000000000057,-0.006671114076050743
B0BTZ36NJC,1800 Bed Sheet Set 6 PIECE,Queen,Gray,131.91,527.6400000000001,30,39,3,12,0.1,0.3076923076923077,-0.2076923076923077,-395.73000000000013,-0.7500000000000001
B0BTZ6DDNN,1800 Bed Sheet Set 6 PIECE,Queen,Sage,131.91,87.94,43,31,3,2,0.06976744186046512,0.06451612903225806,0.005251312828207053,43.97,0.5
B0BTZ6J8CY,1800 Bed Sheet Set 6 PIECE,Queen,Spa Blue,131.91,307.78999999999996,44,44,3,7,0.06818181818181818,0.1590909090909091,-0.09090909090909091,-175.87999999999997,-0.5714285714285714
B0BTZ4Z8X4,1800 Bed Sheet Set 6 PIECE,Queen,Navy Blue,131.91,87.06,24,22,3,2,0.125,0.09090909090909091,0.03409090909090909,44.849999999999994,0.5151619572708476
B0DGQQ3F3D,1800 Bed Sheets,King,Oxford Stripe Blue Nova,128.91,214.85,150,122,3,5,0.02,0.040983606557377046,-0.020983606557377046,-85.94,-0.4
B0CNRYW1JW,1800 Bed Sheets,King,Pistachio,128.91,42.97,311,251,3,1,0.00964630225080386,0.00398406374501992,0.005662238505783939,85.94,2.0
B0B2Q3FF48,1800 Bedskirt,Queen,Golden Ivory,125.82,83.88,121,121,6,4,0.049586776859504134,0.03305785123966942,0.01652892561983471,41.94,0.5
B01DG59M04,1800 Pillowcase Set 2 pc,Set of 2 King Size,Tan,125.78999999999999,89.85,16,21,7,5,0.4375,0.23809523809523808,0.19940476190476192,35.94,0.4
B01DN0B728,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Emerald Green,125.78999999999999,71.88,34,43,7,4,0.20588235294117646,0.09302325581395349,0.11285909712722297,53.91,0.75
B0CNWFHGRS,1800 Pillowcase Set 2 pc,Set of 2 King Size,Ivory,125.78999999999999,125.78999999999999,15,30,7,7,0.4666666666666667,0.23333333333333334,0.23333333333333334,0.0,0.0
B07MMZ7VNL,1800 Pillowcase Set 2 pc,Set of 2 King Size,Spa Blue,125.78999999999999,89.85,21,30,7,5,0.3333333333333333,0.16666666666666666,0.16666666666666666,35.94,0.4
B01MU0UYAQ,Cotton Flannel Sheet Set 160GSM,California King,Burgundy,121.94,60.97,7,4,2,1,0.2857142857142857,0.25,0.0357142857142857,60.97,1.0
B078STM7RW,1800 Duvet Cover Set,Queen,Hotel White with Gray Embroidery,119.91,0.0,51,55,3,0,0.058823529411764705,0.0,0.058823529411764705,119.91,
B0822ZFNGJ,1800 Bedskirt,Twin XL,Light Gray,119.82,59.91,40,37,6,3,0.15,0.08108108108108109,0.06891891891891891,59.91,1.0
B0822VMF9C,1800 Pillow Shams 2 piece,Standard,Light Gray,119.76,164.67,52,75,8,11,0.15384615384615385,0.14666666666666667,0.007179487179487187,-44.90999999999998,-0.27272727272727265
B0D7J6FGW4,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Beige,117.94,235.88,23,23,3,4,0.13043478260869565,0.17391304347826086,-0.043478260869565216,-117.94,-0.5
B0D7F2C7W1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Spa Mint,117.94,176.91,47,30,2,3,0.0425531914893617,0.1,-0.057446808510638304,-58.97,-0.3333333333333333
B0CYCQXH5L,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Black,117.94,58.97,10,9,2,1,0.2,0.1111111111111111,0.0888888888888889,58.97,1.0
B0CYCQQ89M,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blue Nova,117.94,0.0,27,19,2,0,0.07407407407407407,0.0,0.07407407407407407,117.94,
B0D7JBM5Z1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Golden Ivory,117.94,58.97,32,22,2,1,0.0625,0.045454545454545456,0.017045454545454544,58.97,1.0
B01N6H21GR,Cotton Flannel Sheet Set 160GSM,King,White,117.94,235.88,29,52,2,4,0.06896551724137931,0.07692307692307693,-0.007957559681697618,-117.94,-0.5
B0CYCQXPNV,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Hazy Lilac,117.94,117.94,20,13,2,2,0.1,0.15384615384615385,-0.05384615384615385,0.0,0.0
B07J3THZTH,Cotton Flannel Sheet Set 180GSM,Queen,Gray,117.94,235.88,48,47,2,4,0.041666666666666664,0.0851063829787234,-0.04343971631205674,-117.94,-0.5
B0BTZ6JY57,1800 Bed Sheet Set 6 PIECE,Full,Golden Ivory,116.91,38.97,22,13,3,1,0.13636363636363635,0.07692307692307693,0.059440559440559426,77.94,2.0
B0BTZ2M96Q,1800 Bed Sheet Set 6 PIECE,Twin XL,Golden Ivory,113.91,151.88,18,17,3,4,0.16666666666666666,0.23529411764705882,-0.06862745098039216,-37.97,-0.25
B0BTZ5QZ4J,1800 Bed Sheet Set 6 PIECE,Twin XL,Blue Hydrangea,113.91,265.78999999999996,19,22,3,7,0.15789473684210525,0.3181818181818182,-0.16028708133971292,-151.87999999999997,-0.5714285714285714
B0BTZ4YX76,1800 Bed Sheet Set 6 PIECE,Twin XL,Aqua,113.91,37.97,20,20,3,1,0.15,0.05,0.09999999999999999,75.94,2.0
B07PSK5GG2,1800 Duvet Cover Set,King,Laced Sky Blue,110.91,73.94,38,32,3,2,0.07894736842105263,0.0625,0.016447368421052627,36.97,0.5
B01FWBWTGO,1800 Ultrasonic Coverlet,King,Spa Blue,109.94,384.7900000000001,168,438,2,7,0.011904761904761904,0.01598173515981735,-0.004076973255055447,-274.8500000000001,-0.7142857142857143
B01ES3NA74,1800 Fitted Sheet,King,Light Gray,109.85,43.94,17,27,5,2,0.29411764705882354,0.07407407407407407,0.22004357298474947,65.91,1.5
B00RKHWYU0,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Brown,107.82,89.85,22,19,6,5,0.2727272727272727,0.2631578947368421,0.009569377990430616,17.97,0.2
B01LZP8460,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Paisley Gray,107.82,107.82,72,82,6,6,0.08333333333333333,0.07317073170731707,0.01016260162601626,0.0,0.0
B01DN0BC0A,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blue Hydrangea,107.82,179.7,34,31,6,10,0.17647058823529413,0.3225806451612903,-0.14611005692599618,-71.88,-0.4
B0CNRZM2G6,1800 Pillowcase Set 2 pc,Set of 2 King Size,Sky Blue,107.82,17.97,20,16,6,1,0.3,0.0625,0.2375,89.85,5.0
B01DG599TS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Tan,107.82,161.73,27,27,6,9,0.2222222222222222,0.3333333333333333,-0.1111111111111111,-53.91,-0.3333333333333333
B0CNRVZVMG,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Hazy Lilac,107.82,53.91,28,27,6,3,0.21428571428571427,0.1111111111111111,0.10317460317460317,53.91,1.0
B0CNRXX5TK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blue Nova,107.82,89.85,28,21,7,5,0.25,0.23809523809523808,0.011904761904761918,17.97,0.2
B00RKHXDTG,1800 Pillowcase Set 2 pc,Set of 2 King Size,Aqua,107.46,215.64,11,23,6,12,0.5454545454545454,0.5217391304347826,0.02371541501976282,-108.17999999999999,-0.501669449081803
B08TRQ9T7Y,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blush Pink,107.46,17.97,21,23,6,1,0.2857142857142857,0.043478260869565216,0.24223602484472048,89.49,4.979966611018364
B0BTZ51FTP,1800 Bed Sheet Set 6 PIECE,King,Gray,105.94,105.94,35,39,2,2,0.05714285714285714,0.05128205128205128,0.005860805860805861,0.0,0.0
B0BTZ759RC,1800 Bed Sheet Set 6 PIECE,King,Spa Blue,105.94,211.88,51,58,2,4,0.0392156862745098,0.06896551724137931,-0.029749830966869506,-105.94,-0.5
B0BTZ8K6K4,1800 Bed Sheet Set 6 PIECE,King,Aqua,105.94,52.97,20,20,2,1,0.1,0.05,0.05,52.97,1.0
B0CLYF6S8G,1800 Bed Sheets,Twin,Burgundy,104.91,69.94,32,20,3,2,0.09375,0.1,-0.0062500000000000056,34.97,0.5
B0DGQR6JZW,1800 Bed Sheets,Twin XL,Charcoal,104.91,104.91,22,33,3,3,0.13636363636363635,0.09090909090909091,0.04545454545454544,0.0,0.0
B0CNRXLFGH,1800 Bed Sheets,RV / Short Queen,Sky Blue,104.91,209.82,54,51,3,6,0.05555555555555555,0.11764705882352941,-0.06209150326797386,-104.91,-0.5
B07R8ZV5RP,1800 Bed Sheets,Twin,Laced Sky Blue,104.91,104.91,49,46,3,3,0.061224489795918366,0.06521739130434782,-0.003992901508429458,0.0,0.0
B082311F9Z,1800 Bedskirt,Queen,Navy Blue,104.85,104.85,50,69,5,5,0.1,0.07246376811594203,0.027536231884057974,0.0,0.0
B0822V7SL6,1800 Pillow Shams 2 piece,Standard,Blue Hydrangea,104.79,359.28000000000003,130,161,7,24,0.05384615384615385,0.14906832298136646,-0.09522216913521261,-254.49,-0.7083333333333333
B0822W7ZMZ,1800 Pillow Shams 2 piece,Standard,White,104.19,59.88,23,27,7,4,0.30434782608695654,0.14814814814814814,0.1561996779388084,44.309999999999995,0.7399799599198396
B08BZWNVRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Tan,103.94,207.88,55,69,2,4,0.03636363636363636,0.057971014492753624,-0.021607378129117262,-103.94,-0.5
B01MDQRQRR,Cotton Flannel Sheet Set 160GSM,Queen,White,103.94,155.91,9,24,2,4,0.2222222222222222,0.16666666666666666,0.05555555555555555,-51.97,-0.3333333333333333
B08CZZ9XPC,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Spa Mint,103.94,50.93,102,80,2,1,0.0196078431372549,0.0125,0.007107843137254901,53.01,1.0408403691341055
B0BMWD2HRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blush Pink,103.94,206.84,57,50,2,4,0.03508771929824561,0.08,-0.04491228070175439,-102.9,-0.49748597950106366
B0822WHDSY,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Spa Blue,103.94,310.78,59,54,2,6,0.03389830508474576,0.1111111111111111,-0.07721280602636535,-206.83999999999997,-0.6655511937705129
B0BMWL7N8S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Pinstripe Gray,103.94,155.91,65,62,2,3,0.03076923076923077,0.04838709677419355,-0.017617866004962776,-51.97,-0.3333333333333333
B0BMWCRXGG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blush Pink,103.94,363.78999999999996,240,204,2,7,0.008333333333333333,0.03431372549019608,-0.02598039215686275,-259.84999999999997,-0.7142857142857143
B01MYZYURF,Cotton Flannel Sheet Set 160GSM,Queen,Blue,103.94,155.91,17,20,2,3,0.11764705882352941,0.15,-0.032352941176470584,-51.97,-0.3333333333333333
B08CZZKK5S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Coral,103.94,0.0,28,21,2,0,0.07142857142857142,0.0,0.07142857142857142,103.94,
B0822WWZJR,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Black,102.9,155.91,28,25,2,3,0.07142857142857142,0.12,-0.04857142857142857,-53.00999999999999,-0.3400038483740619
B0822WJHV4,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Royal Blue,99.94,199.88,100,94,2,4,0.02,0.0425531914893617,-0.0225531914893617,-99.94,-0.5
B07YYCMGJH,Silk Pillowcase,"Body 20"" X 54""",Dark Gray,99.94,0.0,3,3,2,0,0.6666666666666666,0.0,0.6666666666666666,99.94,
B0CYCPMZ75,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Emerald Green,99.94,49.97,16,13,2,1,0.125,0.07692307692307693,0.04807692307692307,49.97,1.0
B0CYCQC3PJ,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Blush Pink,99.94,0.0,15,19,2,0,0.13333333333333333,0.0,0.13333333333333333,99.94,
B0CYCPL4PN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Light Gray,99.94,197.88,24,22,2,4,0.08333333333333333,0.18181818181818182,-0.0984848484848485,-97.94,-0.4949464321811199
B08BZWY862,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Lavender,99.94,49.97,36,20,2,1,0.05555555555555555,0.05,0.00555555555555555,49.97,1.0
B0D7J69H6B,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Beige,99.94,0.0,28,24,2,0,0.07142857142857142,0.0,0.07142857142857142,99.94,
B0CYCPT2FR,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Blue Hydrangea,99.94,99.94,18,18,2,2,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
B0CYCQ212T,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Spa Blue,99.94,0.0,22,25,2,0,0.09090909090909091,0.0,0.09090909090909091,99.94,
B0CYCPRDLR,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Ivory,99.94,49.97,39,24,2,1,0.05128205128205128,0.041666666666666664,0.009615384615384616,49.97,1.0
B08CHNZBHQ,1800 Ultrasonic Coverlet,Twin,Beige,95.94,0.0,127,99,2,0,0.015748031496062992,0.0,0.015748031496062992,95.94,
B0822VY7BG,"1800 Fitted Sheet 21"" Deep",Queen,Gray,95.88,0.0,44,32,4,0,0.09090909090909091,0.0,0.09090909090909091,95.88,
B01ES3L50S,1800 Fitted Sheet,Twin,White,94.85,189.7,23,37,5,10,0.21739130434782608,0.2702702702702703,-0.052878965922444204,-94.85,-0.5
B0CNS1M85H,1800 Bed Sheets,Split King,Blue Nova,93.94,46.97,30,29,2,1,0.06666666666666667,0.034482758620689655,0.03218390804597701,46.97,1.0
B01MY7SKC2,1800 Bed Sheets,Split King,Brown,93.94,46.97,21,18,2,1,0.09523809523809523,0.05555555555555555,0.03968253968253968,46.97,1.0
B01MS6XZ05,1800 Bed Sheets,Split King,Light Gray,93.94,234.85,77,64,2,5,0.025974025974025976,0.078125,-0.052150974025974024,-140.91,-0.6
B08RZDTTWQ,1800 Bed Sheets,Split King,Sage,93.94,281.82,112,145,2,7,0.017857142857142856,0.04827586206896552,-0.03041871921182266,-187.88,-0.6666666666666666
B01MT8NMIM,1800 Bed Sheets,Split King,Aqua,93.94,281.82,66,49,2,6,0.030303030303030304,0.12244897959183673,-0.09214594928880643,-187.88,-0.6666666666666666
B08RZG1KTW,1800 Bed Sheets,Split King,Golden Ivory,93.94,0.0,78,76,2,0,0.02564102564102564,0.0,0.02564102564102564,93.94,
B0CLYCPG5T,1800 Bed Sheets,Split King,Burgundy,93.94,46.97,18,14,2,1,0.1111111111111111,0.07142857142857142,0.03968253968253968,46.97,1.0
B08BZW8FG5,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Aqua,91.94,183.88,56,52,2,4,0.03571428571428571,0.07692307692307693,-0.041208791208791215,-91.94,-0.5
B08CZYZCPM,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Purple,91.94,91.94,40,30,2,2,0.05,0.06666666666666667,-0.016666666666666663,0.0,0.0
B08BZVT9FJ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Brown,91.94,91.94,49,36,2,2,0.04081632653061224,0.05555555555555555,-0.01473922902494331,0.0,0.0
B0822YV9ZR,1800 Bedskirt,King,Light Gray,91.88,22.97,54,36,4,1,0.07407407407407407,0.027777777777777776,0.046296296296296294,68.91,3.0
B0822WL4Z5,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Blue Hydrangea,89.94,89.94,35,29,2,2,0.05714285714285714,0.06896551724137931,-0.011822660098522168,0.0,0.0
B00O35CXRQ,1800 Bed Sheets,California King,Gold,89.94,134.91,56,45,2,3,0.03571428571428571,0.06666666666666667,-0.030952380952380953,-44.97,-0.3333333333333333
B0BMW6RRP6,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Pinstripe Gray,89.94,44.97,60,34,2,1,0.03333333333333333,0.029411764705882353,0.00392156862745098,44.97,1.0
B0DGQQHL23,1800 Bed Sheets,California King,Oxford Stripe Sage,89.94,0.0,61,55,2,0,0.03278688524590164,0.0,0.03278688524590164,89.94,
B0822WKWYQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Gray,89.94,44.97,35,45,2,1,0.05714285714285714,0.022222222222222223,0.03492063492063492,44.97,1.0
B0822XD973,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Beige,89.94,314.78999999999996,44,52,2,7,0.045454545454545456,0.1346153846153846,-0.08916083916083915,-224.84999999999997,-0.7142857142857143
B00ZSHJ0TM,1800 Bed Sheets,California King,Striped Gray/Silver,89.94,0.0,70,50,2,0,0.02857142857142857,0.0,0.02857142857142857,89.94,
B08RZDNSMT,1800 Bed Sheets,California King,Teal,89.94,134.91,55,51,2,3,0.03636363636363636,0.058823529411764705,-0.022459893048128343,-44.97,-0.3333333333333333
B0822XZ52Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Light Gray,89.94,629.58,29,120,2,14,0.06896551724137931,0.11666666666666667,-0.04770114942528736,-539.6400000000001,-0.8571428571428572
B00O35DTJM,1800 Bed Sheets,California King,Aqua,89.94,134.91,74,58,2,3,0.02702702702702703,0.05172413793103448,-0.024697110904007454,-44.97,-0.3333333333333333
B00O35CYRK,1800 Bed Sheets,California King,Brown,89.94,89.94,45,26,2,2,0.044444444444444446,0.07692307692307693,-0.03247863247863248,0.0,0.0
B01DN0B0GG,1800 Bed Sheets,California King,Emerald Green,89.94,179.88,64,58,2,4,0.03125,0.06896551724137931,-0.03771551724137931,-89.94,-0.5
B0CNRX7KCP,1800 Bed Sheets,California King,Pistachio,89.94,0.0,40,32,2,0,0.05,0.0,0.05,89.94,
B0822XR323,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Royal Blue,89.94,89.94,14,14,2,2,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
B010LAZQW0,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Striped White,89.85,89.85,15,14,5,5,0.3333333333333333,0.35714285714285715,-0.023809523809523836,0.0,0.0
B01DN0BDW2,1800 Pillowcase Set 2 pc,Set of 2 King Size,Emerald Green,89.85,53.91,24,21,5,3,0.20833333333333334,0.14285714285714285,0.0654761904761905,35.94,0.6666666666666666
B0822YV6M1,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Pinstripe Gray,89.49,107.82,20,18,5,6,0.25,0.3333333333333333,-0.08333333333333331,-18.33,-0.17000556483027268
B01N6H22Z5,Cotton Flannel Sheet Set 160GSM,Twin XL,Gray,87.94,43.97,28,36,2,1,0.07142857142857142,0.027777777777777776,0.04365079365079365,43.97,1.0
B0BTZ5LJPM,1800 Bed Sheet Set 6 PIECE,Queen,Black,87.94,87.94,12,14,2,2,0.16666666666666666,0.14285714285714285,0.023809523809523808,0.0,0.0
B01N0R133G,Cotton Flannel Sheet Set 160GSM,Twin XL,Blue,87.94,0.0,11,10,2,0,0.18181818181818182,0.0,0.18181818181818182,87.94,
B01ES3OLKY,1800 Fitted Sheet,California King,Black,87.88,21.97,5,2,4,1,0.8,0.5,0.30000000000000004,65.91,3.0
B0DGQPRB4N,1800 Bed Sheets,King,Oxford Stripe Hazy Lilac,85.94,128.91,127,104,2,3,0.015748031496062992,0.028846153846153848,-0.013098122350090856,-42.97,-0.3333333333333333
B01ES3MJ3U,1800 Fitted Sheet,Queen,Spa Mint,79.88,39.94,38,16,4,2,0.10526315789473684,0.125,-0.019736842105263164,39.94,1.0
B0BTZ4XGNW,1800 Bed Sheet Set 6 PIECE,Full,Blue Hydrangea,77.94,38.97,11,13,2,1,0.18181818181818182,0.07692307692307693,0.1048951048951049,38.97,1.0
B0822XD5NV,"1800 Fitted Sheet 21"" Deep",Twin XL,Beige,76.9,0.0,13,13,5,0,0.38461538461538464,0.0,0.38461538461538464,76.9,
B0DGQNQFFX,1800 Bed Sheets,Full,Charcoal,75.94,189.85,32,30,2,5,0.0625,0.16666666666666666,-0.10416666666666666,-113.91,-0.6
B0BTZ5BY6R,1800 Bed Sheet Set 6 PIECE,Twin XL,Light Gray,75.94,151.88,10,27,2,4,0.2,0.14814814814814814,0.05185185185185187,-75.94,-0.5
B0BTZ6B7XR,1800 Bed Sheet Set 6 PIECE,Twin XL,Spa Blue,75.94,113.91,12,24,2,3,0.16666666666666666,0.125,0.04166666666666666,-37.97,-0.3333333333333333
B0BTZ86L2X,1800 Bed Sheet Set 6 PIECE,Twin XL,Gray,75.94,37.97,12,18,2,1,0.16666666666666666,0.05555555555555555,0.1111111111111111,37.97,1.0
B01ES3N46G,1800 Fitted Sheet,Twin XL,Light Gray,75.88,94.85,29,13,4,5,0.13793103448275862,0.38461538461538464,-0.24668435013262602,-18.97,-0.2
B08NPRBV33,400TC Cotton Sheet Set,King,Ivory,74.97,74.97,9,6,1,1,0.1111111111111111,0.16666666666666666,-0.05555555555555555,0.0,0.0
B08NPVN1G9,400TC Cotton Sheet Set,King,Gray,74.97,0.0,15,2,1,0,0.06666666666666667,0.0,0.06666666666666667,74.97,
B07MHRNH3W,1800 Duvet Cover Set,King,Light Gray,73.94,0.0,24,21,2,0,0.08333333333333333,0.0,0.08333333333333333,73.94,
B08CZZTNBQ,"1800 Fitted Sheet 21"" Deep",Queen,Spa Mint,71.91,23.97,35,36,3,1,0.08571428571428572,0.027777777777777776,0.05793650793650794,47.94,2.0
B0822W8CWV,"1800 Fitted Sheet 21"" Deep",Queen,White,71.91,95.88,34,29,3,4,0.08823529411764706,0.13793103448275862,-0.049695740365111554,-23.97,-0.25
B08CZZXTVT,"1800 Fitted Sheet 21"" Deep",Queen,Lavender,71.91,23.97,20,9,3,1,0.15,0.1111111111111111,0.03888888888888889,47.94,2.0
B08D114CF3,"1800 Fitted Sheet 21"" Deep",Queen,Coral,71.91,23.97,10,10,3,1,0.3,0.1,0.19999999999999998,47.94,2.0
B08TRN118H,1800 Pillowcase Set 2 pc,Set of 2 King Size,Golden Ivory,71.88,125.78999999999999,25,27,4,7,0.16,0.25925925925925924,-0.09925925925925924,-53.91,-0.42857142857142855
B00RKHXH42,1800 Pillowcase Set 2 pc,Set of 2 King Size,Gold,71.88,35.94,28,24,4,2,0.14285714285714285,0.08333333333333333,0.05952380952380952,35.94,1.0
B00RKHX0LC,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Purple,71.88,17.97,15,20,4,1,0.26666666666666666,0.05,0.21666666666666667,53.91,3.0
