asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp
B0CLY99SL5,1800 Bed Sheets,Full,Ivory,1632.71,3763.96,540,3091,44,120,0.08148148148148149,0.038822387576835975,0.04265909390464551
B01CYLCQEK,1800 Bed Sheets,Queen,Paisley Gray,1598.8,6170.37,973,4025,40,192,0.041109969167523124,0.04770186335403727,-0.006591894186514145
B00ZSGVJE2,1800 Bed Sheets,King,Striped White,1595.97,6265.0,392,2794,39,180,0.09948979591836735,0.06442376521116679,0.03506603070720056
B08RZDLLP7,1800 Bed Sheets,King,Blush Pink,1589.89,7835.96,668,4907,38,226,0.05688622754491018,0.046056653759934785,0.010829573784975392
B07BKMXCYF,1800 Bed Sheets,Queen,Spa Blue,1517.26,10534.5,1069,7506,40,331,0.037418147801683815,0.0440980548894218,-0.006679907087737982
B0CNRZDPG2,1800 Bed Sheets,Queen,Hazy Lilac,1478.09,7946.53,940,7037,37,249,0.039361702127659576,0.03538439675998295,0.003977305367676626
B00WAIH2TM,1800 Bed Sheets,Queen,Lavender,1438.1199999999997,7606.83,959,7014,36,239,0.03753910323253389,0.034074707727402335,0.0034643955051315567
B0DGQPSZVY,1800 Bed Sheets,King,Mineral Gray,1418.0099999999998,7965.73,795,5631,33,229,0.04150943396226415,0.04066773219676789,0.0008417017654962569
B0BTZ24S9W,1800 Bed Sheet Set 6 PIECE,King,White,1409.22,4811.41,257,1040,30,115,0.11673151750972763,0.11057692307692307,0.006154594432804555
B0CNRXJ7ZB,1800 Bed Sheets,King,Sky Blue,1373.32,7307.139999999999,620,4375,32,202,0.05161290322580645,0.04617142857142857,0.00544147465437788
B00WAIH1FW,1800 Bed Sheets,Queen,Black,1358.98,4839.5,354,1231,35,150,0.09887005649717515,0.12185215272136475,-0.022982096224189605
B07R5VP98P,1800 Bed Sheets,Queen,Pinstripe Gray,1317.41,7899.12,622,3312,35,246,0.05627009646302251,0.07427536231884058,-0.01800526585581807
B0BMW9MMY9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Golden Ivory,1299.2500000000002,10080.89,508,4170,25,236,0.04921259842519685,0.056594724220623505,-0.007382125795426651
B08RZCP48J,1800 Bed Sheets,Full,Golden Ivory,1289.4599999999998,3302.8500000000004,455,2001,34,105,0.07472527472527472,0.05247376311844078,0.022251511606833946
B07BKP98B7,1800 Bed Sheets,King,Spa Blue,1288.2400000000002,10938.519999999999,877,5195,30,316,0.03420752565564424,0.06082771896053898,-0.026620193304894735
B0822XGGJ6,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Light Gray,1249.25,9752.83,452,3824,25,240,0.05530973451327434,0.06276150627615062,-0.007451771762876286
B0822WVF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Gray,1249.25,6534.610000000001,313,2407,25,161,0.07987220447284345,0.06688824262567511,0.012983961847168338
B0BMW72PRP,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Sage,1199.2800000000002,6345.29,333,2345,24,157,0.07207207207207207,0.06695095948827293,0.005121112583799145
B07RC2W7Q8,1800 Bed Sheets,Queen,Laced Sky Blue,1199.1000000000001,7475.01,481,2720,30,233,0.062370062370062374,0.08566176470588235,-0.02329170233581998
B0CNRZQ14K,1800 Bed Sheets,King,Hazy Lilac,1160.19,7007.939999999999,503,3408,27,202,0.0536779324055666,0.05927230046948357,-0.005594368063916971
B0112XPNDW,1800 Bed Sheets,Queen,Tan,1159.13,6303.78,428,1967,31,194,0.07242990654205607,0.09862735129639044,-0.026197444754334373
B01DN0APS0,1800 Bed Sheets,Queen,Yellow,1119.16,4206.07,779,5581,30,131,0.038510911424903725,0.023472495968464433,0.015038415456439292
B016P42X2W,1800 Bed Sheets,Twin XL,Light Gray,1119.04,7188.41,448,1578,34,253,0.07589285714285714,0.1603295310519645,-0.08443667390910738
B0CNRXVPC8,1800 Bed Sheets,King,Blue Nova,1074.25,5042.65,412,2447,25,146,0.06067961165048544,0.0596648957907642,0.001014715859721238
B07R5VPFDK,1800 Bed Sheets,King,Laced Sky Blue,1074.25,6196.83,330,1878,25,177,0.07575757575757576,0.09424920127795527,-0.018491625520379515
B00O384OYI,1800 Bed Sheets,Full,Gray,1063.1599999999999,3242.92,287,1914,29,103,0.10104529616724739,0.05381400208986416,0.04723129407738323
B08CZXP1GF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Mint,1049.37,5369.34,421,3432,21,133,0.0498812351543943,0.03875291375291375,0.011128321401480547
B0822WT3R6,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Gray,1039.4,9280.630000000001,297,2284,20,219,0.06734006734006734,0.09588441330998249,-0.028544345969915147
B0BMW6NBFV,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Laced Sky Blue,1039.4,4060.5299999999997,349,2318,20,96,0.05730659025787966,0.04141501294219154,0.01589157731568812
B00NLNDRUI,1800 Bed Sheets,Queen,Brown,1038.42,3564.7,295,1090,26,111,0.08813559322033898,0.1018348623853211,-0.013699269164982125
B00ZSGWAHC,1800 Bed Sheets,Queen,Striped White,1036.82,4856.26,466,2357,26,148,0.055793991416309016,0.06279168434450573,-0.006997692928196714
B0822YG3V8,1800 Pillowcase Set 4 pc,Standard,White,1021.72,2063.51,122,260,40,89,0.32786885245901637,0.3423076923076923,-0.014438839848675944
B0822WWZJQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,White,989.34,8848.68,395,3070,22,244,0.05569620253164557,0.07947882736156352,-0.02378262482991795
B01DN0ASH8,1800 Bed Sheets,King,Emerald Green,988.3099999999998,5546.4,476,2765,23,160,0.04831932773109244,0.05786618444846293,-0.009546856717370489
B08BZY7QCJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Tan,987.43,7586.63,359,2087,19,179,0.052924791086350974,0.08576904647819837,-0.0328442553918474
B08RZDW2H2,1800 Bed Sheets,Twin,Blush Pink,978.46,2727.15,214,1863,28,95,0.1308411214953271,0.05099302200751476,0.07984809948781232
B079YXK5SN,1800 Duvet Cover Set,Queen,White,972.16,1571.9799999999998,206,622,28,54,0.13592233009708737,0.08681672025723473,0.04910560983985264
B00NQDGHDC,1800 Bed Sheets,King,Aqua,945.3399999999999,6615.129999999999,608,4115,22,189,0.03618421052631579,0.04592952612393682,-0.009745315597621027
B07RBZ1MYN,1800 Bed Sheets,King,Pinstripe Gray,944.4799999999999,6472.08,429,2421,22,184,0.05128205128205128,0.07600165220983064,-0.02471960092777936
B0822WXPVG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Blue,934.4200000000001,8168.639999999999,369,2976,18,193,0.04878048780487805,0.0648521505376344,-0.016071662732756356
B01CYLCRO4,1800 Bed Sheets,King,Paisley Gray,901.5099999999999,6016.15,489,2074,21,173,0.04294478527607362,0.08341369334619093,-0.04046890807011731
B00NLNDSZW,1800 Bed Sheets,Queen,Purple,879.3399999999999,2971.27,311,1181,22,91,0.0707395498392283,0.07705334462320068,-0.006313794783972385
B0CNRYFVFL,1800 Bed Sheets,Queen,Pistachio,879.3399999999999,3670.58,676,4939,23,114,0.034023668639053255,0.023081595464668963,0.010942073174384292
B08RZD3PN6,1800 Bed Sheets,Full,Sage,873.31,3182.0299999999997,273,1315,23,102,0.08424908424908426,0.07756653992395438,0.00668254432512988
B00WAIH5ZI,1800 Bed Sheets,King,Lavender,859.4,4983.110000000001,455,3092,21,143,0.046153846153846156,0.046248382923673996,-9.45367698278396e-05
B00NQDGK3O,1800 Bed Sheets,King,Brown,859.3999999999999,4094.69,390,1116,20,117,0.05128205128205128,0.10483870967741936,-0.05355665839536808
B0822X3C9M,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,White,854.4300000000001,3016.64,201,1886,23,82,0.11442786069651742,0.043478260869565216,0.0709495998269522
B0BMWBX14R,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blush Pink,849.49,5473.43,362,7163,17,135,0.04696132596685083,0.018846851877704872,0.028114474089145955
B013FJJOCM,1800 Bed Sheets,Queen,Royal Blue,839.3700000000001,4018.45,462,3094,21,125,0.045454545454545456,0.040400775694893344,0.005053769759652112
B0CLYCSPZB,1800 Bed Sheets,Twin XL,Ivory,839.2800000000001,2922.91,197,1078,24,103,0.1218274111675127,0.09554730983302412,0.026280101334488576
B01ETTH5H8,1800 Flat Sheet,California King,White,838.74,376.34000000000003,33,92,42,22,1.2727272727272727,0.2391304347826087,1.033596837944664
B0BMW6K3FD,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Sage,831.52,7189.780000000001,361,3223,16,169,0.0443213296398892,0.05243561898852001,-0.008114289348630815
B0BMW8JKMX,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Pinstripe Gray,799.52,3487.45,251,1715,16,85,0.06374501992031872,0.04956268221574344,0.014182337704575283
B0CNRWYNDF,1800 Bed Sheets,Queen,Terracotta,799.4,3574.67,423,2584,20,111,0.04728132387706856,0.04295665634674923,0.0043246675303193274
B00NLNDO6K,1800 Bed Sheets,Queen,Navy Blue,799.4,5127.23,231,1075,20,159,0.08658008658008658,0.14790697674418604,-0.061326890164099465
B01DN0AKSK,1800 Bed Sheets,Queen,Coral,798.6000000000001,3955.84,479,3198,20,122,0.04175365344467641,0.03814884302689181,0.0036048104177845985
B01ETTFKIE,1800 Flat Sheet,King,White,778.83,653.8,101,201,39,40,0.38613861386138615,0.19900497512437812,0.18713363873700803
B00NQDGDYA,1800 Bed Sheets,King,Navy Blue,773.46,3598.71,146,757,18,103,0.1232876712328767,0.13606340819022458,-0.012775736957347877
B01FWBWTGO,1800 Ultrasonic Coverlet,King,Spa Blue,769.58,1176.22,782,891,14,26,0.017902813299232736,0.029180695847362513,-0.011277882548129777
B08RZCL98X,1800 Bed Sheets,Twin XL,Blush Pink,769.3399999999999,3936.8900000000003,298,1220,23,137,0.07718120805369127,0.11229508196721312,-0.035113873913521845
B0CNS16FHR,1800 Bed Sheets,Full,Sky Blue,759.4,3150.94,299,1476,20,102,0.06688963210702341,0.06910569105691057,-0.002216058949887162
B00ZSGV5LY,1800 Bed Sheets,Queen,Striped Gray/Silver,758.6299999999999,2203.93,444,2281,19,69,0.04279279279279279,0.03024989039894783,0.012542902393844962
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,749.55,4336.79,302,1918,15,107,0.04966887417218543,0.05578727841501564,-0.006118404242830215
B0BMW7CQ51,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Laced Sky Blue,749.55,2624.16,252,1735,15,64,0.05952380952380952,0.03688760806916427,0.022636201454645254
B08BZYCY47,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Aqua,749.55,4709.4400000000005,278,2191,15,116,0.0539568345323741,0.05294386125057052,0.0010129732818035808
B0822X1KV9,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Beige,749.55,5062.33,278,2303,15,125,0.0539568345323741,0.054277029960920535,-0.00032019542854643673
B08BZXJS3M,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brown,727.5799999999999,1694.78,143,719,14,40,0.0979020979020979,0.055632823365785816,0.04226927453631209
B01DN0AEXQ,1800 Bed Sheets,Full,Spa Mint,720.67,2768.6899999999996,331,1996,19,88,0.05740181268882175,0.04408817635270541,0.01331363633611634
B00SUF34LO,1800 Bed Sheets,Twin,Light Gray,699.4,2685.27,157,1135,20,91,0.12738853503184713,0.0801762114537445,0.047212323578102636
B07GQ38TP8,1800 Duvet Cover Set,King,White,698.7299999999999,2180.87,217,502,19,71,0.08755760368663594,0.14143426294820718,-0.053876659261571244
B08CZY4RXL,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Purple,675.61,2161.64,127,704,13,52,0.10236220472440945,0.07386363636363637,0.02849856836077308
B0822YMKR5,1800 Bedskirt,King,White,666.1300000000001,1499.56,394,1111,30,79,0.07614213197969544,0.0711071107110711,0.005035021268624332
B00O35CXSK,1800 Bed Sheets,Twin,Beige,664.4300000000001,1027.9199999999998,59,227,19,37,0.3220338983050847,0.16299559471365638,0.15903830359142834
B0822YLBZP,1800 Bedskirt,Twin XL,White,659.01,510.13,133,317,33,29,0.24812030075187969,0.0914826498422713,0.1566376509096084
B0CNRXLLCS,1800 Bed Sheets,Full,Blue Nova,645.49,2102.26,188,869,17,67,0.09042553191489362,0.07710011507479862,0.013325416840095
B0DGQRH24Q,1800 Bed Sheets,Full,Mineral Gray,645.49,2702.99,253,1500,17,87,0.06719367588932806,0.058,0.009193675889328061
B00WAIGZYK,1800 Bed Sheets,Full,Lavender,645.4899999999999,2194.44,247,1244,17,71,0.06882591093117409,0.05707395498392283,0.011751955947251258
B01DN0ARJM,1800 Bed Sheets,King,Coral,644.55,1982.89,263,1549,15,57,0.057034220532319393,0.036797934151065206,0.020236286381254187
B00NLNDU00,1800 Bed Sheets,Queen,Brick Red,638.7199999999999,2477.66,402,2648,16,78,0.03980099502487562,0.02945619335347432,0.0103448016714013
B0CLYD6CZX,1800 Bed Sheets,California King,Ivory,629.58,3012.54,215,1392,14,82,0.06511627906976744,0.05890804597701149,0.006208233092755949
B08CZZZVYR,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Paisley Gray,623.6400000000001,5660.63,398,2568,12,133,0.03015075376884422,0.05179127725856698,-0.021640523489722757
B08C1C46DQ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Aqua,623.64,4978.0599999999995,250,2341,12,118,0.048,0.05040580948312687,-0.0024058094831268667
B00NQDGKZC,1800 Bed Sheets,King,Purple,601.5799999999999,1418.57,144,558,14,41,0.09722222222222222,0.07347670250896057,0.02374551971326165
B0DGQRDZLP,1800 Bed Sheets,King,Oxford Stripe Sage,600.72,2444.7,387,1479,14,70,0.03617571059431524,0.04732927653820149,-0.011153565943886244
B08BZWL45V,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Lavender,599.64,4105.3,243,2082,12,102,0.04938271604938271,0.04899135446685879,0.0003913615825239247
B0822XTD1X,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Light Gray,597.6099999999999,2169.46,87,640,14,58,0.16091954022988506,0.090625,0.07029454022988506
B08RZBT9K8,1800 Bed Sheets,King,Teal,594.78,6538.360000000001,426,2605,14,188,0.03286384976525822,0.07216890595009597,-0.03930505618483775
B01ES3MMYG,1800 Fitted Sheet,King,White,593.1899999999999,1233.35,89,275,27,65,0.30337078651685395,0.23636363636363636,0.06700715015321759
B0BMW6YBL4,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Pinstripe Gray,571.67,4427.280000000001,322,2253,11,104,0.034161490683229816,0.0461606746560142,-0.011999183972784384
B0BMWCRXGG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blush Pink,571.67,4103.98,284,3357,11,95,0.03873239436619718,0.02829907655644921,0.010433317809747971
B0BTZ5QFD7,1800 Bed Sheet Set 6 PIECE,Twin,White,566.51,2614.5,91,322,16,83,0.17582417582417584,0.2577639751552795,-0.08193979933110365
B0CYCRHZR1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,White,559.6999999999999,2042.2600000000002,97,362,10,44,0.10309278350515463,0.12154696132596685,-0.018454177820812212
B0CLY98MH3,1800 Bed Sheets,Queen,Burgundy,559.5799999999999,2468.89,155,826,14,77,0.09032258064516129,0.09322033898305085,-0.002897758337889564
B00O35D38Y,1800 Bed Sheets,Twin,Aqua,559.52,1741.2,113,920,17,60,0.1504424778761062,0.06521739130434782,0.08522508657175838
B01DN09YTG,1800 Bed Sheets,Twin,Blue Hydrangea,559.52,1944.02,140,943,20,66,0.14285714285714285,0.06998939554612937,0.07286774731101348
B01ES3L33W,1800 Fitted Sheet,Queen,White,559.16,1238.9,202,539,28,70,0.13861386138613863,0.12987012987012986,0.008743731516008768
B0CNRYGRBQ,1800 Bed Sheets,Queen,Poppy Orange,558.78,1612.47,326,2022,15,51,0.046012269938650305,0.025222551928783383,0.020789718009866922
B00WAIH49U,1800 Bed Sheets,King,Black,558.6099999999999,3102.04,143,586,13,88,0.09090909090909091,0.15017064846416384,-0.059261557555072925
B08BZWJ6QK,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Tan,549.6700000000001,3309.3199999999997,211,1514,11,82,0.052132701421800945,0.05416116248348745,-0.0020284610616865054
B01ETTDTSM,1800 Flat Sheet,Queen,White,531.16,499.72,74,147,28,31,0.3783783783783784,0.2108843537414966,0.1674940246368818
B0BTZ7DKC5,1800 Bed Sheet Set 6 PIECE,Queen,Beige,525.0,1117.44,88,468,12,31,0.13636363636363635,0.06623931623931624,0.07012432012432011
B0822ZZJLL,1800 Bedskirt,Queen,White,524.25,1169.8799999999999,313,752,25,64,0.07987220447284345,0.0851063829787234,-0.005234178505879955
B08V8V7VZF,1800 Bed Sheets,RV / Short Queen,White,523.85,1263.0300000000002,510,1922,15,39,0.029411764705882353,0.02029136316337149,0.009120401542510863
B0DGQQ6JJ1,1800 Bed Sheets,Queen,Oxford Stripe Sage,519.61,2506.89,314,1642,13,77,0.041401273885350316,0.04689403166869671,-0.005492757783346396
B0CNRZ5KZH,1800 Bed Sheets,King,Terracotta,515.64,2708.23,293,1567,12,79,0.040955631399317405,0.05041480536056158,-0.009459173961244176
B014MVUDWM,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Light Gray,503.15999999999997,1458.6599999999999,94,275,28,98,0.2978723404255319,0.3563636363636364,-0.05849129593810448
B0822WFPWY,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Navy Blue,499.7,3507.3900000000003,149,921,10,87,0.06711409395973154,0.09446254071661238,-0.027348446756880834
B0822VQDHR,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Black,499.7,2188.41,113,615,10,53,0.08849557522123894,0.08617886178861789,0.002316713432621048
B0CNRZBB6D,1800 Bed Sheets,California King,Sky Blue,494.66999999999996,1546.74,84,527,11,42,0.13095238095238096,0.07969639468690702,0.05125598626547394
B08RZDX3PY,1800 Bed Sheets,California King,Golden Ivory,494.66999999999996,2311.14,114,845,11,62,0.09649122807017543,0.07337278106508875,0.02311844700508668
B01DN0A9IQ,1800 Bed Sheets,Full,Blue Hydrangea,493.60999999999996,3242.08,332,1546,13,104,0.0391566265060241,0.06727037516170763,-0.02811374865568353
B00O35DD2U,1800 Bed Sheets,Full,Navy Blue,491.33,1383.32,65,283,13,44,0.2,0.15547703180212014,0.044522968197879875
B016P42E9E,1800 Bed Sheets,Twin XL,Gray,488.88,4524.2,162,916,14,160,0.08641975308641975,0.17467248908296942,-0.08825273599654967
B0BMW6QWW7,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Golden Ivory,467.73,2187.54,122,2630,9,51,0.07377049180327869,0.019391634980988594,0.05437885682229009
B00O35DBNG,1800 Bed Sheets,Full,Beige,454.88,2475.23,139,506,12,79,0.08633093525179857,0.15612648221343872,-0.06979554696164016
B0BTZ7JCPL,1800 Bed Sheet Set 6 PIECE,Twin XL,White,454.88,1836.76,101,495,12,56,0.1188118811881188,0.11313131313131314,0.005680568056805668
B0822Y1V11,1800 Pillowcase Set 4 pc,King,White,449.76000000000005,875.51,55,106,18,37,0.32727272727272727,0.3490566037735849,-0.021783876500857613
B0822WJHV4,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Royal Blue,449.73,1422.02,138,916,9,34,0.06521739130434782,0.03711790393013101,0.028099487374216817
B08CZZ5HLF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Purple,449.73,1598.8000000000002,138,720,9,40,0.06521739130434782,0.05555555555555555,0.009661835748792272
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,449.72999999999996,3887.9300000000003,290,2667,9,95,0.03103448275862069,0.03562054743157105,-0.004586064672950363
B00O35DPN2,1800 Bed Sheets,California King,Gray,449.70000000000005,1699.6200000000001,126,511,10,46,0.07936507936507936,0.09001956947162426,-0.0106544901065449
B0CLYBZB3P,1800 Bed Sheets,Queen,Taupe,439.66999999999996,1594.5,163,920,11,50,0.06748466257668712,0.05434782608695652,0.013136836489730595
