br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_prior_sessions,br_current_units,br_prior_units,br_current_conversion,br_prior_conversion,br_current_days,br_current_rows,br_negative_rows,ao_current_gross_item_sales,ao_prior_gross_item_sales,ao_current_item_promo_discount,ao_prior_item_promo_discount,ao_current_net_item_sales,ao_prior_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_current_orders,ao_current_units,current_tracked_keywords
415114.6600000034,1896076.089999992,157412,1123237,11131,58138,0.0707125250933855,0.0517593348509709,7,7692,0,415233.1299999994,1901429.1999999972,5503.64,14706.000000000002,409729.48999999964,1886723.1999999974,5307.180000000003,8278,11124,120
