asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp
B08RZFVS95,1800 Bed Sheets,Queen,Sage,3157.63,3553.33,1203,1340,85,94,0.07065669160432253,0.07014925373134329,0.0005074378729792439
B01DN0AJXQ,1800 Bed Sheets,Queen,Blue Hydrangea,3156.83,2677.19,1145,1351,80,68,0.06986899563318777,0.050333086602516654,0.019535909030671116
B00NLLUNSE,1800 Bed Sheets,Queen,Beige,2995.35,2595.65,1083,1248,75,65,0.06925207756232687,0.052083333333333336,0.01716874422899354
B0BTZ5HGMB,1800 Bed Sheet Set 6 PIECE,Queen,White,2730.23,3135.83,590,726,67,77,0.1135593220338983,0.10606060606060606,0.0074987159732922415
B00RKHWJ1O,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,White,2663.0,3009.98,467,443,149,181,0.31905781584582443,0.40857787810383744,-0.08952006225801301
B0CNRZBCFQ,1800 Bed Sheets,Queen,Sky Blue,2398.2000000000003,2637.2200000000003,900,1242,60,66,0.06666666666666667,0.05314009661835749,0.013526570048309178
B01DN0AOW2,1800 Bed Sheets,Queen,Spa Mint,2318.26,3156.8300000000004,1345,1593,59,79,0.04386617100371747,0.04959196484620213,-0.005725793842484658
B0DGQSDWFD,1800 Bed Sheets,Queen,Mineral Gray,2278.29,2597.25,1067,1278,57,65,0.053420805998125584,0.05086071987480438,0.0025600861233212036
B07R5VP98P,1800 Bed Sheets,Queen,Pinstripe Gray,2275.89,1317.41,764,622,57,35,0.07460732984293193,0.05627009646302251,0.018337233379909425
B01DN0AW8I,1800 Bed Sheets,King,Spa Mint,2190.61,2019.5900000000001,955,1126,51,47,0.05340314136125655,0.041740674955595025,0.011662466405661522
B0BTZ24S9W,1800 Bed Sheet Set 6 PIECE,King,White,2160.26,1409.2199999999998,295,257,45,30,0.15254237288135594,0.11673151750972763,0.035810855371628314
B00O35DNS4,1800 Bed Sheets,California King,White,2155.8599999999997,2562.3900000000003,545,545,48,57,0.08807339449541285,0.10458715596330276,-0.01651376146788991
B00NQDGBTC,1800 Bed Sheets,King,Beige,2102.9500000000003,2234.4399999999996,583,637,49,52,0.08404802744425385,0.08163265306122448,0.00241537438302937
B0822Y7786,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,White,2021.76,1743.1799999999998,419,474,44,39,0.10501193317422435,0.08227848101265822,0.022733452161566123
B08RZDH679,1800 Bed Sheets,King,Sage,1888.9599999999998,2105.5299999999997,769,842,44,50,0.05721716514954486,0.05938242280285035,-0.00216525765330549
B08RZF62QM,1800 Bed Sheets,Full,Blush Pink,1859.77,2049.62,553,564,50,54,0.09041591320072333,0.09574468085106383,-0.005328767650340502
B01DN0AQN4,1800 Bed Sheets,King,Blue Hydrangea,1845.13,2234.44,766,867,44,53,0.057441253263707574,0.06113033448673587,-0.003689081223028294
B0CNRZ4Y1C,1800 Bed Sheets,Queen,Blue Nova,1838.6200000000001,1677.9399999999998,569,715,46,42,0.08084358523725835,0.05874125874125874,0.022102326495999608
B07BKMXCYF,1800 Bed Sheets,Queen,Spa Blue,1798.65,1517.2600000000002,999,1069,45,40,0.04504504504504504,0.037418147801683815,0.0076268972433612275
B07RC2W7Q8,1800 Bed Sheets,Queen,Laced Sky Blue,1797.0500000000002,1199.1,492,481,45,30,0.09146341463414634,0.062370062370062374,0.029093352264083966
B0112XPNDW,1800 Bed Sheets,Queen,Tan,1795.45,1159.13,399,428,45,31,0.11278195488721804,0.07242990654205607,0.04035204834516197
B0822WT3R6,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Gray,1766.9799999999998,1039.4,297,297,34,20,0.11447811447811448,0.06734006734006734,0.047138047138047146
B07BKP98B7,1800 Bed Sheets,King,Spa Blue,1760.9099999999999,1288.24,781,877,43,30,0.05505761843790013,0.03420752565564424,0.020850092782255886
B00WAIH1FW,1800 Bed Sheets,Queen,Black,1718.7099999999998,1358.98,397,354,44,35,0.11083123425692695,0.09887005649717515,0.011961177759751807
B0112XNCS0,1800 Bed Sheets,King,Tan,1717.0800000000002,1803.88,422,438,40,42,0.0947867298578199,0.0958904109589041,-0.0011036811010842057
B0822XQ9DZ,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,White,1713.9700000000003,2129.73,376,560,33,42,0.08776595744680851,0.075,0.012765957446808515
B00SUF39K0,1800 Bed Sheets,Full,Light Gray,1707.8899999999999,1707.13,395,394,45,45,0.11392405063291139,0.11421319796954314,-0.00028914733663175374
B0822XGGJ6,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Light Gray,1697.98,1249.25,396,452,34,25,0.08585858585858586,0.05530973451327434,0.030548851345311517
B08CZZZVYR,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Paisley Gray,1663.0400000000004,623.6400000000001,361,398,32,12,0.0886426592797784,0.03015075376884422,0.058491905510934174
B0CNRZDPG2,1800 Bed Sheets,Queen,Hazy Lilac,1637.17,1478.0900000000001,721,940,41,37,0.056865464632454926,0.039361702127659576,0.01750376250479535
B00NQDGCW8,1800 Bed Sheets,King,Gray,1632.86,2143.34,603,668,38,50,0.06301824212271974,0.0748502994011976,-0.011832057278477859
B01DN0ALM0,1800 Bed Sheets,Queen,Emerald Green,1598.7999999999997,1717.91,670,772,40,43,0.05970149253731343,0.05569948186528497,0.004002010672028461
B00ZSGWAHC,1800 Bed Sheets,Queen,Striped White,1558.83,1036.82,677,466,39,26,0.05760709010339734,0.055793991416309016,0.0018130986870883228
B00RKHX3E6,1800 Pillowcase Set 2 pc,Set of 2 King Size,White,1526.3700000000001,2155.8199999999997,252,289,85,133,0.3373015873015873,0.4602076124567474,-0.12290602515516008
B00WAIH2TM,1800 Bed Sheets,Queen,Lavender,1518.86,1438.12,790,959,38,36,0.04810126582278481,0.03753910323253389,0.010562162590250918
B0CNRXJ7ZB,1800 Bed Sheets,King,Sky Blue,1503.95,1373.32,548,620,35,32,0.06386861313868614,0.05161290322580645,0.012255709912879685
B016P42X2W,1800 Bed Sheets,Twin XL,Light Gray,1503.71,1119.04,438,448,43,34,0.09817351598173515,0.07589285714285714,0.022280658838878017
B0BMW9MMY9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Golden Ivory,1455.16,1299.25,391,508,28,25,0.07161125319693094,0.04921259842519685,0.02239865477173409
B01ETTFKIE,1800 Flat Sheet,King,White,1437.8399999999997,659.01,101,101,72,39,0.7128712871287128,0.38613861386138615,0.3267326732673267
B0822WWZJQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,White,1394.07,989.34,570,395,31,22,0.054385964912280704,0.05569620253164557,-0.0013102376193648638
B08RZCP48J,1800 Bed Sheets,Full,Golden Ivory,1366.16,1252.25,433,455,36,33,0.08314087759815242,0.07252747252747253,0.010613405070679885
B0822X9LJN,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Light Gray,1351.22,1660.54,378,464,26,32,0.06878306878306878,0.06896551724137931,-0.00018244845831053014
B08CZZ4SYJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Mint,1299.25,1818.9500000000003,420,543,25,36,0.05952380952380952,0.06629834254143646,-0.006774533017626941
B00NLNDP1Y,1800 Bed Sheets,Queen,Aqua,1279.04,2117.61,964,1061,33,55,0.03423236514522822,0.051837888784165884,-0.017605523638937665
B07RBZ1MYN,1800 Bed Sheets,King,Pinstripe Gray,1246.1299999999999,944.4799999999999,461,429,29,22,0.06290672451193059,0.05128205128205128,0.011624673229879312
B00ZSGVJE2,1800 Bed Sheets,King,Striped White,1244.4099999999999,1595.9699999999998,707,392,29,39,0.04101838755304102,0.09948979591836735,-0.05847140836532633
B0CNRZQ14K,1800 Bed Sheets,King,Hazy Lilac,1239.33,1160.19,402,503,29,27,0.07213930348258707,0.0536779324055666,0.01846137107702047
B0CLY99SL5,1800 Bed Sheets,Full,Ivory,1214.28,1632.71,534,540,32,44,0.0599250936329588,0.08148148148148149,-0.021556387848522686
B07R5VPFDK,1800 Bed Sheets,King,Laced Sky Blue,1200.5800000000002,1074.25,354,330,28,25,0.07909604519774012,0.07575757575757576,0.00333846944016436
B0822WHPQZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blue Hydrangea,1199.28,1649.0099999999998,298,373,24,34,0.08053691275167785,0.09115281501340483,-0.010615902261726984
B0BMWCNGW8,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Golden Ivory,1198.2800000000002,1748.95,340,402,24,35,0.07058823529411765,0.08706467661691543,-0.016476441322797783
B0822W82LP,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blue Hydrangea,1192.81,1715.0100000000002,343,391,23,33,0.06705539358600583,0.08439897698209718,-0.01734358339609135
B01DN0A9IQ,1800 Bed Sheets,Full,Blue Hydrangea,1177.07,493.60999999999996,318,332,31,13,0.09748427672955975,0.0391566265060241,0.05832765022353566
B01CYLCQEK,1800 Bed Sheets,Queen,Paisley Gray,1159.13,1598.8000000000002,1101,973,29,40,0.02633969118982743,0.041109969167523124,-0.014770277977695694
B00NLNDO6K,1800 Bed Sheets,Queen,Navy Blue,1158.3300000000002,799.3999999999999,252,231,29,20,0.11507936507936507,0.08658008658008658,0.028499278499278496
B0BMW72PRP,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Sage,1149.31,1149.31,243,333,23,23,0.09465020576131687,0.06906906906906907,0.025581136692247805
B0BMW6K3FD,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Sage,1143.3400000000001,831.5200000000001,307,361,22,16,0.07166123778501629,0.0443213296398892,0.027339908145127094
B0822WBGD9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Beige,1143.34,1663.04,367,408,22,32,0.05994550408719346,0.0784313725490196,-0.01848586846182615
B08BZY7QCJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Tan,1142.3000000000002,987.43,240,359,22,19,0.09166666666666666,0.052924791086350974,0.038741875580315686
B01ES3L33W,1800 Fitted Sheet,Queen,White,1138.29,559.16,170,202,61,28,0.3588235294117647,0.13861386138613863,0.22020966802562608
B08RZDCWPX,1800 Bed Sheets,Queen,Teal,1119.16,1918.56,619,784,28,48,0.045234248788368334,0.061224489795918366,-0.015990241007550032
B01DN0ASH8,1800 Bed Sheets,King,Emerald Green,1117.22,988.31,432,476,26,23,0.06018518518518518,0.04831932773109244,0.011865857454092743
B01DN0AKSK,1800 Bed Sheets,Queen,Coral,1079.19,798.5999999999999,418,479,27,20,0.0645933014354067,0.04175365344467641,0.022839647990730294
B0822WVF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Gray,1049.37,1249.25,286,313,21,25,0.07342657342657342,0.07987220447284345,-0.006445631046270023
B0BMWBX14R,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blush Pink,1049.37,849.49,255,362,21,17,0.08235294117647059,0.04696132596685083,0.03539161520961976
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,1049.37,749.55,289,302,21,15,0.0726643598615917,0.04966887417218543,0.02299548568940627
B08CZXP1GF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Mint,1048.37,1049.37,346,421,21,21,0.06069364161849711,0.0498812351543943,0.010812406464102808
B0822X1KV9,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Beige,1048.37,749.55,273,278,21,15,0.07692307692307693,0.0539568345323741,0.02296624239070283
B08RZDLLP7,1800 Bed Sheets,King,Blush Pink,1030.4199999999998,1589.8899999999999,554,668,24,38,0.04332129963898917,0.05688622754491018,-0.01356492790592101
B08RZD3PN6,1800 Bed Sheets,Full,Sage,1024.4299999999998,873.31,275,273,27,23,0.09818181818181818,0.08424908424908426,0.01393273393273392
B00NQDGHDC,1800 Bed Sheets,King,Aqua,988.3100000000002,945.3399999999999,500,608,24,22,0.048,0.03618421052631579,0.01181578947368421
B00NLNDRUI,1800 Bed Sheets,Queen,Brown,959.28,1038.42,300,295,24,26,0.08,0.08813559322033898,-0.00813559322033898
B0CNS16FHR,1800 Bed Sheets,Full,Sky Blue,949.25,759.4,266,299,26,20,0.09774436090225563,0.06688963210702341,0.030854728795232225
B00O384OYI,1800 Bed Sheets,Full,Gray,949.25,1063.1599999999999,299,287,25,29,0.08361204013377926,0.10104529616724739,-0.017433256033468125
B0822XZ52Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Light Gray,944.37,134.91,152,84,21,3,0.13815789473684212,0.03571428571428571,0.1024436090225564
B00NLNDSZW,1800 Bed Sheets,Queen,Purple,919.31,879.3399999999999,311,311,23,22,0.07395498392282958,0.0707395498392283,0.003215434083601282
B016P42E9E,1800 Bed Sheets,Twin XL,Gray,909.22,488.88,194,162,26,14,0.13402061855670103,0.08641975308641975,0.04760086547028128
B08BZYCY47,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Aqua,899.4599999999999,749.55,224,278,18,15,0.08035714285714286,0.0539568345323741,0.026400308324768765
B0BMW6YBL4,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Pinstripe Gray,883.49,571.67,285,322,17,11,0.05964912280701754,0.034161490683229816,0.025487632123787726
B01DN0A328,1800 Bed Sheets,Twin XL,Blue Hydrangea,874.2500000000001,419.64,186,197,25,12,0.13440860215053763,0.06091370558375635,0.07349489656678128
B08V8V7VZF,1800 Bed Sheets,RV / Short Queen,White,873.5500000000001,523.85,552,510,25,15,0.04528985507246377,0.029411764705882353,0.015878090366581415
B01DN09YTG,1800 Bed Sheets,Twin,Blue Hydrangea,872.1500000000001,559.52,121,140,25,20,0.2066115702479339,0.14285714285714285,0.06375442739079104
B0CYCRHZR1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,White,839.5500000000002,559.6999999999999,102,97,15,10,0.14705882352941177,0.10309278350515463,0.043966040024257136
B01CYLCRO4,1800 Bed Sheets,King,Paisley Gray,816.43,901.51,492,489,19,21,0.03861788617886179,0.04294478527607362,-0.004326899097211831
B01ETTDTSM,1800 Flat Sheet,Queen,White,815.71,531.16,47,74,43,28,0.9148936170212766,0.3783783783783784,0.5365152386428982
B0BMW7CQ51,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Laced Sky Blue,799.52,749.55,248,252,16,15,0.06451612903225806,0.05952380952380952,0.004992319508448542
B0822YG3V8,1800 Pillowcase Set 4 pc,Standard,White,776.96,1021.72,110,122,29,40,0.2636363636363636,0.32786885245901637,-0.06423248882265276
B0CNRXVPC8,1800 Bed Sheets,King,Blue Nova,773.46,1031.28,318,412,18,24,0.05660377358490566,0.05825242718446602,-0.0016486535995603596
B0DGQPSZVY,1800 Bed Sheets,King,Mineral Gray,772.6,1418.01,732,795,18,33,0.02459016393442623,0.04150943396226415,-0.01691927002783792
B08RZBT9K8,1800 Bed Sheets,King,Teal,770.06,594.78,384,426,18,14,0.046875,0.03286384976525822,0.014011150234741782
B0CNRYFVFL,1800 Bed Sheets,Queen,Pistachio,759.43,879.3399999999999,466,676,19,23,0.0407725321888412,0.034023668639053255,0.006748863549787945
B08BZWJ6QK,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Tan,749.55,549.67,166,211,15,11,0.09036144578313253,0.052132701421800945,0.038228744361331585
B07R5VQK5V,1800 Bed Sheets,Twin XL,Pinstripe Gray,734.37,418.94,192,156,21,12,0.109375,0.07692307692307693,0.03245192307692307
B00NQDGK3O,1800 Bed Sheets,King,Brown,730.49,859.3999999999999,345,390,17,20,0.04927536231884058,0.05128205128205128,-0.0020066889632106982
B08C1C46DQ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Aqua,727.58,623.64,216,250,15,12,0.06944444444444445,0.048,0.021444444444444447
B01N10ETBD,1800 Bed Sheets,Split King,White,716.8199999999999,404.73,186,261,16,9,0.08602150537634409,0.034482758620689655,0.05153874675565444
B01ES3MMYG,1800 Fitted Sheet,King,White,703.04,593.19,109,89,32,27,0.29357798165137616,0.30337078651685395,-0.009792804865477789
B0CLYCSPZB,1800 Bed Sheets,Twin XL,Ivory,699.4,839.28,199,197,20,24,0.10050251256281408,0.1218274111675127,-0.02132489860469862
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,698.5799999999999,449.72999999999996,253,290,14,9,0.05533596837944664,0.03103448275862069,0.02430148562082595
B08RZDW2H2,1800 Bed Sheets,Twin,Blush Pink,698.0,978.46,248,214,20,28,0.08064516129032258,0.1308411214953271,-0.05019596020500451
B08RZDZZHJ,1800 Bed Sheets,Twin,Golden Ivory,697.9999999999999,384.66999999999996,231,173,20,11,0.08658008658008658,0.06358381502890173,0.022996271551184846
B00O35DFRI,1800 Bed Sheets,Full,Aqua,683.46,417.66999999999996,257,285,18,11,0.07003891050583658,0.03859649122807018,0.0314424192777664
B0BMW6NBFV,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Laced Sky Blue,675.6100000000001,1039.4,308,349,13,20,0.04220779220779221,0.05730659025787966,-0.015098798050087452
B0822YMKR5,1800 Bedskirt,King,White,666.1299999999999,666.13,494,394,29,30,0.058704453441295545,0.07614213197969544,-0.017437678538399892
B079YXK5SN,1800 Duvet Cover Set,Queen,White,660.93,972.1600000000001,167,206,19,28,0.11377245508982035,0.13592233009708737,-0.02214987500726702
B08BZWL45V,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Lavender,649.61,599.64,189,243,13,12,0.06878306878306878,0.04938271604938271,0.019400352733686066
B0BMW8JKMX,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Pinstripe Gray,647.6100000000001,799.52,255,251,13,16,0.050980392156862744,0.06374501992031872,-0.01276462776345598
B07R8X7VXT,1800 Bed Sheets,Full,Pinstripe Gray,645.49,341.73,581,490,17,9,0.029259896729776247,0.018367346938775512,0.010892549791000735
B00WAIH5ZI,1800 Bed Sheets,King,Lavender,644.55,859.4,402,455,15,21,0.03731343283582089,0.046153846153846156,-0.008840413318025264
B013FJJOCM,1800 Bed Sheets,Queen,Royal Blue,639.52,839.37,386,462,16,21,0.04145077720207254,0.045454545454545456,-0.004003768252472915
B0DGQQ6JJ1,1800 Bed Sheets,Queen,Oxford Stripe Sage,639.52,519.6099999999999,319,314,16,13,0.050156739811912224,0.041401273885350316,0.008755465926561908
B08V93R9LN,1800 Bed Sheets,RV / Short Queen,Light Gray,629.46,279.76,113,118,18,8,0.1592920353982301,0.06779661016949153,0.09149542522873856
B0822ZZJLL,1800 Bedskirt,Queen,White,629.0999999999999,524.25,414,313,30,25,0.07246376811594203,0.07987220447284345,-0.0074084363569014156
B08BZXVCB5,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Emerald Green,623.6400000000001,415.76,189,172,12,9,0.06349206349206349,0.05232558139534884,0.011166482096714649
B0BMWCRXGG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blush Pink,623.6400000000001,571.67,209,284,12,11,0.05741626794258373,0.03873239436619718,0.018683873576386553
B00O35DBNG,1800 Bed Sheets,Full,Beige,607.52,454.88,151,139,16,12,0.10596026490066225,0.08633093525179857,0.019629329648863686
B0822X3C9M,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,White,584.61,1034.31,168,201,13,23,0.07738095238095238,0.11442786069651742,-0.037046908315565036
B0822Z3PLW,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Gray,584.6099999999999,359.76,84,59,13,8,0.15476190476190477,0.13559322033898305,0.019168684422921717
B014MVUDWM,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Light Gray,575.04,503.15999999999997,98,94,33,28,0.336734693877551,0.2978723404255319,0.038862353452019105
B0822XT63Y,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Navy Blue,571.6700000000001,415.76,103,145,11,8,0.10679611650485436,0.05517241379310345,0.051623702711750916
B0822WGD4S,"1800 Fitted Sheet 21"" Deep",King,White,571.34,259.7,46,66,30,10,0.6521739130434783,0.15151515151515152,0.5006587615283268
B0DGQRH24Q,1800 Bed Sheets,Full,Mineral Gray,569.55,645.49,281,253,15,17,0.05338078291814947,0.06719367588932806,-0.013812892971178596
B01DN0AEXQ,1800 Bed Sheets,Full,Spa Mint,568.79,720.67,337,331,15,19,0.04451038575667656,0.05740181268882175,-0.012891426932145192
B013FJJQPM,1800 Bed Sheets,King,Royal Blue,556.0300000000001,257.82,200,221,13,6,0.065,0.027149321266968326,0.037850678733031676
B07GQ38TP8,1800 Duvet Cover Set,King,White,550.85,698.73,221,217,15,19,0.06787330316742081,0.08755760368663594,-0.01968430051921513
B01DN0ABHU,1800 Bed Sheets,Full,Emerald Green,530.8199999999999,189.85,192,139,14,5,0.07291666666666667,0.03597122302158273,0.03694544364508394
B07R5VNM7R,1800 Bed Sheets,Twin,Pinstripe Gray,524.55,104.91,85,59,15,3,0.17647058823529413,0.05084745762711865,0.12562313060817548
B00SUF34LO,1800 Bed Sheets,Twin,Light Gray,524.55,699.4,164,157,15,20,0.09146341463414634,0.12738853503184713,-0.035925120397700794
B08RZC21CJ,1800 Bed Sheets,Twin XL,Golden Ivory,524.55,384.66999999999996,167,150,15,11,0.08982035928143713,0.07333333333333333,0.016487025948103792
B0822YLBZP,1800 Bedskirt,Twin XL,White,519.22,659.01,189,133,26,33,0.13756613756613756,0.24812030075187969,-0.11055416318574213
B0CNRZ5KZH,1800 Bed Sheets,King,Terracotta,513.9200000000001,515.64,257,293,14,12,0.054474708171206226,0.040955631399317405,0.013519076771888822
B0BMW9NHP1,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Blush Pink,505.66999999999996,229.85,102,108,11,5,0.10784313725490197,0.046296296296296294,0.06154684095860567
B0822WFPWY,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Navy Blue,498.7,499.69999999999993,140,149,10,10,0.07142857142857142,0.06711409395973154,0.004314477468839881
B01FWBWTGO,1800 Ultrasonic Coverlet,King,Spa Blue,494.73,769.58,761,782,9,14,0.011826544021024968,0.017902813299232736,-0.006076269278207768
B0BMW8G18Z,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Blush Pink,494.67,134.91,110,63,11,3,0.1,0.047619047619047616,0.05238095238095239
B013FJJJC2,1800 Bed Sheets,Full,Royal Blue,493.61,265.03,106,109,13,7,0.12264150943396226,0.06422018348623854,0.05842132594772373
B08RZCXTG7,1800 Bed Sheets,Full,Teal,493.60999999999996,303.76,152,136,13,8,0.08552631578947369,0.058823529411764705,0.02670278637770898
B0CNRWYNDF,1800 Bed Sheets,Queen,Terracotta,479.64,799.3999999999999,343,423,12,20,0.03498542274052478,0.04728132387706856,-0.012295901136543774
B01DN0APS0,1800 Bed Sheets,Queen,Yellow,479.64,1119.1599999999999,656,779,12,30,0.018292682926829267,0.038510911424903725,-0.020218228498074458
B00NLNDU00,1800 Bed Sheets,Queen,Brick Red,478.0400000000001,598.75,326,402,12,15,0.03680981595092025,0.03731343283582089,-0.0005036168849006442
B00NQDGKZC,1800 Bed Sheets,King,Purple,471.80999999999995,601.5799999999999,127,144,12,14,0.09448818897637795,0.09722222222222222,-0.0027340332458442723
B01DN0ARJM,1800 Bed Sheets,King,Coral,469.27,644.55,259,263,11,15,0.04247104247104247,0.057034220532319393,-0.014563178061276924
B08CZYZSGG,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Paisley Gray,467.73,259.85,69,86,9,5,0.13043478260869565,0.05813953488372093,0.07229524772497473
B0822WXPVG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Blue,467.73,934.42,302,369,9,18,0.029801324503311258,0.04878048780487805,-0.018979163301566793
B0822XTD1X,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Light Gray,459.70000000000005,597.6099999999999,86,87,10,14,0.11627906976744186,0.16091954022988506,-0.044640470462443196
B0822WMBHV,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Gray,459.69999999999993,91.94,79,67,10,3,0.12658227848101267,0.04477611940298507,0.0818061590780276
B07R924M7Y,1800 Bed Sheets,Full,Laced Sky Blue,455.64,303.76,334,256,12,8,0.03592814371257485,0.03125,0.004678143712574849
B00WAIGZYK,1800 Bed Sheets,Full,Lavender,455.64,645.4899999999999,227,247,12,17,0.05286343612334802,0.06882591093117409,-0.015962474807826067
B00ZSGVP8W,1800 Bed Sheets,Full,Striped White,454.88,377.41999999999996,194,139,12,10,0.061855670103092786,0.07194244604316546,-0.010086775940072679
B0CNRYNKYC,1800 Bed Sheets,Twin XL,Blue Nova,454.61,244.79,112,103,13,7,0.11607142857142858,0.06796116504854369,0.04811026352288489
B0822VQDHR,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Black,449.72999999999996,499.7,114,113,9,10,0.07894736842105263,0.08849557522123894,-0.00954820680018631
B0DGQQ56WT,1800 Bed Sheets,California King,Mineral Gray,449.69999999999993,44.97,89,86,10,1,0.11235955056179775,0.011627906976744186,0.10073164358505357
B08RZCW5QJ,1800 Bed Sheets,California King,Sage,449.69999999999993,224.85,116,102,10,5,0.08620689655172414,0.049019607843137254,0.03718728870858689
B0CNRYGRBQ,1800 Bed Sheets,Queen,Poppy Orange,439.66999999999996,558.78,245,326,11,15,0.044897959183673466,0.046012269938650305,-0.0011143107549768383
