asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp
B00WAIH49U,1800 Bed Sheets,King,Black,429.70000000000005,558.6099999999999,147,143,10,13,0.06802721088435375,0.09090909090909091,-0.022881880024737164
B00NQDGDYA,1800 Bed Sheets,King,Navy Blue,429.7,773.46,172,146,10,18,0.05813953488372093,0.1232876712328767,-0.06514813634915578
B00NQDGLTW,1800 Bed Sheets,King,Brick Red,428.84,257.82,197,207,10,6,0.050761421319796954,0.028985507246376812,0.021775914073420142
B00ZSGVRE4,1800 Bed Sheets,King,Striped Gray/Silver,428.8399999999999,386.72999999999996,220,262,10,9,0.045454545454545456,0.03435114503816794,0.011103400416377515
B08RZDTTWQ,1800 Bed Sheets,Split King,Sage,422.72999999999996,328.78999999999996,127,134,9,7,0.07086614173228346,0.05223880597014925,0.01862733576213421
B0CNRXLLCS,1800 Bed Sheets,Full,Blue Nova,417.66999999999996,645.49,131,188,11,17,0.08396946564885496,0.09042553191489362,-0.00645606626603866
B016P42CLE,1800 Bed Sheets,Twin XL,Beige,416.84000000000003,139.88,70,52,12,4,0.17142857142857143,0.07692307692307693,0.0945054945054945
B08BZXJS3M,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brown,415.76000000000005,727.5799999999999,120,143,8,14,0.06666666666666667,0.0979020979020979,-0.031235431235431238
B0822X6C25,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Beige,415.76000000000005,415.76,83,89,8,8,0.0963855421686747,0.0898876404494382,0.006497901719236504
B08CZY4RXL,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Purple,415.76000000000005,675.61,94,127,8,13,0.0851063829787234,0.10236220472440945,-0.017255821745686045
B08BZWNVRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Tan,415.76,51.97,49,84,8,1,0.16326530612244897,0.011904761904761904,0.15136054421768708
B0822YZKLZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Blue Hydrangea,413.72999999999996,45.97,67,87,9,1,0.13432835820895522,0.011494252873563218,0.122834105335392
B01DN0AYFY,1800 Bed Sheets,California King,Blue Hydrangea,404.73,224.85,97,83,9,5,0.09278350515463918,0.060240963855421686,0.03254254129921749
B0CLYD6CZX,1800 Bed Sheets,California King,Ivory,404.73,629.58,179,215,9,14,0.05027932960893855,0.06511627906976744,-0.014836949460828891
B00SU0QUUQ,1800 Bed Sheets,California King,Light Gray,404.72999999999996,359.76,101,107,9,8,0.0891089108910891,0.07476635514018691,0.014342555750902194
B00O35DPN2,1800 Bed Sheets,California King,Gray,403.83000000000004,449.7,127,126,9,10,0.07086614173228346,0.07936507936507936,-0.008498937632795897
B00ZSGV5LY,1800 Bed Sheets,Queen,Striped Gray/Silver,399.7,758.6299999999999,365,444,10,19,0.0273972602739726,0.04279279279279279,-0.015395532518820192
B0CLYBZB3P,1800 Bed Sheets,Queen,Taupe,399.69999999999993,439.66999999999996,131,163,10,11,0.07633587786259542,0.06748466257668712,0.008851215285908307
B08TRRPSQN,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Golden Ivory,394.98,215.27999999999997,68,75,22,13,0.3235294117647059,0.17333333333333334,0.15019607843137256
B0BTZ4KPTZ,1800 Bed Sheet Set 6 PIECE,Full,White,389.7,311.76,84,83,10,9,0.11904761904761904,0.10843373493975904,0.010613884107860003
B0CNRYW1JW,1800 Bed Sheets,King,Pistachio,386.73,214.85,257,315,9,5,0.03501945525291829,0.015873015873015872,0.019146439379902416
B08RZCP48K,1800 Bed Sheets,Twin,Sage,384.66999999999996,104.91,115,114,11,3,0.09565217391304348,0.02631578947368421,0.06933638443935927
B0CNRZB226,1800 Bed Sheets,RV / Short Queen,Blue Nova,384.66999999999996,139.88,48,42,11,4,0.22916666666666666,0.09523809523809523,0.13392857142857142
B00O35D38Y,1800 Bed Sheets,Twin,Aqua,384.66999999999996,559.52,124,113,11,17,0.08870967741935484,0.1504424778761062,-0.06173280045675136
B0CLYCRY99,1800 Bed Sheets,Twin,Ivory,383.27,418.93999999999994,178,165,11,12,0.06179775280898876,0.07272727272727272,-0.010929519918283961
B01DN0B5JS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blue Hydrangea,380.61,431.28,85,82,22,24,0.25882352941176473,0.2926829268292683,-0.033859397417503545
B0BTZ7JCPL,1800 Bed Sheet Set 6 PIECE,Twin XL,White,379.7,454.88,106,101,10,12,0.09433962264150944,0.1188118811881188,-0.024472258546609366
B07BKQ9YK9,1800 Bed Sheets,Full,Spa Blue,379.7,417.66999999999996,238,240,10,12,0.04201680672268908,0.05,-0.007983193277310924
B0112XOOZ0,1800 Bed Sheets,Full,Tan,379.7,227.06,111,74,10,6,0.09009009009009009,0.08108108108108109,0.009009009009009
B00WAIGXVU,1800 Bed Sheets,Full,Black,378.18000000000006,189.85,86,75,10,5,0.11627906976744186,0.06666666666666667,0.04961240310077519
B099SBTBPD,1800 Duvet Cover Set,Full,White,362.66999999999996,230.79,32,44,11,7,0.34375,0.1590909090909091,0.1846590909090909
B0BMW9DRC4,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Pinstripe Gray,359.76,134.91,88,40,8,3,0.09090909090909091,0.075,0.015909090909090914
B08RZDX3PY,1800 Bed Sheets,California King,Golden Ivory,359.76,494.66999999999996,122,114,8,11,0.06557377049180328,0.09649122807017543,-0.03091745757837215
B0822XJFYY,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Blue Hydrangea,359.76,44.97,73,73,8,1,0.1095890410958904,0.0136986301369863,0.0958904109589041
B00WAIH7V0,1800 Bed Sheets,California King,Black,359.76,89.94,30,18,8,2,0.26666666666666666,0.1111111111111111,0.15555555555555556
B0DGQPSBKY,1800 Bed Sheets,Queen,Charcoal,359.73,279.78999999999996,105,120,9,7,0.08571428571428572,0.058333333333333334,0.02738095238095238
B0DGQRDPMP,1800 Bed Sheets,Queen,Oxford Stripe Blue Nova,359.73,239.82,253,266,9,6,0.03557312252964427,0.022556390977443608,0.013016731552200664
B0CYCRBWJS,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,White,349.78999999999996,397.76,65,113,7,8,0.1076923076923077,0.07079646017699115,0.03689584751531655
B08BZWSVC8,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Brown,349.78999999999996,399.76,96,145,7,9,0.07291666666666667,0.06206896551724138,0.010847701149425293
B08CZZ5HLF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Purple,349.78999999999996,449.73,102,138,7,9,0.06862745098039216,0.06521739130434782,0.0034100596760443386
B0822WJHV4,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Royal Blue,349.78999999999996,449.73,100,138,7,9,0.07,0.06521739130434782,0.004782608695652182
B0CNRXT6D9,1800 Bed Sheets,Twin,Sky Blue,349.70000000000005,174.85,125,100,10,5,0.08,0.05,0.03
B016P42FZW,1800 Bed Sheets,Twin XL,Navy Blue,349.0,384.66999999999996,67,56,10,11,0.14925373134328357,0.19642857142857142,-0.047174840085287856
B01DN0AX4G,1800 Bed Sheets,King,Yellow,343.76,385.01,333,419,8,9,0.024024024024024024,0.021479713603818614,0.0025443104202054097
B0CLYC7DLL,1800 Bed Sheets,King,Burgundy,342.9,171.88,80,93,9,4,0.1125,0.043010752688172046,0.06948924731182796
B00O35DD2U,1800 Bed Sheets,Full,Navy Blue,341.73,491.33,115,65,9,13,0.0782608695652174,0.2,-0.12173913043478261
B0BMCH8Q2F,1800 Pillowcase Set 2 pc,Set of 12 King Size,White,326.52,162.71,28,21,6,3,0.21428571428571427,0.14285714285714285,0.07142857142857142
B0BMWBCR3Y,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Pinstripe Gray,321.78999999999996,137.91,79,66,7,3,0.08860759493670886,0.045454545454545456,0.043153049482163405
B0CLY98MH3,1800 Bed Sheets,Queen,Burgundy,319.76,559.5799999999999,138,155,8,14,0.057971014492753624,0.09032258064516129,-0.03235156615240766
B00O35D74Y,1800 Bed Sheets,Twin,Brown,314.73,34.97,29,16,9,1,0.3103448275862069,0.0625,0.2478448275862069
B0DGQRFYH8,1800 Bed Sheets,Twin,Mineral Gray,314.73,139.88,104,83,9,4,0.08653846153846154,0.04819277108433735,0.038345690454124184
B0DGQQMQNK,1800 Bed Sheets,Twin XL,Mineral Gray,314.73,279.76,170,153,9,8,0.052941176470588235,0.05228758169934641,0.0006535947712418277
B0822V7SL6,1800 Pillow Shams 2 piece,Standard,Blue Hydrangea,314.37,239.22,191,183,21,16,0.1099476439790576,0.08743169398907104,0.02251594998998656
B00O35DOT2,1800 Bed Sheets,California King,Beige,312.99,223.95,63,59,7,5,0.1111111111111111,0.0847457627118644,0.026365348399246702
B0822W883H,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Royal Blue,311.82000000000005,207.88,83,109,6,4,0.07228915662650602,0.03669724770642202,0.035591908920084
B0BMWB3CKD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Sage,311.82000000000005,155.91,49,80,6,3,0.12244897959183673,0.0375,0.08494897959183673
B0822X28WM,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Black,311.82000000000005,311.82,78,111,6,6,0.07692307692307693,0.05405405405405406,0.02286902286902287
B01NCLP7SY,Cotton Flannel Sheet Set 160GSM,Queen,Sage,311.82000000000005,155.91,83,62,6,3,0.07228915662650602,0.04838709677419355,0.023902059852312474
B0BMW6QWW7,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Golden Ivory,311.82,467.73,81,122,6,9,0.07407407407407407,0.07377049180327869,0.0003035822707953828
B0BTZ4HCRP,1800 Bed Sheet Set 6 PIECE,Full,Gray,311.76,116.91,11,12,8,3,0.7272727272727273,0.25,0.4772727272727273
B0BTZ7DKC5,1800 Bed Sheet Set 6 PIECE,Queen,Beige,307.78999999999996,525.0,80,88,7,12,0.0875,0.13636363636363635,-0.04886363636363636
B01DN0BACU,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Mint,305.49,251.22,68,71,17,14,0.25,0.19718309859154928,0.05281690140845072
B00RKHWN74,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Gray,305.49,359.4,65,54,17,20,0.26153846153846155,0.37037037037037035,-0.1088319088319088
B0BTZ5QFD7,1800 Bed Sheet Set 6 PIECE,Twin,White,299.96000000000004,566.51,101,91,8,16,0.07920792079207921,0.17582417582417584,-0.09661625503209663
B0822Y1V11,1800 Pillowcase Set 4 pc,King,White,293.76,449.76000000000005,48,55,11,18,0.22916666666666666,0.32727272727272727,-0.09810606060606061
B076PH3HVF,1800 Ultrasonic Coverlet,King,Navy,289.82,164.91,375,400,6,3,0.016,0.0075,0.0085
B0B5HQFYDR,1800 Duvet Cover Set,Oversized King,White,287.82,95.94,48,49,6,2,0.125,0.04081632653061224,0.08418367346938777
B08TRRF39C,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sage,287.52,358.67999999999995,72,59,18,20,0.25,0.3389830508474576,-0.08898305084745761
B01ETTDYPK,1800 Flat Sheet,Twin,White,287.46,111.78999999999999,22,17,18,7,0.8181818181818182,0.4117647058823529,0.4064171122994653
B07BKMKJKQ,1800 Bed Sheets,Split King,Spa Blue,281.82,140.91,71,79,6,3,0.08450704225352113,0.0379746835443038,0.04653235870921733
B01MR5KTCB,1800 Bed Sheets,Split King,Beige,281.82,140.91,49,66,6,3,0.12244897959183673,0.045454545454545456,0.07699443413729128
B08V8T4J6N,1800 Bed Sheets,RV / Short Queen,Beige,279.76,349.0,87,80,8,10,0.09195402298850575,0.125,-0.033045977011494254
B013FJJH1A,1800 Bed Sheets,Twin,Royal Blue,279.76,104.91,68,60,8,3,0.11764705882352941,0.05,0.06764705882352941
B016P430CY,1800 Bed Sheets,Twin XL,Lavender,279.76,104.91,92,87,8,3,0.08695652173913043,0.034482758620689655,0.05247376311844078
B08RZCQN3D,1800 Bed Sheets,Twin XL,Sage,279.76,314.03,103,107,8,9,0.07766990291262135,0.08411214953271028,-0.006442246620088923
B07BKPDKCN,1800 Bed Sheets,Twin XL,Spa Blue,279.76,69.94,107,118,8,2,0.07476635514018691,0.01694915254237288,0.05781720259781403
B00O35CYQG,1800 Bed Sheets,Twin,Gray,279.76,419.64,94,102,8,12,0.0851063829787234,0.11764705882352941,-0.03254067584480601
B00O35D05A,1800 Bed Sheets,Twin,Navy Blue,279.76,173.45,37,37,8,5,0.21621621621621623,0.13513513513513514,0.08108108108108109
B00WAIGW9S,1800 Bed Sheets,Twin,Lavender,279.76,279.76,197,146,8,8,0.04060913705583756,0.0547945205479452,-0.014185383492107642
B0BMW97GJF,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Golden Ivory,275.82,137.91,95,92,6,3,0.06315789473684211,0.03260869565217391,0.030549199084668195
B0BTZ6WFS3,1800 Bed Sheet Set 6 PIECE,Split King,White,273.75,164.91,32,22,5,3,0.15625,0.13636363636363635,0.019886363636363646
B082311F9Z,1800 Bedskirt,Queen,Navy Blue,272.61,314.54999999999995,90,104,13,15,0.14444444444444443,0.14423076923076922,0.00021367521367521292
B0822Y48HH,1800 Bedskirt,Queen,Beige,272.61,335.52,371,262,13,16,0.03504043126684636,0.061068702290076333,-0.026028271023229972
B07BKMZ5YD,1800 Bed Sheets,California King,Spa Blue,269.82,269.82,80,77,6,6,0.075,0.07792207792207792,-0.002922077922077923
B00O35DTJM,1800 Bed Sheets,California King,Aqua,269.82,134.91,75,81,6,3,0.08,0.037037037037037035,0.04296296296296297
B00RKHWL1M,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Beige,268.83,251.57999999999998,56,45,15,14,0.26785714285714285,0.3111111111111111,-0.04325396825396827
B0CNRYWWWY,1800 Bed Sheets,Full,Terracotta,265.78999999999996,113.15,141,124,7,3,0.04964539007092199,0.024193548387096774,0.025451841683825215
B0CNRYQDF7,1800 Bed Sheets,Full,Hazy Lilac,265.78999999999996,379.7,185,210,7,11,0.03783783783783784,0.05238095238095238,-0.014543114543114542
B0BTZ92PKT,1800 Bed Sheet Set 6 PIECE,Twin XL,Blush Pink,265.78999999999996,37.97,139,133,7,1,0.050359712230215826,0.007518796992481203,0.042840915237734624
B01CYLCJMY,1800 Bed Sheets,Full,Paisley Gray,265.78999999999996,303.76,752,669,7,8,0.009308510638297872,0.01195814648729447,-0.002649635848996598
B00O35DIC0,1800 Bed Sheets,Full,Brown,265.03,227.82,156,152,7,6,0.04487179487179487,0.039473684210526314,0.005398110661268558
B0BTZ5HKPM,1800 Bed Sheet Set 6 PIECE,King,Beige,264.85,264.85,65,68,5,5,0.07692307692307693,0.07352941176470588,0.0033936651583710425
B0BTZ4YV6J,1800 Bed Sheet Set 6 PIECE,King,Golden Ivory,264.85,52.97,50,80,5,1,0.1,0.0125,0.08750000000000001
B07J3SN523,Cotton Flannel Sheet Set 180GSM,King,White,263.88,0.0,27,20,4,0,0.14814814814814814,0.0,0.14814814814814814
B0BTZ6DDNN,1800 Bed Sheet Set 6 PIECE,Queen,Sage,263.82,131.91,37,53,6,3,0.16216216216216217,0.05660377358490566,0.10555838857725651
B0822W5J5M,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Gray,259.85,363.78999999999996,55,83,5,7,0.09090909090909091,0.08433734939759036,0.006571741511500556
B08BZY1R1R,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Lavender,259.85,363.78999999999996,142,220,5,7,0.035211267605633804,0.031818181818181815,0.0033930857874519896
B08CZZ9XPC,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Spa Mint,259.85,311.82000000000005,71,101,5,6,0.07042253521126761,0.0594059405940594,0.011016594617208206
B0DGQRDZLP,1800 Bed Sheets,King,Oxford Stripe Sage,256.96,600.72,397,387,6,14,0.015113350125944584,0.03617571059431524,-0.021062360468370657
B0CNWG3MCK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Ivory,250.85999999999999,305.49,50,55,14,19,0.28,0.34545454545454546,-0.06545454545454543
B0822WFRNV,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Brick Red,249.85,249.85,98,107,5,5,0.05102040816326531,0.04672897196261682,0.004291436200648487
B0822VN7VK,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,White,249.85,299.82,175,196,5,6,0.02857142857142857,0.030612244897959183,-0.0020408163265306124
B01ES3NVCI,1800 Fitted Sheet,Full,White,246.60999999999999,189.7,49,41,13,10,0.2653061224489796,0.24390243902439024,0.02140368342458937
B01DN0A1PM,1800 Bed Sheets,Twin,Spa Mint,244.79,383.97,131,122,7,11,0.05343511450381679,0.09016393442622951,-0.03672881992241272
B0CNRY8FZD,1800 Bed Sheets,Twin XL,Sky Blue,244.79,244.79,172,165,7,7,0.040697674418604654,0.04242424242424243,-0.0017265680056377727
B0CNRYK9MC,1800 Bed Sheets,Twin,Blue Nova,244.79,104.91,66,71,7,3,0.10606060606060606,0.04225352112676056,0.0638070849338455
B0DGQQ52Z7,1800 Bed Sheets,Queen,Oxford Stripe Hazy Lilac,239.82,279.78999999999996,194,190,6,7,0.030927835051546393,0.03684210526315789,-0.005914270211611498
B0D7J6FGW4,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Beige,235.88,0.0,28,20,4,0,0.14285714285714285,0.0,0.14285714285714285
B01MS6XZ05,1800 Bed Sheets,Split King,Light Gray,234.85,93.94,84,68,5,2,0.05952380952380952,0.029411764705882353,0.030112044817927168
B01MT8NMIM,1800 Bed Sheets,Split King,Aqua,234.85,140.91,44,58,5,3,0.11363636363636363,0.05172413793103448,0.06191222570532915
B00RKHWWTI,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Gold,233.60999999999999,161.73,85,95,13,9,0.15294117647058825,0.09473684210526316,0.058204334365325086
B0822XCWY1,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Navy Blue,229.85,91.94,39,24,5,2,0.1282051282051282,0.08333333333333333,0.044871794871794865
B0822WHWRZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Blue,229.85,0.0,50,63,5,0,0.1,0.0,0.1
B0CLY95T5V,1800 Bed Sheets,Full,Burgundy,227.82,151.88,75,60,6,4,0.08,0.06666666666666667,0.013333333333333336
B0DGQNQFFX,1800 Bed Sheets,Full,Charcoal,227.82,113.91,31,25,6,3,0.1935483870967742,0.12,0.07354838709677419
B08RZDNSMT,1800 Bed Sheets,California King,Teal,224.85,224.85,64,47,5,5,0.078125,0.10638297872340426,-0.028257978723404256
B0BMW7914Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Golden Ivory,224.85,44.97,115,90,5,1,0.043478260869565216,0.011111111111111112,0.0323671497584541
B0BMW6RRP6,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Pinstripe Gray,224.85,134.91,37,32,5,3,0.13513513513513514,0.09375,0.04138513513513514
B0CNRY813X,1800 Bed Sheets,California King,Blue Nova,224.85,179.88,52,47,5,4,0.09615384615384616,0.0851063829787234,0.011047463175122757
B07M5MCW2R,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Blue,215.64,143.39999999999998,67,67,12,8,0.1791044776119403,0.11940298507462686,0.059701492537313425
B00RKHX6VQ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Gray,215.64,161.73,39,28,12,9,0.3076923076923077,0.32142857142857145,-0.013736263736263743
B0DGQR5Q2K,1800 Bed Sheets,King,Charcoal,214.85,128.91,65,76,5,3,0.07692307692307693,0.039473684210526314,0.037449392712550614
B0CLYB7V8V,1800 Bed Sheets,King,Taupe,213.98999999999998,343.76,112,142,5,8,0.044642857142857144,0.056338028169014086,-0.011695171026156942
B016P42YS0,1800 Bed Sheets,Twin XL,Black,209.82,104.91,43,34,6,3,0.13953488372093023,0.08823529411764706,0.051299589603283166
B0CNRXLFGH,1800 Bed Sheets,RV / Short Queen,Sky Blue,209.82,139.88,92,87,6,4,0.06521739130434782,0.04597701149425287,0.01924037981009495
B01DN09ZIG,1800 Bed Sheets,Twin,Emerald Green,209.82,69.94,106,70,6,2,0.05660377358490566,0.02857142857142857,0.02803234501347709
B0822VPJB6,1800 Pillow Shams 2 piece,King,Beige,209.57999999999998,194.60999999999999,144,141,14,13,0.09722222222222222,0.09219858156028368,0.0050236406619385415
B01ES3L50S,1800 Fitted Sheet,Twin,White,208.67,284.54999999999995,30,36,11,15,0.36666666666666664,0.4166666666666667,-0.050000000000000044
B0BMWL7N8S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Pinstripe Gray,207.88,103.94,63,65,4,2,0.06349206349206349,0.03076923076923077,0.03272283272283272
B08BZXLGBQ,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Aqua,207.88,51.97,46,61,4,1,0.08695652173913043,0.01639344262295082,0.07056307911617961
B0822XMHH5,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brick Red,207.88,0.0,101,88,4,0,0.039603960396039604,0.0,0.039603960396039604
B0D7J69H6B,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Beige,199.88,49.97,19,37,4,1,0.21052631578947367,0.02702702702702703,0.18349928876244664
B08CZY1XL7,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Coral,199.88,149.91,123,141,4,3,0.032520325203252036,0.02127659574468085,0.011243729458571185
B00NLNDR30,1800 Bed Sheets,Queen,Gold,199.85,359.73,156,181,5,9,0.03205128205128205,0.049723756906077346,-0.017672474854795298
B00RKHX5CQ,1800 Pillowcase Set 2 pc,Set of 2 King Size,Beige,197.67,89.85,31,32,11,5,0.3548387096774194,0.15625,0.19858870967741937
B01LZP8460,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Paisley Gray,197.67,161.73,103,111,11,9,0.10679611650485436,0.08108108108108109,0.025715035423773278
B08TRP6QMS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Blush Pink,197.30999999999997,143.76,43,37,11,8,0.2558139534883721,0.21621621621621623,0.039597737272155875
B079YXSQ5C,1800 Duvet Cover Set,Twin,White,194.67000000000002,139.85,62,62,7,5,0.11290322580645161,0.08064516129032258,0.03225806451612903
B01DN0AFSU,1800 Bed Sheets,Full,Yellow,189.85,189.85,175,161,5,5,0.02857142857142857,0.031055900621118012,-0.0024844720496894415
B0BTZ5BY6R,1800 Bed Sheet Set 6 PIECE,Twin XL,Light Gray,189.85,113.91,23,24,5,4,0.21739130434782608,0.16666666666666666,0.050724637681159424
B00O35DKHS,1800 Bed Sheets,Full,Purple,189.85,227.82,112,75,5,6,0.044642857142857144,0.08,-0.03535714285714286
B01DN0AAO4,1800 Bed Sheets,Full,Coral,189.09,341.73,120,136,5,10,0.041666666666666664,0.07352941176470588,-0.03186274509803922
B0B2Q3FF48,1800 Bedskirt,Queen,Golden Ivory,188.51999999999998,188.73,128,102,9,9,0.0703125,0.08823529411764706,-0.017922794117647065
B08RZDBH97,1800 Bed Sheets,Split King,Teal,187.88,187.88,45,40,4,4,0.08888888888888889,0.1,-0.011111111111111113
B0BMW7ZJ2R,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Sage,183.88,136.99,107,84,4,4,0.037383177570093455,0.047619047619047616,-0.010235870048954161
B0822VS5W8,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Black,183.88,45.97,32,18,4,1,0.125,0.05555555555555555,0.06944444444444445
B0822ZK6VY,1800 Bedskirt,King,Blue Hydrangea,183.76,22.97,86,62,8,1,0.09302325581395349,0.016129032258064516,0.07689422355588897
B0BMWBZ188,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Laced Sky Blue,179.88,134.91,48,28,4,3,0.08333333333333333,0.10714285714285714,-0.023809523809523808
B00O35CYRK,1800 Bed Sheets,California King,Brown,179.88,89.94,36,24,4,2,0.1111111111111111,0.08333333333333333,0.027777777777777776
B0822WFM2P,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Black,179.88,134.91,29,21,4,3,0.13793103448275862,0.14285714285714285,-0.0049261083743842304
B08BZVPSCB,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Tan,179.88,0.0,27,21,4,0,0.14814814814814814,0.0,0.14814814814814814
B0112XOJJQ,1800 Bed Sheets,California King,Tan,179.88,269.82,68,61,4,6,0.058823529411764705,0.09836065573770492,-0.03953712632594021
B0822W3JSL,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Navy Blue,179.88,224.85,46,44,4,5,0.08695652173913043,0.11363636363636363,-0.0266798418972332
B01DN0BC0A,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blue Hydrangea,179.7,161.73,29,24,10,9,0.3448275862068966,0.375,-0.030172413793103425
B0822VMF9C,1800 Pillow Shams 2 piece,Standard,Light Gray,179.64000000000001,164.67,67,58,12,11,0.1791044776119403,0.1896551724137931,-0.010550694801852806
B00O35DQMC,1800 Bed Sheets,California King,Navy Blue,178.98,179.88,24,18,4,4,0.16666666666666666,0.2222222222222222,-0.05555555555555555
B0CYCQ8YLN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,White,178.07999999999998,44.97,21,17,4,1,0.19047619047619047,0.058823529411764705,0.13165266106442575
B0D7JBM5Z1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Golden Ivory,176.91,117.94,24,33,3,2,0.125,0.06060606060606061,0.06439393939393939
B0CYCPG2PK,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Light Gray,176.91,0.0,17,8,3,0,0.17647058823529413,0.0,0.17647058823529413
B01N6H21GR,Cotton Flannel Sheet Set 160GSM,King,White,176.91,58.97,43,41,3,1,0.06976744186046512,0.024390243902439025,0.04537719795802609
B01N6H22Z5,Cotton Flannel Sheet Set 160GSM,Twin XL,Gray,175.88,43.97,38,40,4,1,0.10526315789473684,0.025,0.08026315789473684
B01DN0A3P0,1800 Bed Sheets,Twin XL,Coral,174.85,104.91,59,58,5,3,0.0847457627118644,0.05172413793103448,0.03302162478082992
B00O35CXSK,1800 Bed Sheets,Twin,Beige,174.85,664.43,53,59,5,19,0.09433962264150944,0.3220338983050847,-0.22769427566357528
B08RZCTQKF,1800 Bed Sheets,Twin,Teal,174.85,349.7,75,85,5,10,0.06666666666666667,0.11764705882352941,-0.050980392156862744
B0CNRYPY8G,1800 Bed Sheets,RV / Short Queen,Hazy Lilac,174.85,69.94,56,54,5,2,0.08928571428571429,0.037037037037037035,0.05224867724867725
B00ZSGV3E8,1800 Bed Sheets,Twin,Striped White,174.85,0.0,53,43,5,0,0.09433962264150944,0.0,0.09433962264150944
B07BKTVFBX,1800 Bed Sheets,Twin,Spa Blue,174.85,244.79,82,93,5,7,0.06097560975609756,0.07526881720430108,-0.014293207448203518
B08RZCL98X,1800 Bed Sheets,Twin XL,Blush Pink,174.85,769.34,77,298,5,23,0.06493506493506493,0.07718120805369127,-0.012246143118626346
B08RZC9FZ7,1800 Bed Sheets,Twin XL,Teal,174.85,174.85,64,68,5,5,0.078125,0.07352941176470588,0.004595588235294115
B00NQDGJ8A,1800 Bed Sheets,King,Gold,171.88,257.82,106,151,4,6,0.03773584905660377,0.039735099337748346,-0.001999250281144574
B0CNRX8GGP,1800 Bed Sheets,King,Poppy Orange,171.88,171.88,139,161,4,4,0.02877697841726619,0.024844720496894408,0.00393225792037178
B0822YGP85,1800 Pillowcase Set 4 pc,Standard,Light Gray,162.0,105.3,28,28,6,4,0.21428571428571427,0.14285714285714285,0.07142857142857142
B00RKHXH42,1800 Pillowcase Set 2 pc,Set of 2 King Size,Gold,161.73,71.88,26,22,9,4,0.34615384615384615,0.18181818181818182,0.16433566433566432
