br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_prior_sessions,br_current_units,br_prior_units,br_current_conversion,br_prior_conversion,br_current_days,br_current_rows,br_negative_rows,ao_current_gross_item_sales,ao_prior_gross_item_sales,ao_current_item_promo_discount,ao_prior_item_promo_discount,ao_current_net_item_sales,ao_prior_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_current_orders,ao_current_units,current_tracked_keywords
409232.3199999986,414318.1100000013,139229,157412,10904,11117,0.07831701728806499,0.07062358651182883,7,7629,0,409552.9100000002,414856.93000000017,6039.400000000001,5738.410000000001,403513.51,409118.5200000002,5689.549999999998,8189,10917,122
