br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_prior_sessions,br_current_units,br_prior_units,br_current_conversion,br_prior_conversion,br_current_days,br_current_rows,br_negative_rows,ao_current_gross_item_sales,ao_prior_gross_item_sales,ao_current_item_promo_discount,ao_prior_item_promo_discount,ao_current_net_item_sales,ao_prior_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_current_orders,ao_current_units,current_tracked_keywords
413827.7499999951,408491.17000000307,152478,139229,11011,10876,0.07221369640210391,0.07811590976017928,7,7472,0,413438.4800000004,408925.39000000036,7850.5599999999995,6133.389999999999,405587.9200000003,402792.0000000003,5381.4,8362,11001,116
