asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp
B0BMW8G18Z,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Blush Pink,314.78999999999996,494.66999999999996,134,110,7,11,0.05223880597014925,0.1,-0.047761194029850754
B08RZDX3PY,1800 Bed Sheets,California King,Golden Ivory,314.78999999999996,359.76,121,122,7,8,0.05785123966942149,0.06557377049180328,-0.007722530822381793
B0822XD973,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Beige,314.78999999999996,44.97,52,40,7,1,0.1346153846153846,0.025,0.10961538461538461
B00O35D38Y,1800 Bed Sheets,Twin,Aqua,314.73,384.67,118,124,9,11,0.07627118644067797,0.08870967741935484,-0.012438490978676872
B0822W4BT5,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Light Gray,311.82000000000005,155.91,89,70,6,3,0.06741573033707865,0.04285714285714286,0.024558587479935792
B08CZY4RXL,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Purple,311.82,415.76,83,94,6,8,0.07228915662650602,0.0851063829787234,-0.012817226352217381
B0822WHDSY,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Spa Blue,310.78,155.91,54,62,6,3,0.1111111111111111,0.04838709677419355,0.06272401433691756
B0BTZ6J8CY,1800 Bed Sheet Set 6 PIECE,Queen,Spa Blue,307.78999999999996,87.94,44,48,7,2,0.1590909090909091,0.041666666666666664,0.11742424242424243
B00NQDGJ8A,1800 Bed Sheets,King,Gold,300.78999999999996,171.88,121,106,7,4,0.05785123966942149,0.03773584905660377,0.020115390612817717
B0CLYB7V8V,1800 Bed Sheets,King,Taupe,300.78999999999996,213.98999999999998,127,112,7,5,0.05511811023622047,0.044642857142857144,0.010475253093363328
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,299.82,1049.3700000000001,260,289,6,21,0.023076923076923078,0.0726643598615917,-0.04958743678466862
B08BZWSVC8,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Brown,299.82,349.78999999999996,87,96,6,7,0.06896551724137931,0.07291666666666667,-0.003951149425287362
B08BZVYQ96,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Emerald Green,299.82,99.94,173,157,6,2,0.03468208092485549,0.012738853503184714,0.021943227421670774
B07M5MCW2R,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Blue,287.52,215.64,76,67,16,12,0.21052631578947367,0.1791044776119403,0.031421838177533384
B08RZDTTWQ,1800 Bed Sheets,Split King,Sage,281.82,422.72999999999996,145,127,7,9,0.04827586206896552,0.07086614173228346,-0.022590279663317947
B01MT8NMIM,1800 Bed Sheets,Split King,Aqua,281.82,234.85,49,44,6,5,0.12244897959183673,0.11363636363636363,0.0088126159554731
B0CLYBZB3P,1800 Bed Sheets,Queen,Taupe,279.78999999999996,399.7,145,131,7,10,0.04827586206896552,0.07633587786259542,-0.028060015793629906
B00ZSGV5LY,1800 Bed Sheets,Queen,Striped Gray/Silver,279.78999999999996,399.7,331,365,7,10,0.021148036253776436,0.0273972602739726,-0.006249224020196165
B0CNRYFVFL,1800 Bed Sheets,Queen,Pistachio,279.78999999999996,759.43,526,466,7,19,0.013307984790874524,0.0407725321888412,-0.027464547397966676
B01DK4LZV0,1800 Bed Sheets,Twin XL,Striped White,279.76,69.94,112,104,8,2,0.07142857142857142,0.019230769230769232,0.05219780219780219
B07R5VNM7R,1800 Bed Sheets,Twin,Pinstripe Gray,279.76,524.55,63,85,8,15,0.12698412698412698,0.17647058823529413,-0.04948646125116715
B016P42CLE,1800 Bed Sheets,Twin XL,Beige,279.76,416.84000000000003,114,70,8,12,0.07017543859649122,0.17142857142857143,-0.1012531328320802
B00ZSGV3E8,1800 Bed Sheets,Twin,Striped White,276.96000000000004,174.85,55,53,8,5,0.14545454545454545,0.09433962264150944,0.05111492281303601
B0BMW7ZJ2R,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Sage,274.9,183.88,84,107,7,4,0.08333333333333333,0.037383177570093455,0.045950155763239874
B0822W3JSL,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Navy Blue,269.82,179.88,53,46,6,4,0.11320754716981132,0.08695652173913043,0.02625102543068089
B01DN0AAO4,1800 Bed Sheets,Full,Coral,265.78999999999996,189.09,168,120,7,5,0.041666666666666664,0.041666666666666664,0.0
B0BTZ92PKT,1800 Bed Sheet Set 6 PIECE,Twin XL,Blush Pink,265.78999999999996,265.78999999999996,108,139,7,7,0.06481481481481481,0.050359712230215826,0.014455102584598985
B00WAIGXVU,1800 Bed Sheets,Full,Black,265.78999999999996,378.18000000000006,81,86,7,10,0.08641975308641975,0.11627906976744186,-0.02985931668102211
B0BTZ5QZ4J,1800 Bed Sheet Set 6 PIECE,Twin XL,Blue Hydrangea,265.78999999999996,75.94,22,26,7,2,0.3181818181818182,0.07692307692307693,0.24125874125874125
B00O35DIC0,1800 Bed Sheets,Full,Brown,265.03,265.03,205,156,7,7,0.03414634146341464,0.04487179487179487,-0.010725453408380235
B0BTZ5SZVY,1800 Bed Sheet Set 6 PIECE,King,Sage,264.85,105.94,52,61,5,2,0.09615384615384616,0.03278688524590164,0.06336696090794453
B0BMWB3CKD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Sage,259.85,311.82000000000005,63,49,5,6,0.07936507936507936,0.12244897959183673,-0.04308390022675737
B0822YSF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blue Hydrangea,259.85,155.91,59,71,5,3,0.0847457627118644,0.04225352112676056,0.04249224158510384
B08BZY1R1R,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Lavender,259.85,259.85,126,142,5,5,0.03968253968253968,0.035211267605633804,0.004471272076905876
B01DN0ARJM,1800 Bed Sheets,King,Coral,254.42,469.27,237,259,6,11,0.02531645569620253,0.04247104247104247,-0.017154586774839938
B0D7F2CRMR,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Golden Ivory,249.85,0.0,27,28,5,0,0.18518518518518517,0.0,0.18518518518518517
B08CZY1XL7,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Coral,249.85,199.88,98,123,5,4,0.05102040816326531,0.032520325203252036,0.01850008296001327
B00O35CXSK,1800 Bed Sheets,Twin,Beige,244.79,174.85,61,53,7,5,0.11475409836065574,0.09433962264150944,0.0204144757191463
B00WAIGW9S,1800 Bed Sheets,Twin,Lavender,244.79,279.76,117,197,7,8,0.05982905982905983,0.04060913705583756,0.01921992277322227
B08RZCQN3D,1800 Bed Sheets,Twin XL,Sage,244.79,279.76,118,103,7,8,0.059322033898305086,0.07766990291262135,-0.018347869014316266
B08RZC9FZ7,1800 Bed Sheets,Twin XL,Teal,244.79,174.85,60,64,7,5,0.11666666666666667,0.078125,0.03854166666666667
B01CYLCGFO,1800 Bed Sheets,Twin XL,Paisley Gray,243.39,69.94,77,55,7,2,0.09090909090909091,0.03636363636363636,0.05454545454545455
B0822VPJB6,1800 Pillow Shams 2 piece,King,Beige,239.22,209.57999999999998,163,144,17,14,0.10429447852760736,0.09722222222222222,0.007072256305385133
B0D7J6FGW4,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Beige,235.88,235.88,23,28,4,4,0.17391304347826086,0.14285714285714285,0.031055900621118016
B01N6H21GR,Cotton Flannel Sheet Set 160GSM,King,White,235.88,176.91,52,43,4,3,0.07692307692307693,0.06976744186046512,0.007155635062611812
B07J3THZTH,Cotton Flannel Sheet Set 180GSM,Queen,Gray,235.88,117.94,47,58,4,2,0.0851063829787234,0.034482758620689655,0.05062362435803375
B01MS6XZ05,1800 Bed Sheets,Split King,Light Gray,234.85,234.85,64,84,5,5,0.078125,0.05952380952380952,0.01860119047619048
B0BTZ4KPTZ,1800 Bed Sheet Set 6 PIECE,Full,White,233.82,389.7,97,84,6,10,0.061855670103092786,0.11904761904761904,-0.057191948944526255
B0822Y48HH,1800 Bedskirt,Queen,Beige,230.67,272.61,414,371,11,13,0.026570048309178744,0.03504043126684636,-0.008470382957667617
B01CYLCJMY,1800 Bed Sheets,Full,Paisley Gray,227.82,265.78999999999996,833,752,6,7,0.007202881152460984,0.009308510638297872,-0.0021056294858368876
B00ZSGVXS4,1800 Bed Sheets,Full,Striped Gray/Silver,227.06,113.91,103,89,6,3,0.05825242718446602,0.033707865168539325,0.024544562015926696
B01N10ETBD,1800 Bed Sheets,Split King,White,224.85,716.8199999999999,216,186,5,16,0.023148148148148147,0.08602150537634409,-0.06287335722819595
B0DGQQ56WT,1800 Bed Sheets,California King,Mineral Gray,224.85,449.7,88,89,5,10,0.056818181818181816,0.11235955056179775,-0.05554136874361593
B00O35DQMC,1800 Bed Sheets,California King,Navy Blue,224.85,178.98,26,24,5,4,0.19230769230769232,0.16666666666666666,0.02564102564102566
B01DN0B3PY,1800 Bed Sheets,California King,Spa Mint,224.85,44.97,86,102,5,1,0.05813953488372093,0.00980392156862745,0.04833561331509348
B08TRRF39C,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sage,215.64,287.52,51,72,12,18,0.23529411764705882,0.25,-0.01470588235294118
B00RKHWN74,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Gray,215.64,305.49,64,65,12,17,0.1875,0.26153846153846155,-0.07403846153846155
B00RKHWWTI,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Gold,215.64,233.60999999999999,79,85,12,13,0.1518987341772152,0.15294117647058825,-0.0010424422933730526
B014MVUI36,1800 Pillowcase Set 2 pc,Set of 2 King Size,Light Gray,215.64,125.42999999999999,47,57,12,7,0.2553191489361702,0.12280701754385964,0.13251213139231055
B00RKHXDTG,1800 Pillowcase Set 2 pc,Set of 2 King Size,Aqua,215.64,35.94,23,16,12,2,0.5217391304347826,0.125,0.3967391304347826
B00RKHWU2W,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Aqua,215.64,125.78999999999999,23,31,12,7,0.5217391304347826,0.22580645161290322,0.29593267882187935
B013FJJQPM,1800 Bed Sheets,King,Royal Blue,214.85,556.0300000000001,172,200,5,13,0.029069767441860465,0.065,-0.03593023255813954
B0DGQQ3F3D,1800 Bed Sheets,King,Oxford Stripe Blue Nova,214.85,128.05,122,133,5,3,0.040983606557377046,0.022556390977443608,0.01842721557993344
B0DGQR5Q2K,1800 Bed Sheets,King,Charcoal,213.13,214.85,45,65,5,5,0.1111111111111111,0.07692307692307693,0.03418803418803418
B0BTZ759RC,1800 Bed Sheet Set 6 PIECE,King,Spa Blue,211.88,158.91,58,62,4,3,0.06896551724137931,0.04838709677419355,0.020578420467185762
B0BTZ5891D,1800 Bed Sheet Set 6 PIECE,King,Blue Hydrangea,211.88,105.94,35,35,4,2,0.11428571428571428,0.05714285714285714,0.05714285714285714
B0CLYDTMYZ,1800 Bed Sheets,Twin XL,Burgundy,209.82,104.91,44,45,6,3,0.13636363636363635,0.06666666666666667,0.06969696969696969
B07BKTVFBX,1800 Bed Sheets,Twin,Spa Blue,209.82,174.85,96,82,6,5,0.0625,0.06097560975609756,0.0015243902439024404
B07R6T8YGK,1800 Bed Sheets,Twin XL,Chevron Gray,209.82,139.88,287,275,6,4,0.020905923344947737,0.014545454545454545,0.0063604687994931915
B00WAIGUKO,1800 Bed Sheets,Twin,Black,209.82,34.97,33,40,6,1,0.18181818181818182,0.025,0.15681818181818183
B0CNRXLFGH,1800 Bed Sheets,RV / Short Queen,Sky Blue,209.82,209.82,51,92,6,6,0.11764705882352941,0.06521739130434782,0.052429667519181586
B016P430CY,1800 Bed Sheets,Twin XL,Lavender,209.82,279.76,102,92,6,8,0.058823529411764705,0.08695652173913043,-0.028132992327365727
B013FJJH1A,1800 Bed Sheets,Twin,Royal Blue,209.82,279.76,55,68,6,8,0.10909090909090909,0.11764705882352941,-0.008556149732620325
B01ES3NVCI,1800 Fitted Sheet,Full,White,208.67,246.60999999999999,40,49,11,13,0.275,0.2653061224489796,0.009693877551020413
B08BZXJS3M,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brown,207.88,415.76,125,120,4,8,0.032,0.06666666666666667,-0.034666666666666665
B0822X5BGN,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Navy Blue,207.88,0.0,33,19,4,0,0.12121212121212122,0.0,0.12121212121212122
B08BZWNVRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Tan,207.88,415.76,69,49,4,8,0.057971014492753624,0.16326530612244897,-0.10529429162969534
B0822W883H,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Royal Blue,207.88,311.82000000000005,82,83,4,6,0.04878048780487805,0.07228915662650602,-0.02350866882162797
B08BZXLGBQ,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Aqua,207.88,207.88,46,46,4,4,0.08695652173913043,0.08695652173913043,0.0
B0BMWD2HRD,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blush Pink,206.84,0.0,50,51,4,0,0.08,0.0,0.08
B08CZYZSGG,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Paisley Gray,206.84,467.72999999999996,77,69,4,9,0.05194805194805195,0.13043478260869565,-0.0784867306606437
B0822XLS97,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Blue Hydrangea,199.88,0.0,43,36,4,0,0.09302325581395349,0.0,0.09302325581395349
B0822VQDHR,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Black,199.88,449.72999999999996,93,114,4,9,0.043010752688172046,0.07894736842105263,-0.03593661573288058
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,199.88,698.5799999999999,235,253,4,14,0.01702127659574468,0.05533596837944664,-0.03831469178370196
B0822X42YC,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Light Gray,199.88,149.91,32,41,4,3,0.125,0.07317073170731707,0.05182926829268293
B0822WJHV4,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Royal Blue,199.88,349.78999999999996,94,100,4,7,0.0425531914893617,0.07,-0.027446808510638306
B0DGQQ52Z7,1800 Bed Sheets,Queen,Oxford Stripe Hazy Lilac,199.85,239.82,188,194,5,6,0.026595744680851064,0.030927835051546393,-0.004332090370695329
B01ES3LRNS,1800 Fitted Sheet,Queen,Light Gray,199.7,79.88,42,36,10,4,0.23809523809523808,0.1111111111111111,0.12698412698412698
B0CYCPL4PN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Light Gray,197.88,0.0,22,15,4,0,0.18181818181818182,0.0,0.18181818181818182
B01DN0B6A6,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Coral,197.67,53.91,37,32,11,3,0.2972972972972973,0.09375,0.2035472972972973
B0CNRYWWWY,1800 Bed Sheets,Full,Terracotta,189.85,265.78999999999996,114,141,5,7,0.043859649122807015,0.04964539007092199,-0.005785740948114973
B0CLY95T5V,1800 Bed Sheets,Full,Burgundy,189.85,227.82,56,75,5,6,0.08928571428571429,0.08,0.009285714285714286
B0DGQRDFJP,1800 Bed Sheets,Full,Oxford Stripe Blue Nova,189.85,151.88,93,89,5,4,0.053763440860215055,0.0449438202247191,0.008819620635495955
B0DGQNQFFX,1800 Bed Sheets,Full,Charcoal,189.85,227.82,30,31,5,6,0.16666666666666666,0.1935483870967742,-0.02688172043010753
B0CNRYLZCL,1800 Bed Sheets,Full,Poppy Orange,189.85,151.88,68,60,5,4,0.07352941176470588,0.06666666666666667,0.006862745098039219
B01ES3MHXC,1800 Fitted Sheet,Twin XL,White,189.7,132.79,41,38,10,7,0.24390243902439024,0.18421052631578946,0.059691912708600775
B01ES3L50S,1800 Fitted Sheet,Twin,White,189.7,208.67,37,30,10,11,0.2702702702702703,0.36666666666666664,-0.09639639639639636
B0DGQQYPRL,1800 Bed Sheets,Full,Oxford Stripe Sage,189.09,151.88,106,97,5,4,0.04716981132075472,0.041237113402061855,0.0059326979186928655
B01DN0AFSU,1800 Bed Sheets,Full,Yellow,189.09,189.85,155,175,5,5,0.03225806451612903,0.02857142857142857,0.003686635944700461
B01MY7SCEE,1800 Bed Sheets,Split King,Gray,187.88,93.94,38,52,4,2,0.10526315789473684,0.038461538461538464,0.06680161943319837
B01MS71I4Z,1800 Bed Sheets,Split King,Tan,187.88,0.0,32,39,4,0,0.125,0.0,0.125
B0CLYD3B2D,1800 Bed Sheets,Split King,Ivory,187.88,140.91,109,100,4,3,0.03669724770642202,0.03,0.0066972477064220215
B08RZDBH97,1800 Bed Sheets,Split King,Teal,187.88,187.88,44,45,4,4,0.09090909090909091,0.08888888888888889,0.0020202020202020193
B0BMW97GJF,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Golden Ivory,183.88,275.82,88,95,4,6,0.045454545454545456,0.06315789473684211,-0.01770334928229665
B08BZW8FG5,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Aqua,183.88,91.94,52,48,4,2,0.07692307692307693,0.041666666666666664,0.03525641025641026
B08CZZQMFC,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Paisley Gray,183.88,45.97,75,63,4,1,0.05333333333333334,0.015873015873015872,0.037460317460317465
B0CNRZBB6D,1800 Bed Sheets,California King,Sky Blue,179.88,134.91,63,70,4,3,0.06349206349206349,0.04285714285714286,0.02063492063492063
B0822X1F1C,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Spa Blue,179.88,44.97,58,62,4,1,0.06896551724137931,0.016129032258064516,0.052836484983314794
B01DN0B0GG,1800 Bed Sheets,California King,Emerald Green,179.88,89.94,58,57,4,2,0.06896551724137931,0.03508771929824561,0.0338777979431337
B08BZYDJCT,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Lavender,179.88,44.97,45,33,4,1,0.08888888888888889,0.030303030303030304,0.05858585858585859
B0112XOJJQ,1800 Bed Sheets,California King,Tan,179.88,179.88,48,68,4,4,0.08333333333333333,0.058823529411764705,0.024509803921568624
B0BMW9DRC4,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Pinstripe Gray,179.88,314.78999999999996,79,88,4,7,0.05063291139240506,0.07954545454545454,-0.02891254315304948
B07R922JQZ,1800 Bed Sheets,California King,Pinstripe Gray,179.88,89.94,60,55,4,2,0.06666666666666667,0.03636363636363636,0.030303030303030304
B08TRS9MW9,1800 Fitted Sheet,Queen,Golden Ivory,179.73,99.85,20,22,9,5,0.45,0.22727272727272727,0.22272727272727275
B08TRRHGXW,1800 Pillowcase Set 2 pc,Set of 2 King Size,Teal,179.7,71.88,20,16,10,4,0.5,0.25,0.25
B01DN0BC0A,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blue Hydrangea,179.7,179.7,31,29,10,10,0.3225806451612903,0.3448275862068966,-0.02224694104560626
B0CYCPFWQL,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blue Hydrangea,176.91,0.0,17,13,3,0,0.17647058823529413,0.0,0.17647058823529413
B0CYCPG2PK,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Light Gray,176.91,176.91,15,17,3,3,0.2,0.17647058823529413,0.023529411764705882
B01NCM49W6,Cotton Flannel Sheet Set 160GSM,King,Sage,176.91,58.97,22,22,3,1,0.13636363636363635,0.045454545454545456,0.0909090909090909
B0CYCPGS5Q,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Ivory,176.91,58.97,31,23,3,1,0.0967741935483871,0.043478260869565216,0.05329593267882188
B0D7F2C7W1,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Spa Mint,176.91,117.94,30,19,3,2,0.1,0.10526315789473684,-0.005263157894736831
B0BTZ4CFWV,1800 Bed Sheet Set 6 PIECE,Queen,Light Gray,175.88,87.94,44,46,4,2,0.09090909090909091,0.043478260869565216,0.047430830039525695
B0BTZ81ZZK,1800 Bed Sheet Set 6 PIECE,Queen,Aqua,175.88,131.91,22,31,4,3,0.18181818181818182,0.0967741935483871,0.08504398826979473
B0CNRX7KCV,1800 Bed Sheets,Twin,Hazy Lilac,174.85,139.88,55,93,5,4,0.09090909090909091,0.043010752688172046,0.047898338220918865
B01DN0A3P0,1800 Bed Sheets,Twin XL,Coral,174.85,174.85,60,59,5,5,0.08333333333333333,0.0847457627118644,-0.0014124293785310743
B0CNRYNV4P,1800 Bed Sheets,Twin XL,Pistachio,174.85,34.97,54,52,5,1,0.09259259259259259,0.019230769230769232,0.07336182336182336
B08V8ZRKR3,1800 Bed Sheets,RV / Short Queen,Blue Hydrangea,174.85,139.88,61,62,5,4,0.08196721311475409,0.06451612903225806,0.01745108408249603
B00O35D5PA,1800 Bed Sheets,Twin,Gold,174.85,34.97,22,20,5,1,0.22727272727272727,0.05,0.17727272727272725
B0DGQRFYH8,1800 Bed Sheets,Twin,Mineral Gray,174.85,314.73,98,104,5,9,0.05102040816326531,0.08653846153846154,-0.03551805337519623
B0BTZ68TRH,1800 Bed Sheet Set 6 PIECE,Split King,Beige,173.91,39.98,15,38,3,2,0.2,0.05263157894736842,0.1473684210526316
B00NQDGLTW,1800 Bed Sheets,King,Brick Red,171.88,428.84,139,197,4,10,0.02877697841726619,0.050761421319796954,-0.021984442902530765
B0822VMF9C,1800 Pillow Shams 2 piece,Standard,Light Gray,164.67,179.64000000000001,75,67,11,12,0.14666666666666667,0.1791044776119403,-0.03243781094527362
B0822YRCDP,1800 Pillowcase Set 4 pc,Standard,Gray,162.0,54.0,22,26,7,2,0.3181818181818182,0.07692307692307693,0.24125874125874125
B01LXQW6IW,1800 Pillowcase Set 2 pc,Set of 2 King Size,Paisley Gray,161.73,89.85,33,26,9,5,0.2727272727272727,0.19230769230769232,0.08041958041958039
B01DG599TS,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Tan,161.73,143.76,27,17,9,8,0.3333333333333333,0.47058823529411764,-0.13725490196078433
B0BTZ5QFD7,1800 Bed Sheet Set 6 PIECE,Twin,White,161.4,299.96000000000004,17,101,5,8,0.29411764705882354,0.07920792079207921,0.21490972626674432
B0822ZK6VY,1800 Bedskirt,King,Blue Hydrangea,160.79,183.76,97,86,7,8,0.07216494845360824,0.09302325581395349,-0.020858307360345246
B0822XBDZW,1800 Bedskirt,Full,White,159.76,139.79,162,135,8,7,0.04938271604938271,0.05185185185185185,-0.002469135802469137
B0BTZ7QPLJ,1800 Bed Sheet Set 6 PIECE,King,Emerald Green,158.91,0.0,25,25,3,0,0.12,0.0,0.12
B0BTZ4YV6J,1800 Bed Sheet Set 6 PIECE,King,Golden Ivory,157.85,264.85,47,50,3,5,0.06382978723404255,0.1,-0.03617021276595746
B08CZY4WCP,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Coral,155.91,103.94,100,96,3,2,0.03,0.020833333333333332,0.009166666666666667
B01MDQRQRR,Cotton Flannel Sheet Set 160GSM,Queen,White,155.91,103.94,24,21,4,2,0.16666666666666666,0.09523809523809523,0.07142857142857142
B0BMWL7N8S,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Pinstripe Gray,155.91,207.88,62,63,3,4,0.04838709677419355,0.06349206349206349,-0.015104966717869941
B01MYZYURF,Cotton Flannel Sheet Set 160GSM,Queen,Blue,155.91,103.94,20,29,3,2,0.15,0.06896551724137931,0.08103448275862069
B0822XMHH5,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brick Red,155.91,207.88,104,101,3,4,0.028846153846153848,0.039603960396039604,-0.010757806549885757
B0822WWZJR,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Black,155.91,155.91,25,17,3,3,0.12,0.17647058823529413,-0.056470588235294134
B01ETTFH14,1800 Flat Sheet,Twin XL,White,152.73,118.78999999999999,17,19,9,7,0.5294117647058824,0.3684210526315789,0.16099071207430343
B00O35DHNA,1800 Bed Sheets,Full,Gold,151.88,113.91,49,54,4,3,0.08163265306122448,0.05555555555555555,0.02607709750566893
B0BTZ6GX35,1800 Bed Sheet Set 6 PIECE,Twin,Navy Blue,151.88,37.97,5,9,4,1,0.8,0.1111111111111111,0.6888888888888889
B0BTZ5BY6R,1800 Bed Sheet Set 6 PIECE,Twin XL,Light Gray,151.88,189.85,27,23,4,5,0.14814814814814814,0.21739130434782608,-0.06924315619967794
B0BTZ2M96Q,1800 Bed Sheet Set 6 PIECE,Twin XL,Golden Ivory,151.88,113.91,17,24,4,3,0.23529411764705882,0.125,0.11029411764705882
B01ETTDTSM,1800 Flat Sheet,Queen,White,151.76,815.71,43,47,8,43,0.18604651162790697,0.9148936170212766,-0.7288471053933696
B0822X68ZT,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Beige,149.91,49.97,24,29,3,1,0.125,0.034482758620689655,0.09051724137931035
B0CYCNYNXF,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Tan,149.91,49.97,24,18,3,1,0.125,0.05555555555555555,0.06944444444444445
B0CNWG3MCK,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Ivory,143.76,250.85999999999999,49,50,8,14,0.16326530612244897,0.28,-0.11673469387755106
B01DN0BH0K,1800 Pillowcase Set 2 pc,Set of 2 King Size,Spa Mint,143.76,125.78999999999999,42,41,8,7,0.19047619047619047,0.17073170731707318,0.019744483159117282
B01DN0BACU,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Spa Mint,143.76,305.49,73,68,8,17,0.1095890410958904,0.25,-0.1404109589041096
B0CNRYVY46,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Sky Blue,143.76,89.85,41,45,8,5,0.1951219512195122,0.1111111111111111,0.0840108401084011
B08RZFDKF9,1800 Bed Sheets,Split King,Blush Pink,140.91,140.91,38,33,3,3,0.07894736842105263,0.09090909090909091,-0.011961722488038284
B0CNRX5LHJ,1800 Bed Sheets,Split King,Hazy Lilac,139.97,140.91,34,42,3,3,0.08823529411764706,0.07142857142857142,0.01680672268907564
B07J3TFC6H,Cotton Flannel Sheet Set 180GSM,California King,White,139.94,0.0,13,0,2,0,0.15384615384615385,,
B08V91TK7Q,1800 Bed Sheets,RV / Short Queen,Spa Blue,139.88,139.88,59,63,4,4,0.06779661016949153,0.06349206349206349,0.004304546677428037
B0112XNQYU,1800 Bed Sheets,Twin,Tan,139.88,69.94,37,35,4,2,0.10810810810810811,0.05714285714285714,0.05096525096525097
B0CNRYK9MC,1800 Bed Sheets,Twin,Blue Nova,139.88,244.79,77,66,4,7,0.05194805194805195,0.10606060606060606,-0.05411255411255411
B0822XRHJV,1800 Bedskirt,Twin XL,Navy Blue,139.79,79.88,59,39,7,4,0.11864406779661017,0.10256410256410256,0.016079965232507612
B016P42QTC,1800 Bed Sheets,Twin XL,Brown,139.18,0.0,16,17,4,0,0.25,0.0,0.25
B0822YZKLZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Blue Hydrangea,137.91,413.72999999999996,70,67,3,9,0.04285714285714286,0.13432835820895522,-0.09147121535181237
B0822XTZ9H,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Royal Blue,137.91,0.0,30,23,3,0,0.1,0.0,0.1
B08CZZMK9Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Spa Mint,137.91,91.94,93,86,3,2,0.03225806451612903,0.023255813953488372,0.00900225056264066
B08BZVYMKN,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Emerald Green,134.91,44.97,27,24,3,1,0.1111111111111111,0.041666666666666664,0.06944444444444445
B00O35CXRQ,1800 Bed Sheets,California King,Gold,134.91,44.97,45,44,3,1,0.06666666666666667,0.022727272727272728,0.04393939393939394
B00O35DOT2,1800 Bed Sheets,California King,Beige,134.91,312.99,60,63,3,7,0.05,0.1111111111111111,-0.0611111111111111
