asin,collection,size,color,sales,prior_sales,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,sales_delta,sales_wow
B00NLLUNSE,1800 Bed Sheets,Queen,Beige,3634.07,2913.81,1115,1835,91,74,0.08161434977578476,0.040326975476839236,0.04128737429894552,720.2600000000002,0.24718838908508112
B00SU0QSZ8,1800 Bed Sheets,King,Light Gray,3561.35,3299.23,1011,1223,86,77,0.08506429277942631,0.06295993458708095,0.022104358192345366,262.1199999999999,0.07944884109322475
B08RZBVSZR,1800 Bed Sheets,Queen,Blush Pink,3355.88,3474.19,1415,1554,85,87,0.06007067137809187,0.055984555984555984,0.004086115393535886,-118.30999999999995,-0.03405398092792851
B08RZFVS95,1800 Bed Sheets,Queen,Sage,3316.7099999999996,2636.42,1219,1291,85,66,0.06972928630024611,0.05112316034082107,0.01860612595942504,680.2899999999995,0.2580355178613421
B00NLLUP4G,1800 Bed Sheets,Queen,Gray,3116.06,3953.03,1417,1506,79,99,0.05575158786167961,0.06573705179282868,-0.009985463931149074,-836.9700000000003,-0.211728724548005
B0822Y7786,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,White,2849.2200000000003,1790.99,474,695,62,40,0.1308016877637131,0.05755395683453238,0.07324773092918072,1058.2300000000002,0.5908631538981235
B01DN0AJXQ,1800 Bed Sheets,Queen,Blue Hydrangea,2836.2699999999995,3475.79,1154,1338,71,88,0.06152512998266898,0.06576980568011959,-0.0042446756974506075,-639.5200000000004,-0.1839927038169741
B08RZCYC5X,1800 Bed Sheets,King,Golden Ivory,2836.02,3092.98,1233,1603,66,72,0.0535279805352798,0.044915782907049284,0.008612197628230518,-256.96000000000004,-0.0830784550821538
B0CNRZBCFQ,1800 Bed Sheets,Queen,Sky Blue,2635.62,2198.35,990,1235,66,55,0.06666666666666667,0.044534412955465584,0.02213225371120108,437.27,0.1989082721131758
B01DN0AQN4,1800 Bed Sheets,King,Blue Hydrangea,2577.34,1847.71,687,865,60,43,0.08733624454148471,0.04971098265895954,0.03762526188252517,729.6300000000001,0.3948833962039498
B00RKHWJ1O,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,White,2551.38,2023.1900000000003,493,483,142,113,0.2880324543610548,0.23395445134575568,0.05407800301529911,528.1899999999998,0.2610679174966265
B07R5VP98P,1800 Bed Sheets,Queen,Pinstripe Gray,2396.6,2477.34,774,834,60,62,0.07751937984496124,0.07434052757793765,0.0031788522670235936,-80.74000000000024,-0.032591408526887806
B00NQDGBTC,1800 Bed Sheets,King,Beige,2363.35,1974.9,639,685,55,46,0.08607198748043818,0.06715328467153285,0.018918702808905327,388.4499999999998,0.19669350346852996
B01DN0AW8I,1800 Bed Sheets,King,Spa Mint,2359.91,1932.79,878,1103,55,46,0.06264236902050115,0.04170444242973708,0.020937926590764065,427.1199999999999,0.2209862426854443
B00SUF39K0,1800 Bed Sheets,Full,Light Gray,2201.5,1516.52,449,438,58,41,0.1291759465478842,0.09360730593607305,0.03556864061181114,684.98,0.4516788436683987
B01DN0AOW2,1800 Bed Sheets,Queen,Spa Mint,2155.98,2597.25,1403,1620,55,66,0.039201710620099785,0.040740740740740744,-0.0015390301206409593,-441.27,-0.16989893156222927
B08RZDH679,1800 Bed Sheets,King,Sage,2062.56,1804.7399999999998,755,870,48,42,0.06357615894039735,0.04827586206896552,0.015300296871431834,257.82000000000016,0.14285714285714296
B08RZF62QM,1800 Bed Sheets,Full,Blush Pink,2048.86,1404.13,667,612,54,37,0.08095952023988005,0.06045751633986928,0.020502003900010772,644.73,0.4591668862569705
B0CLY99SL5,1800 Bed Sheets,Full,Ivory,1822.56,1556.0099999999998,650,659,48,41,0.07384615384615385,0.0622154779969651,0.011630675849188754,266.5500000000002,0.17130352632695178
B00NQDGCW8,1800 Bed Sheets,King,Gray,1801.3,3522.6499999999996,614,664,42,83,0.06840390879478828,0.125,-0.056596091205211724,-1721.3499999999997,-0.4886520091408456
B0822W82LP,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blue Hydrangea,1766.98,1351.22,341,331,34,26,0.09970674486803519,0.07854984894259819,0.021156895925437,415.76,0.30769230769230765
B0DGQSDWFD,1800 Bed Sheets,Queen,Mineral Gray,1717.91,1478.89,1116,1173,43,37,0.03853046594982079,0.03154305200341006,0.006987413946410732,239.01999999999998,0.16162121591193393
B0822WHPQZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blue Hydrangea,1649.0099999999998,1098.34,333,360,33,22,0.0990990990990991,0.06111111111111111,0.03798798798798799,550.6699999999998,0.5013656973250541
B07BKMXCYF,1800 Bed Sheets,Queen,Spa Blue,1637.9699999999998,1478.8899999999999,1090,1041,41,37,0.03761467889908257,0.03554274735830932,0.0020719315407732516,159.07999999999993,0.10756716185787986
B0112XPNDW,1800 Bed Sheets,Queen,Tan,1598.0,1438.92,508,511,40,36,0.07874015748031496,0.07045009784735812,0.008290059632956842,159.07999999999993,0.11055513857615429
B00NLNDP1Y,1800 Bed Sheets,Queen,Aqua,1557.23,1356.58,1042,1080,40,34,0.03838771593090211,0.03148148148148148,0.00690623444942063,200.6500000000001,0.14790871161302696
B0112XNCS0,1800 Bed Sheets,King,Tan,1545.2,1971.46,424,421,36,46,0.08490566037735849,0.10926365795724466,-0.024357997579886173,-426.26,-0.21621539366763717
B00O35DNS4,1800 Bed Sheets,California King,White,1527.18,2425.6800000000003,416,477,34,54,0.08173076923076923,0.11320754716981132,-0.03147677793904209,-898.5000000000002,-0.37041159592361733
B0BMW6K3FD,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Sage,1507.13,1507.1299999999999,316,354,29,29,0.09177215189873418,0.08192090395480225,0.009851247943931926,2.2737367544323206e-13,1.5086533705999622e-16
B08BZY7QCJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Tan,1507.13,1559.1,297,304,29,30,0.09764309764309764,0.09868421052631579,-0.0010411128832181482,-51.9699999999998,-0.03333333333333321
B0BTZ5HGMB,1800 Bed Sheet Set 6 PIECE,Queen,White,1505.0900000000001,4816.25,627,673,37,120,0.05901116427432217,0.17830609212481427,-0.1192949278504921,-3311.16,-0.6874975343887879
B0BMW9MMY9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Golden Ivory,1504.63,1922.8899999999999,434,461,29,37,0.06682027649769585,0.08026030368763558,-0.013440027189939724,-418.25999999999976,-0.2175163425884995
B07R5VPFDK,1800 Bed Sheets,King,Laced Sky Blue,1503.0899999999997,1245.27,349,423,36,29,0.10315186246418338,0.06855791962174941,0.03459394284243397,257.8199999999997,0.2070394372304799
B0CNRZ4Y1C,1800 Bed Sheets,Queen,Blue Nova,1438.9199999999998,1512.06,548,607,36,39,0.06569343065693431,0.0642504118616145,0.0014430187953198143,-73.1400000000001,-0.04837109638506415
B07RC2W7Q8,1800 Bed Sheets,Queen,Laced Sky Blue,1438.1200000000003,1279.04,462,513,36,32,0.07792207792207792,0.06237816764132553,0.015543910280752388,159.08000000000038,0.12437453089817394
B01CYLCQEK,1800 Bed Sheets,Queen,Paisley Gray,1398.9499999999998,1558.83,923,1220,35,39,0.03791982665222102,0.031967213114754096,0.005952613537466921,-159.8800000000001,-0.10256410256410264
B00RKHX3E6,1800 Pillowcase Set 2 pc,Set of 2 King Size,White,1380.81,1220.88,210,220,77,69,0.36666666666666664,0.31363636363636366,0.05303030303030298,159.92999999999984,0.13099567525063874
B0822XGGJ6,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Light Gray,1349.1899999999998,1198.28,398,422,27,24,0.0678391959798995,0.05687203791469194,0.01096715806520756,150.90999999999985,0.12593884567880617
B00NQDGK3O,1800 Bed Sheets,King,Brown,1331.2099999999998,1288.24,456,513,31,30,0.06798245614035088,0.05847953216374269,0.009502923976608194,42.9699999999998,0.03335558591566773
B0822WVF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Gray,1299.2199999999998,2298.62,278,314,26,46,0.09352517985611511,0.1464968152866242,-0.05297163543050909,-999.4000000000001,-0.4347826086956522
B0BTZ24S9W,1800 Bed Sheet Set 6 PIECE,King,White,1298.2199999999998,3419.0699999999997,276,310,26,81,0.09420289855072464,0.26129032258064516,-0.16708742402992052,-2120.85,-0.6203002570874536
B0822X9LJN,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Light Gray,1296.75,2026.8300000000004,383,400,25,40,0.06527415143603134,0.1,-0.03472584856396867,-730.0800000000004,-0.3602078121993459
B00NLNDRUI,1800 Bed Sheets,Queen,Brown,1279.04,2078.44,384,442,32,52,0.08333333333333333,0.11764705882352941,-0.03431372549019608,-799.4000000000001,-0.38461538461538464
B0822X3C9M,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,White,1259.1599999999999,1034.31,182,238,28,24,0.15384615384615385,0.10084033613445378,0.05300581771170007,224.8499999999999,0.217391304347826
B00O384OYI,1800 Bed Sheets,Full,Gray,1252.2500000000002,1556.77,313,315,33,41,0.10543130990415335,0.13015873015873017,-0.024727420254576818,-304.51999999999975,-0.1956101415109488
B07R8X7VXT,1800 Bed Sheets,Full,Pinstripe Gray,1215.04,1663.08,729,648,32,85,0.0438957475994513,0.13117283950617284,-0.08727709190672153,-448.03999999999996,-0.2694037568848161
B00O35DPN2,1800 Bed Sheets,California King,Gray,1214.19,449.69999999999993,189,114,27,10,0.14285714285714285,0.08771929824561403,0.05513784461152882,764.4900000000001,1.7000000000000006
B07BKP98B7,1800 Bed Sheets,King,Spa Blue,1203.1599999999999,1846.85,665,814,28,43,0.042105263157894736,0.052825552825552825,-0.01072028966765809,-643.69,-0.34853399030782145
B00ZSGVJE2,1800 Bed Sheets,King,Striped White,1199.72,1201.44,471,512,28,28,0.059447983014861996,0.0546875,0.004760483014861996,-1.7200000000000273,-0.0014316153948595246
B08RZDCWPX,1800 Bed Sheets,Queen,Teal,1198.2999999999997,2038.47,707,709,30,51,0.042432814710042434,0.07193229901269393,-0.0294994843026515,-840.1700000000003,-0.41215715708349904
B0822WT3R6,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Gray,1195.3100000000002,1298.21,302,280,24,25,0.07947019867549669,0.08928571428571429,-0.009815515610217596,-102.89999999999986,-0.07926298518729624
B0822XQ9DZ,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,White,1195.31,1662.0,513,616,23,33,0.04483430799220273,0.05357142857142857,-0.008737120579225842,-466.69000000000005,-0.2808002406738869
B08CZZ4SYJ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Mint,1192.8100000000002,1507.13,421,456,23,29,0.05463182897862233,0.06359649122807018,-0.00896466224944785,-314.31999999999994,-0.20855533364739598
B0822YG3V8,1800 Pillowcase Set 4 pc,Standard,White,1177.74,937.98,154,145,45,35,0.2922077922077922,0.2413793103448276,0.0508284818629646,239.76,0.2556131260794473
B00ZSGWAHC,1800 Bed Sheets,Queen,Striped White,1157.53,1678.7400000000002,513,595,29,42,0.056530214424951264,0.07058823529411765,-0.014058020869166382,-521.2100000000003,-0.31047690529802124
B00NLNDO6K,1800 Bed Sheets,Queen,Navy Blue,1156.73,1116.76,292,311,29,28,0.09931506849315068,0.09003215434083602,0.009282914152314664,39.97000000000003,0.03579103836097284
B08RZD3PN6,1800 Bed Sheets,Full,Sage,1139.1,645.49,325,295,30,17,0.09230769230769231,0.0576271186440678,0.034680573663624516,493.6099999999999,0.764705882352941
B0822ZZJLL,1800 Bedskirt,Queen,White,1132.3799999999999,1216.26,875,969,55,60,0.06285714285714286,0.06191950464396285,0.0009376382131800129,-83.88000000000011,-0.0689655172413794
B016P42E9E,1800 Bed Sheets,Twin XL,Gray,1118.3400000000001,907.8199999999999,222,246,32,26,0.14414414414414414,0.10569105691056911,0.03845308723357503,210.5200000000002,0.23189619087484328
B00WAIH1FW,1800 Bed Sheets,Queen,Black,1117.56,837.77,310,353,28,21,0.09032258064516129,0.059490084985835696,0.03083249565932559,279.78999999999996,0.33396994401804786
B08RZCP48J,1800 Bed Sheets,Full,Golden Ivory,1101.1299999999999,1442.1000000000001,499,502,29,38,0.05811623246492986,0.07569721115537849,-0.017580978690448626,-340.97000000000025,-0.23643991401428488
B0CNRXJ7ZB,1800 Bed Sheets,King,Sky Blue,1074.25,1545.2,508,584,25,36,0.04921259842519685,0.06164383561643835,-0.0124312371912415,-470.95000000000005,-0.3047825524203987
B07RBZ1MYN,1800 Bed Sheets,King,Pinstripe Gray,1072.53,1375.04,502,505,25,32,0.049800796812749,0.06336633663366337,-0.013565539820914366,-302.51,-0.22000087270188504
B0BMWCNGW8,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Golden Ivory,1049.37,1349.19,368,401,21,28,0.057065217391304345,0.06982543640897755,-0.012760219017673206,-299.82000000000016,-0.22222222222222232
B00NLNDU00,1800 Bed Sheets,Queen,Brick Red,1038.42,598.75,379,385,26,15,0.06860158311345646,0.03896103896103896,0.0296405441524175,439.6700000000001,0.7343131524008352
B016P42X2W,1800 Bed Sheets,Twin XL,Light Gray,1014.13,2168.14,387,443,29,62,0.07493540051679587,0.1399548532731377,-0.06501945275634183,-1154.0099999999998,-0.532258064516129
B01DN0ALM0,1800 Bed Sheets,Queen,Emerald Green,998.4499999999999,1279.04,655,696,25,32,0.03816793893129771,0.04597701149425287,-0.007809072562955162,-280.59000000000003,-0.2193754691018264
B0BMW72PRP,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Sage,993.95,649.6099999999999,292,260,21,14,0.07191780821917808,0.05384615384615385,0.01807165437302423,344.34000000000015,0.5300718892874189
B0822WXPVG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Spa Blue,987.4300000000001,987.4300000000001,344,283,19,19,0.055232558139534885,0.06713780918727916,-0.011905251047744272,0.0,0.0
B01DN0A9IQ,1800 Bed Sheets,Full,Blue Hydrangea,987.22,985.7,342,349,26,26,0.07602339181286549,0.07449856733524356,0.001524824477621936,1.5199999999999818,0.001542051334077287
B00WAIH2TM,1800 Bed Sheets,Queen,Lavender,958.48,1159.1299999999999,928,1032,24,29,0.02586206896551724,0.02810077519379845,-0.00223870622828121,-200.64999999999986,-0.17310396590546348
B013FJJOCM,1800 Bed Sheets,Queen,Royal Blue,958.48,1036.82,344,358,24,26,0.06976744186046512,0.07262569832402235,-0.0028582564635572377,-78.33999999999992,-0.07555795605794634
B08RZBT9K8,1800 Bed Sheets,King,Teal,945.34,941.9399999999999,360,362,22,22,0.06111111111111111,0.06077348066298342,0.0003376304481276862,3.400000000000091,0.0036095717349301348
B00SUF34LO,1800 Bed Sheets,Twin,Light Gray,909.2199999999999,591.69,135,154,26,17,0.1925925925925926,0.11038961038961038,0.08220298220298221,317.52999999999986,0.5366492589024655
B0CNRZQ14K,1800 Bed Sheets,King,Hazy Lilac,902.37,1117.2199999999998,369,472,21,26,0.056910569105691054,0.05508474576271186,0.001825823342979191,-214.8499999999998,-0.19230769230769215
B01CYLCRO4,1800 Bed Sheets,King,Paisley Gray,902.3699999999999,1156.75,455,489,21,27,0.046153846153846156,0.05521472392638037,-0.009060877772534212,-254.3800000000001,-0.219909228441755
B0BMW6NBFV,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Laced Sky Blue,883.49,519.7,289,307,17,10,0.058823529411764705,0.03257328990228013,0.026250239509484574,363.78999999999996,0.6999999999999998
B0822WBGD9,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Beige,883.49,1299.25,355,391,17,25,0.04788732394366197,0.0639386189258312,-0.016051294982169236,-415.76,-0.32
B0822XT63Y,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Navy Blue,883.49,571.6700000000001,149,132,17,11,0.11409395973154363,0.08333333333333333,0.030760626398210297,311.81999999999994,0.5454545454545453
B00NLNDSZW,1800 Bed Sheets,Queen,Purple,878.5399999999998,999.25,275,311,22,25,0.08,0.08038585209003216,-0.00038585209003215437,-120.71000000000015,-0.1208006004503379
B0DGQQMQNK,1800 Bed Sheets,Twin XL,Mineral Gray,874.25,524.55,240,192,25,15,0.10416666666666667,0.078125,0.02604166666666667,349.70000000000005,0.6666666666666669
B0CNS16FHR,1800 Bed Sheets,Full,Sky Blue,873.3100000000001,987.22,312,395,23,26,0.07371794871794872,0.06582278481012659,0.007895163907822134,-113.90999999999997,-0.11538461538461535
B00NQDGHDC,1800 Bed Sheets,King,Aqua,859.3999999999999,773.4599999999999,484,568,20,18,0.04132231404958678,0.03169014084507042,0.009632173204516356,85.93999999999994,0.11111111111111105
B0822X1KV9,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Beige,849.49,1198.28,258,291,17,24,0.06589147286821706,0.08247422680412371,-0.01658275393590665,-348.78999999999996,-0.29107554160964044
B0CNRZDPG2,1800 Bed Sheets,Queen,Hazy Lilac,839.37,1039.2199999999998,709,775,21,27,0.029619181946403384,0.03483870967741935,-0.005219527731015968,-199.8499999999998,-0.19230769230769215
B0CLY98MH3,1800 Bed Sheets,Queen,Burgundy,835.37,439.66999999999996,186,157,21,11,0.11290322580645161,0.07006369426751592,0.04283953153893569,395.70000000000005,0.8999931767007076
B00O35DBNG,1800 Bed Sheets,Full,Beige,834.58,873.31,172,206,22,23,0.12790697674418605,0.11165048543689321,0.016256491307292842,-38.729999999999905,-0.044348513128213245
B0CNRXVPC8,1800 Bed Sheets,King,Blue Nova,816.4300000000001,1031.28,302,352,19,24,0.06291390728476821,0.06818181818181818,-0.005267910897049963,-214.8499999999999,-0.20833333333333326
B0DGQPSZVY,1800 Bed Sheets,King,Mineral Gray,816.43,1160.19,735,796,19,27,0.02585034013605442,0.03391959798994975,-0.00806925785389533,-343.7600000000001,-0.2962962962962964
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,799.5200000000001,998.4000000000001,276,304,16,20,0.057971014492753624,0.06578947368421052,-0.007818459191456899,-198.88,-0.19919871794871793
B08CZXP1GF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Mint,799.52,749.55,361,356,16,15,0.0443213296398892,0.042134831460674156,0.0021864981792150406,49.97000000000003,0.06666666666666671
B078STM7RW,1800 Duvet Cover Set,Queen,Hotel White with Gray Embroidery,799.4000000000001,119.91,85,51,20,3,0.23529411764705882,0.058823529411764705,0.1764705882352941,679.4900000000001,5.666666666666668
B0CNRWYNDF,1800 Bed Sheets,Queen,Terracotta,799.4,1039.2199999999998,387,463,20,26,0.05167958656330749,0.056155507559395246,-0.004475920996087755,-239.81999999999982,-0.23076923076923064
B00NLNDR30,1800 Bed Sheets,Queen,Gold,793.8,439.66999999999996,197,420,20,11,0.10152284263959391,0.02619047619047619,0.07533236644911771,354.13,0.8054449928355358
B08BZXJS3M,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Brown,779.55,415.76,163,137,15,8,0.09202453987730061,0.058394160583941604,0.033630379293359006,363.78999999999996,0.8749999999999999
B08CZZZVYR,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Paisley Gray,779.55,882.45,349,329,15,17,0.04297994269340974,0.05167173252279635,-0.008691789829386613,-102.90000000000009,-0.1166071732109469
B08RZDLLP7,1800 Bed Sheets,King,Blush Pink,773.46,1589.03,505,751,19,37,0.03762376237623762,0.0492676431424767,-0.011643880766239074,-815.5699999999999,-0.5132502218334455
B01DN0ASH8,1800 Bed Sheets,King,Emerald Green,773.46,773.4599999999999,415,473,18,18,0.043373493975903614,0.03805496828752643,0.005318525688377186,1.1368683772161603e-13,1.4698476679028785e-16
B016P42FZW,1800 Bed Sheets,Twin XL,Navy Blue,769.3399999999999,629.46,93,76,22,19,0.23655913978494625,0.25,-0.013440860215053752,139.87999999999988,0.22222222222222202
B01DN0A328,1800 Bed Sheets,Twin XL,Blue Hydrangea,769.3399999999999,769.34,239,207,22,22,0.09205020920502092,0.10628019323671498,-0.014229984031694051,-1.1368683772161603e-13,-1.4777190542753013e-16
B0822Z3PLW,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Gray,763.5900000000001,449.7,84,104,17,10,0.20238095238095238,0.09615384615384616,0.10622710622710622,313.89000000000016,0.6979986657771852
B01ES3L33W,1800 Fitted Sheet,Queen,White,758.8599999999999,479.28,216,162,38,24,0.17592592592592593,0.14814814814814814,0.02777777777777779,279.5799999999999,0.5833333333333333
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,749.55,699.5799999999999,269,245,15,15,0.055762081784386616,0.061224489795918366,-0.00546240801153175,49.97000000000003,0.07142857142857148
B0822YMKR5,1800 Bedskirt,King,White,712.0699999999999,1148.5,585,683,31,50,0.05299145299145299,0.07320644216691069,-0.0202149891754577,-436.43000000000006,-0.38000000000000006
B0BMWBX14R,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blush Pink,699.58,799.52,283,324,14,16,0.04946996466431095,0.04938271604938271,8.724861492823838e-05,-99.93999999999994,-0.12499999999999993
B0BMW7CQ51,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Laced Sky Blue,699.5799999999999,448.73,239,262,14,9,0.058577405857740586,0.03435114503816794,0.024226260819572645,250.8499999999999,0.5590221291199605
B00ZSGV3E8,1800 Bed Sheets,Twin,Striped White,699.4,664.43,52,69,20,19,0.38461538461538464,0.2753623188405797,0.10925306577480492,34.97000000000003,0.05263157894736847
B08RZDZZHJ,1800 Bed Sheets,Twin,Golden Ivory,698.7,419.64,161,216,20,12,0.12422360248447205,0.05555555555555555,0.0686680469289165,279.06000000000006,0.6649985702030313
B0CNRXLLCS,1800 Bed Sheets,Full,Blue Nova,683.46,607.52,186,187,18,16,0.0967741935483871,0.0855614973262032,0.01121269622218389,75.94000000000005,0.12500000000000008
B01DN0AEXQ,1800 Bed Sheets,Full,Spa Mint,683.4599999999999,454.88,376,358,18,12,0.047872340425531915,0.0335195530726257,0.014352787352906217,228.57999999999993,0.5025061554695742
B0CLYD6CZX,1800 Bed Sheets,California King,Ivory,674.55,719.52,156,197,15,17,0.09615384615384616,0.08629441624365482,0.009859429910191342,-44.97000000000003,-0.06250000000000004
B08RZCL98X,1800 Bed Sheets,Twin XL,Blush Pink,664.4300000000001,174.85,235,78,19,5,0.08085106382978724,0.0641025641025641,0.016748499727223143,489.58000000000004,2.8000000000000003
B08RZDW2H2,1800 Bed Sheets,Twin,Blush Pink,664.4300000000001,874.25,163,295,19,26,0.1165644171779141,0.08813559322033898,0.028428823957575122,-209.81999999999994,-0.23999999999999994
B0DGQRH24Q,1800 Bed Sheets,Full,Mineral Gray,645.49,985.7,303,308,17,26,0.056105610561056105,0.08441558441558442,-0.02830997385452831,-340.21000000000004,-0.3451455818200264
B00NQDGDYA,1800 Bed Sheets,King,Navy Blue,644.55,988.31,172,184,15,23,0.0872093023255814,0.125,-0.0377906976744186,-343.76,-0.34782608695652173
B0822WWZJQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,White,629.5799999999999,989.34,280,316,14,22,0.05,0.06962025316455696,-0.019620253164556956,-359.7600000000001,-0.36363636363636376
B07GQ38TP8,1800 Duvet Cover Set,King,White,628.49,369.7,192,200,17,10,0.08854166666666667,0.05,0.03854166666666667,258.79,0.7000000000000001
B07R924M7Y,1800 Bed Sheets,Full,Laced Sky Blue,607.52,493.60999999999996,561,503,16,13,0.0285204991087344,0.02584493041749503,0.002675568691239371,113.91000000000003,0.23076923076923084
B00WAIH49U,1800 Bed Sheets,King,Black,601.58,729.63,130,132,15,17,0.11538461538461539,0.12878787878787878,-0.013403263403263393,-128.04999999999995,-0.17549991091375075
B01DN0ARJM,1800 Bed Sheets,King,Coral,601.5799999999999,472.66999999999996,228,285,14,11,0.06140350877192982,0.03859649122807018,0.022807017543859644,128.90999999999997,0.2727272727272727
B0BMW8JKMX,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Pinstripe Gray,599.6400000000001,249.85,256,240,12,5,0.046875,0.020833333333333332,0.026041666666666668,349.7900000000001,1.4000000000000004
B0822VQDHR,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Black,599.64,299.82,95,81,12,6,0.12631578947368421,0.07407407407407407,0.052241715399610145,299.82,1.0
B01DN0AKSK,1800 Bed Sheets,Queen,Coral,598.75,478.84000000000003,384,431,15,12,0.0390625,0.027842227378190254,0.011220272621809746,119.90999999999997,0.2504176760504552
B0822XTD1X,1800 Bed Sheet Set With DEEP Fitted Sheet,Full,Light Gray,597.61,367.76,77,102,13,8,0.16883116883116883,0.0784313725490196,0.09039979628214923,229.85000000000002,0.6250000000000001
B01DN09YTG,1800 Bed Sheets,Twin,Blue Hydrangea,594.49,699.3999999999999,153,134,17,20,0.1111111111111111,0.14925373134328357,-0.038142620232172464,-104.90999999999985,-0.14999999999999983
B08RZDX3PY,1800 Bed Sheets,California King,Golden Ivory,580.1099999999999,538.74,120,145,13,12,0.10833333333333334,0.08275862068965517,0.025574712643678166,41.36999999999989,0.07679028845082951
B0822X28WM,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Black,571.6700000000001,363.7900000000001,102,129,11,7,0.10784313725490197,0.05426356589147287,0.0535795713634291,207.88,0.5714285714285713
B00WAIGXVU,1800 Bed Sheets,Full,Black,569.55,227.06,83,71,15,6,0.18072289156626506,0.08450704225352113,0.09621584931274393,342.48999999999995,1.5083678322910241
B01DN0APS0,1800 Bed Sheets,Queen,Yellow,559.5799999999999,1078.3899999999999,621,706,14,27,0.02254428341384863,0.03824362606232295,-0.015699342648474317,-518.81,-0.4810968202598318
