br_current_gross_sales,br_prior_gross_sales,br_current_sessions,br_prior_sessions,br_current_units,br_prior_units,br_current_conversion,br_prior_conversion,ao_current_gross_item_sales,ao_prior_gross_item_sales,ao_current_item_promo_discount,ao_prior_item_promo_discount,ao_current_net_item_sales,ao_prior_net_item_sales,ao_current_shipping_promo_discount_excluded,ao_prior_shipping_promo_discount_excluded
407406.42000000144,416613.64000000275,147169,166822,10838,11038,0.07364322649471017,0.06616633297766482,407302.86999999965,423681.18999999954,4851.350000000001,10786.670000000004,402451.51999999955,412894.51999999955,5234.410000000002,5731.640000000003
